date,country,os,vertical,creative_format,cpm,cpi,ftd_rate,cftd,avg_user_spend,gross_spend_usd,spend_share,unique_bundle_count,,,,,,WITH main as (WITH fact_dsp_creative AS (
2025-03-21,USA,IOS,RMG,Video,48.50579386,29.94482505,0.1188362079,321.0093758,279.4087741,211650.2803,0.728804947,28,,,,,,from cohort c LEFT JOIN moloco-ae-view.athena.dim1_app m
2025-06-07,USA,ANDROID,RMG,Statics,1.971044667,14.74805244,0,,229.3972249,5414.544573,0.285308267,3,,,,,,on c.fact_dsp_creative_product_app_market_bundle = m.app_market_bundle
2025-06-21,USA,IOS,RMG,Playables,56.60915067,22.36376457,0,,380.0820499,21324.33547,0.661210002,6,,,,,,where gross_spend_usd > 1000
2025-07-05,USA,ANDROID,RMG,Playables,74.8750118,9.939495194,0,,102.5240467,6298.007743,0.792479779,5,,,,,,"group by 1,2,3,4,5,6,7,8,9,10,11,12,13,14"
2024-08-16,USA,IOS,RMG,Video,41.64142029,27.99090752,0.1299819405,532.5986176,367.5123771,153342.6492,0.858817978,21,,,,,,"),"
2024-09-14,USA,IOS,RMG,Statics,0.538226688,33.03165977,0.0498352717,447.2299817,302.9793153,69537.70264,0.54439442,16,,,,,,cohort4 as (
2024-09-28,USA,IOS,RMG,Statics,0.4254595,24.47453582,0.03468899522,169.790895,272.0190915,50811.72304,0.675083631,14,,,,,,Select
2024-10-16,USA,ANDROID,RMG,Video,86.93876693,16.30241185,0.006097560976,3119.270674,275.0468901,119877.9732,0.907920572,30,,,,,,"date,country,os,vertical,creative_format,"
2024-11-28,USA,ANDROID,RMG,Video,85.50930939,18.33124172,0.04761904762,719.5330172,219.6817329,92701.13231,0.880659647,28,,,,,,"--app_name,"
2025-02-13,USA,IOS,Sportsbetting,Video,7.735984,58.46673342,0.03682538077,414.3059445,340.0684578,24539.11081,0.810991259,4,,,,,,"avg(cpm) as cpm,"
2025-02-16,USA,IOS,RMG,Video,48.05488507,32.50599979,0.1721389589,334.8793906,277.3839583,219492.524,0.782556089,27,,,,,,"avg(cpi) as cpi,"
2025-04-12,USA,ANDROID,RMG,Video,83.97019722,27.10323541,0.02272727273,3135.963698,270.8736709,110686.1141,0.929504474,32,,,,,,"avg(ftd_rate) as ftd_rate,"
2025-05-17,USA,ANDROID,RMG,Playables,86.82495,11.74174818,0,,132.179998,10375.95285,0.861890802,5,,,,,,"avg(cftd) as cftd,"
2025-07-18,USA,IOS,RMG,Video,27.45290763,40.81598106,0.1011668007,465.2667998,307.7169018,149420.0992,0.809836559,24,,,,,,"avg(avg_user_spend) as avg_user_spend,"
2024-09-18,USA,ANDROID,RMG,Video,78.53618337,25.87265717,0.09444444444,737.6193718,223.1870864,117721.5593,0.948792985,30,,,,,,"sum(gross_spend_usd) as gross_spend_usd,"
2024-11-25,USA,ANDROID,RMG,Video,87.969553,20.97496088,0.03878787879,1205.663283,265.425853,110250.5093,0.941311102,32,,,,,,"avg(spend_share) as spend_share ,"
2025-03-17,USA,IOS,RMG,Video,53.91964407,33.11614344,0.1472136223,382.020622,273.3977107,213046.2232,0.723720015,27,,,,,,COUNT(DISTINCT fact_dsp_creative_product_app_market_bundle) AS unique_bundle_count
2025-03-17,USA,IOS,RMG,Statics,0.356387,32.07314558,0,,296.0664664,84031.87726,0.472986827,20,,,,,,"--dense_rank() over (partition by utc_week,country,os,vertical order by gross_spend_usd desc) as rnk"
2025-04-22,USA,IOS,RMG,Video,53.87660441,41.35210342,0.09673945336,1522.24526,502.1496723,173676.5477,0.831083286,27,,,,,,From cohort2
2025-04-24,USA,ANDROID,RMG,Video,71.86141571,25.96717727,0.0790513834,1841.274064,337.4018975,119094.9815,0.930435481,34,,,,,,"group by 1,2,3,4,5"
2025-08-23,USA,IOS,Sportsbetting,Video,23.93066333,149.7832935,0.01766004415,980.961733,2406.067797,58796.64626,0.624805605,3,,,,,,--where gross_spend_usd > 5000
2025-08-24,USA,ANDROID,RMG,Video,67.76364954,17.59874134,0.02661084303,1018.212252,237.4413449,87767.90354,0.928597783,26,,,,,,)
2024-08-14,USA,IOS,RMG,Statics,0.375210077,26.08208813,0.1388888889,244.6966889,210.9851347,32915.23221,0.468500217,13,,,,,,Select c4.*
