date,os,vertical,country,dau,avg_user_spend,cftd,avg_cpm,avg_cpi,avg_ftd_rate,total_gross_spend,,,Exclude MAU from the final output
2024-08-02,ANDROID,Sportsbetting,GBR,492857,204.8203977,204.8203977,6.8513225,18.68007307,0.1666666667,440.993882,,,GROUP BY
2024-08-02,IOS,Sportsbetting,GBR,1144707,169.9275772,169.9275772,9.973817,7.835848032,0.05137370977,7748.141465,,,"date, os, grouped_category, total_MAU, country"
2024-08-02,ANDROID,RMG,GBR,730409,179.2517462,160.9183636,18.3026089,21.68507516,0.1686993777,5539.275474,,,ORDER BY
2024-08-02,ANDROID,RMG,ESP,647552,,,13.0090135,8.35455336,,127.1647707,,,"date, grouped_category"
2024-08-02,ANDROID,Sportsbetting,ESP,293937,488.1202741,488.1202741,3.626874,8.248244615,0.02222222222,499.4190181,,,"),"
2024-08-02,IOS,RMG,ESP,95308,,,15.8022795,9.55166885,,36.74633447,,,
2024-08-02,IOS,Sportsbetting,ESP,262448,168.1819736,168.1819736,2.61245,11.71862313,0.07668067227,1345.455788,,,fact_dsp_creative AS (
2024-08-02,ANDROID,RMG,DEU,238881,496.9592492,,12.13832225,12.26004693,,1392.88042,,,SELECT *
2024-08-02,IOS,RMG,DEU,285176,276.1138115,,20.9300824,20.17888732,,7538.391947,,,FROM moloco-ae-view.athena.fact_dsp_all
2024-08-02,IOS,Sportsbetting,DEU,94972,190.0993243,190.0993243,4.4446855,15.22483169,0.02777777778,2099.879141,,,WHERE timestamp_utc >= TIMESTAMP('2024-08-01 00:00:00')
2024-08-02,ANDROID,Sportsbetting,DEU,68068,,,,,,,,,"),"
2024-08-02,ANDROID,RMG,CAN,278776,374.9321751,,16.3546738,9.98902579,,945.8260617,,,
2024-08-02,ANDROID,Sportsbetting,CAN,35137,,,,,,,,,main_creative AS (
2024-08-02,IOS,RMG,CAN,274438,309.1337352,,10.68844856,25.9096619,0,5251.3145,,,SELECT
2024-08-02,IOS,Sportsbetting,CAN,130110,25.66727274,25.66727274,7.1545705,5.853590252,0.2,134.9100897,,,"DATE(timestamp_utc) AS date,"
2024-08-02,ANDROID,RMG,BRA,798652,15.84656716,,4.938123154,1.63217327,,7634.356416,,,"f.campaign.country AS country,"
2024-08-02,IOS,Sportsbetting,BRA,14313,,,,,,,,,"f.campaign.os AS os,"
2024-08-02,ANDROID,Sportsbetting,BRA,305680,,,1.101099,0.676539971,0,78.47863658,,,"CASE WHEN a.rmg_segment = 'Sports Betting' THEN 'Sportsbetting' ELSE 'RMG' END AS vertical,"
2024-08-02,IOS,RMG,BRA,308333,47.40348874,,13.62699033,8.394386718,,924.1273186,,,CASE
2024-08-02,ANDROID,Sportsbetting,AUS,155779,,,,,,,,,"WHEN f.creative.format IN ('nv', 'vi', 'vb') THEN 'Video'"
2024-08-02,IOS,RMG,AUS,190831,206.8559159,,9.744181667,21.33415121,,4396.843656,,,"WHEN f.creative.format IN ('db', 'ib', 'di', 'ii', 'ni', 'nl') THEN 'Statics'"
2024-08-02,ANDROID,RMG,AUS,181655,,,16.82426075,17.70106177,,803.3686503,,,"WHEN f.creative.format IN ('ri', 'rb') THEN 'Playables'"
2024-08-02,IOS,Sportsbetting,AUS,642523,,,,,,,,,"END AS creative_format,"
2024-08-03,ANDROID,RMG,USA,546075,160.7088031,517.9741149,33.7978607,20.31042821,0.09751928962,88055.3142,,,"f.product.app_market_bundle AS fact_dsp_creative_product_app_market_bundle,"
2024-08-03,IOS,Sportsbetting,USA,1635996,263.7934443,364.3531269,22.65830633,35.02622546,0.08049072992,17476.25665,,,"SAFE_DIVIDE(COALESCE(SUM(f.gross_spend_usd), 0), COALESCE(SUM(f.impressions), 0)) * 1000 AS cpm,"
2024-08-03,IOS,RMG,USA,870421,237.8718098,861.7306303,23.2693549,20.4872573,0.06007360005,196346.3611,,,"SAFE_DIVIDE(COALESCE(SUM(f.gross_spend_usd), 0), COALESCE(SUM(f.installs), 0)) AS cpi,"
2024-08-03,ANDROID,Sportsbetting,USA,577555,,,,,,,,,"COALESCE(SUM(f.installs), 0) AS installs,"
2024-08-03,IOS,RMG,PHL,11812,,,,,,,,,"COALESCE(SUM(f.kpi_users_d7), 0) AS pi_users_d7,"
2024-08-03,ANDROID,RMG,PHL,76408,9.901598284,,1.615904167,0.723397244,,4384.447488,,,"COALESCE(SUM(f.gross_spend_usd), 0) AS gross_spend_usd,"
2024-08-03,IOS,Sportsbetting,PHL,634,,,,,,,,,"SAFE_DIVIDE(COALESCE(SUM(f.gross_spend_usd), 0), COALESCE(SUM(f.kpi_users_d7), 0)) AS avg_user_spend"
2024-08-03,ANDROID,Sportsbetting,PHL,4552,88.56183632,88.56183632,1.850156,1.451833382,0.01639344262,797.0565268,,,FROM
2024-08-03,IOS,RMG,GBR,1461029,169.3487288,189.5442096,9.740792871,20.23694764,0.07064426262,27510.76733,,,fact_dsp_creative f
2024-08-03,ANDROID,RMG,GBR,842220,159.0164613,169.3492863,16.88163191,22.0856271,0.1673685574,5772.458617,,,LEFT JOIN moloco-ae-view.athena.dim1_app m ON f.product.app_market_bundle = m.app_market_bundle AND f.campaign.os = m.os
2024-08-03,ANDROID,Sportsbetting,GBR,584408,10.86430433,10.86430433,7.795942667,18.10902947,0.5,439.1340537,,,LEFT JOIN ads-bpd-guard-sandbox.insights_engine.known_rmg_bundles a ON f.product.app_market_bundle = a.app_market_bundle
2024-08-03,IOS,Sportsbetting,GBR,1399352,222.9496227,222.9496227,9.357775,9.801683313,0.0436384288,8097.949467,,,WHERE
2024-08-03,ANDROID,RMG,ESP,667988,89.86037394,,9.081931167,5.050982475,,145.6120885,,,timestamp_utc >= TIMESTAMP('2024-08-01 00:00:00')
2024-08-03,IOS,Sportsbetting,ESP,287263,104.8881532,104.8881532,2.6623145,9.50607552,0.09449760766,1487.81043,,,AND f.product.app_market_bundle IN (
2024-08-03,ANDROID,Sportsbetting,ESP,297864,251.4316932,251.4316932,6.107677,12.26496064,0.0487804878,502.8633864,,,SELECT app_market_bundle FROM ads-bpd-guard-sandbox.insights_engine.known_rmg_bundles
2024-08-03,IOS,RMG,ESP,98888,,,7.488154333,4.719923342,,27.26420166,,,)
2024-08-03,IOS,RMG,DEU,328511,152.0919962,,15.34654979,18.91804693,,7596.795536,,,"AND f.campaign.country IN ('GBR', 'USA','ESP','AUS','BRA','CAN','PHL','DEU')"
2024-08-03,ANDROID,RMG,DEU,299518,357.6754062,,13.95614075,15.38641057,,1270.039189,,,GROUP BY
2024-08-03,IOS,Sportsbetting,DEU,121179,363.3262911,363.3262911,4.7435435,27.950166,0.03529411765,2395.343002,,,"1, 2, 3, 4, 5, 6"
2024-08-03,ANDROID,Sportsbetting,DEU,75737,,,,,,,,,"),"
2024-08-03,IOS,Sportsbetting,CAN,141215,91.03683036,91.03683036,4.6609425,5.830146616,0.05,189.1821124,,,
2024-08-03,ANDROID,Sportsbetting,CAN,35302,,,,,,,,,first_purchase AS (
2024-08-03,ANDROID,RMG,CAN,394576,113.9896436,,16.40171117,12.67852839,,1009.229732,,,SELECT
2024-08-03,IOS,RMG,CAN,401860,218.9517894,,7.781174333,20.46436904,0,5105.837207,,,"DATE(timestamp_utc) AS date,"
2024-08-03,IOS,Sportsbetting,BRA,14065,,,,,,,,,"campaign.country AS country,"
2024-08-03,ANDROID,RMG,BRA,911473,22.24075159,,4.690134917,1.821171972,,7052.31546,,,"campaign.os AS os,"
2024-08-03,IOS,RMG,BRA,342489,41.21888424,,8.029253,6.047850334,,979.372327,,,"product.app_market_bundle AS app_market_bundle,"
2024-08-03,ANDROID,Sportsbetting,BRA,327598,,,1.060233,0.881316,,96.06344399,,,"CASE WHEN a.rmg_segment = 'Sports Betting' THEN 'Sportsbetting' ELSE 'RMG' END AS vertical,"
2024-08-03,ANDROID,Sportsbetting,AUS,192129,,,,,,,,,CASE
2024-08-03,IOS,Sportsbetting,AUS,705792,,,,,,,,,"WHEN creative.format IN ('nv', 'vi', 'vb') THEN 'Video'"
2024-08-03,ANDROID,RMG,AUS,155507,269.1660118,,14.67315525,18.03911292,,764.0523458,,,"WHEN creative.format IN ('db', 'ib', 'di', 'ii', 'ni', 'nl') THEN 'Statics'"
2024-08-03,IOS,RMG,AUS,230284,373.5310282,,10.6790176,28.2211913,,4733.945803,,,"WHEN creative.format IN ('ri', 'rb') THEN 'Playables'"
2024-08-04,ANDROID,Sportsbetting,USA,618052,,,,,,,,,"END AS creative_format,"
2024-08-04,IOS,RMG,USA,846303,203.8347852,484.9953627,26.38358641,20.40425231,0.09225411147,197823.838,,,"SUM(kpi_actions_d7) AS kpi_actions_d7,"
2024-08-04,ANDROID,RMG,USA,590974,131.3470856,412.3255105,33.8782231,13.81311929,0.03508465219,86381.95224,,,SUM(installs) AS installs
2024-08-04,IOS,Sportsbetting,USA,1642285,277.6274336,358.6099226,22.80641533,40.40406233,0.08076080334,14020.86236,,,FROM
2024-08-04,ANDROID,Sportsbetting,PHL,4734,87.86641272,87.86641272,2.03562,1.33580695,0.0152027027,790.7977145,,,moloco-ae-view.athena.fact_dsp_all f
2024-08-04,IOS,RMG,PHL,11133,,,,,,,,,LEFT JOIN moloco-ae-view.athena.dim1_app m ON f.product.app_market_bundle = m.app_market_bundle AND f.campaign.os = m.os
2024-08-04,IOS,Sportsbetting,PHL,1143,,,,,,,,,LEFT JOIN ads-bpd-guard-sandbox.insights_engine.known_rmg_bundles a ON f.product.app_market_bundle = a.app_market_bundle
2024-08-04,ANDROID,RMG,PHL,95118,11.15797056,,1.651895167,0.75708455,,4203.670188,,,WHERE
2024-08-04,ANDROID,RMG,GBR,756686,146.4967551,110.8803237,17.83537025,28.2576913,0.2777248772,5857.902658,,,DATE(timestamp_utc) >= '2024-08-01'
2024-08-04,ANDROID,Sportsbetting,GBR,555694,99.06528775,99.06528775,12.035231,32.69883616,0.375,332.8010372,,,AND product.app_market_bundle IN (
2024-08-04,IOS,RMG,GBR,1166869,143.7397397,131.0167319,12.99455003,19.92739069,0.08649874422,27099.23652,,,SELECT app_market_bundle FROM ads-bpd-guard-sandbox.insights_engine.known_rmg_bundles
2024-08-04,IOS,Sportsbetting,GBR,1292718,220.7505283,220.7505283,9.33212875,10.32231688,0.04886305104,8104.443569,,,)
2024-08-04,IOS,Sportsbetting,ESP,321981,378.983094,378.983094,2.574505,13.33974862,0.05174291939,1641.874055,,,"AND campaign.country IN ('GBR', 'USA','ESP','AUS','BRA','CAN','PHL','DEU')"
2024-08-04,IOS,RMG,ESP,103217,,,6.2491595,5.626766414,,36.18257678,,,AND (
2024-08-04,ANDROID,Sportsbetting,ESP,433311,124.7493566,124.7493566,6.044863,12.17066894,0.09756097561,498.9974264,,,(UPPER(event.name) LIKE '%FIRST%' AND UPPER(event.name) LIKE '%DEPOSIT%')
2024-08-04,ANDROID,RMG,ESP,636568,,,10.037527,3.267269928,,106.468484,,,OR event.name = ' FirstTimeDeposit'
2024-08-04,ANDROID,Sportsbetting,DEU,74632,,,,,,,,,)
2024-08-04,ANDROID,RMG,DEU,379512,342.5615571,,14.622031,9.596454163,,1330.189021,,,GROUP BY
2024-08-04,IOS,Sportsbetting,DEU,100139,118.8384632,118.8384632,3.9022485,23.54336143,0.04316546763,1647.025282,,,"1, 2, 3, 4, 5, 6"
2024-08-04,IOS,RMG,DEU,264722,169.9351637,,16.57571825,15.75061077,,8090.629322,,,"),"
2024-08-04,IOS,Sportsbetting,CAN,131358,59.27408425,59.27408425,7.325539,15.03128343,0.06666666667,144.6591297,,,
2024-08-04,ANDROID,Sportsbetting,CAN,34832,,,0.683594,0.328808506,,0.328808506,,,cohort AS (
2024-08-04,ANDROID,RMG,CAN,445268,156.0258456,,17.12665817,13.16563111,,917.3871626,,,SELECT
2024-08-04,IOS,RMG,CAN,402925,255.4848642,,8.847440125,22.45243726,0,5199.902755,,,"m.*,"
2024-08-04,ANDROID,Sportsbetting,BRA,305226,,,1.03351,0.703962713,0,81.65967467,,,"f.kpi_actions_d7,"
2024-08-04,IOS,RMG,BRA,236956,24.65756208,,6.6943175,5.667308106,,1006.787935,,,"SAFE_DIVIDE(f.kpi_actions_d7, m.installs) AS ftd_rate,"
2024-08-04,IOS,Sportsbetting,BRA,15029,,,,,,,,,"SAFE_DIVIDE(m.gross_spend_usd, f.kpi_actions_d7) AS cftd"
2024-08-04,ANDROID,RMG,BRA,928942,15.50110845,,5.084391,1.7279435,,7433.914838,,,FROM
2024-08-04,IOS,Sportsbetting,AUS,486708,,,,,,,,,main_creative m
2024-08-04,IOS,RMG,AUS,137603,232.5075335,,7.755201875,17.95010042,,4560.150904,,,LEFT JOIN first_purchase f
2024-08-04,ANDROID,RMG,AUS,134620,,,7.5948295,21.06399223,,685.9331696,,,ON m.date = f.date
2024-08-04,ANDROID,Sportsbetting,AUS,138383,,,,,,,,,AND m.country = f.country
2024-08-05,ANDROID,Sportsbetting,USA,600919,,,,,,,,,AND m.os = f.os
2024-08-05,ANDROID,RMG,USA,539386,146.0220159,535.0446416,35.40496112,13.1513589,0.02902791354,82786.06257,,,AND m.vertical = f.vertical
2024-08-05,IOS,Sportsbetting,USA,1545570,115.229311,82.79501745,25.7342265,67.22909712,0.04436501719,13076.02359,,,AND m.creative_format = f.creative_format
2024-08-05,IOS,RMG,USA,697245,213.7613066,607.907626,25.39473402,18.46334597,0.07078179757,184130.9338,,,AND m.fact_dsp_creative_product_app_market_bundle = f.app_market_bundle
2024-08-05,IOS,Sportsbetting,PHL,1040,,,,,,,,,WHERE
2024-08-05,IOS,RMG,PHL,12462,,,,,,,,,m.installs > 0
2024-08-05,ANDROID,RMG,PHL,89856,10.71583374,,1.803693333,0.792766197,,4123.815839,,,AND m.gross_spend_usd > 0
2024-08-05,ANDROID,Sportsbetting,PHL,4924,71.41899146,71.41899146,1.790154,1.298527117,0.01818181818,642.7709231,,,"),"
2024-08-05,IOS,Sportsbetting,GBR,1138734,192.9329126,192.9329126,8.5085635,10.26293859,0.04005759495,6951.232102,,,
2024-08-05,ANDROID,Sportsbetting,GBR,490250,191.0903787,191.0903787,5.7352535,28.10567643,0.2291666667,430.5545501,,,cohort2 AS (
2024-08-05,ANDROID,RMG,GBR,573042,229.898076,242.9876067,18.46615919,23.96592214,0.1024443149,5468.946173,,,SELECT
2024-08-05,IOS,RMG,GBR,848384,115.331632,139.9238264,14.39879767,18.43653509,0.1045983903,24451.14652,,,"c.date,"
2024-08-05,IOS,Sportsbetting,ESP,282649,148.8120977,148.8120977,2.347242,10.64055391,0.09108159393,1143.20898,,,"c.country,"
2024-08-05,ANDROID,RMG,ESP,659562,83.65597771,,8.267324,4.34453686,,107.7241155,,,"c.os,"
2024-08-05,ANDROID,Sportsbetting,ESP,393177,75.14618655,75.14618655,3.397321,23.43058081,0.1333333333,487.7187894,,,"c.vertical,"
2024-08-05,IOS,RMG,ESP,96100,,,5.0975765,3.617389814,,7.234779628,,,"c.creative_format,"
2024-08-05,ANDROID,RMG,DEU,268396,418.333489,,14.755594,10.17564641,,1255.09467,,,"m.dataai.app_name AS app_name,"
2024-08-05,IOS,RMG,DEU,240557,230.0680302,,18.1151854,16.22411572,,6776.883285,,,"c.cpm,"
2024-08-05,IOS,Sportsbetting,DEU,80010,207.8191926,207.8191926,4.537934,30.15538719,0.08695652174,1873.751242,,,"c.cpi,"
2024-08-05,ANDROID,Sportsbetting,DEU,68019,,,,,,,,,"c.installs,"
2024-08-05,IOS,Sportsbetting,CAN,141336,82.30252546,82.30252546,9.729668,14.51383887,0.04,108.0381022,,,"c.kpi_actions_d7,"
2024-08-05,ANDROID,Sportsbetting,CAN,35879,,,,,,,,,"c.gross_spend_usd,"
2024-08-05,ANDROID,RMG,CAN,252267,,,20.939574,12.03212969,,969.8240588,,,"c.avg_user_spend,"
2024-08-05,IOS,RMG,CAN,266467,439.3327604,736.1410633,8.071603714,26.05274558,0.04166666667,4779.75675,,,"c.ftd_rate,"
2024-08-05,IOS,Sportsbetting,BRA,14858,,,,,,,,,c.cftd
2024-08-05,ANDROID,RMG,BRA,878341,15.47926721,,5.300651769,1.692069271,,7189.024625,,,FROM
2024-08-05,ANDROID,Sportsbetting,BRA,264639,,,0.931112,0.513493431,,47.75488905,,,cohort c
2024-08-05,IOS,RMG,BRA,222583,42.16727544,,15.87306767,5.139378506,,924.3892386,,,LEFT JOIN moloco-ae-view.athena.dim1_app m
2024-08-05,IOS,Sportsbetting,AUS,344009,,,,,,,,,ON c.fact_dsp_creative_product_app_market_bundle = m.app_market_bundle
2024-08-05,IOS,RMG,AUS,137811,105.802944,,11.93239525,11.47732559,,3872.599619,,,"),"
2024-08-05,ANDROID,Sportsbetting,AUS,102416,,,,,,,,,
2024-08-05,ANDROID,RMG,AUS,119300,,,11.37693775,35.38522073,,595.6505699,,,agg_a AS (
2024-08-06,IOS,RMG,USA,745167,187.4827582,379.0939099,27.35776171,19.7017053,0.08403931127,185594.8002,,,SELECT
2024-08-06,ANDROID,Sportsbetting,USA,583510,,,,,,,,,"date,"
2024-08-06,IOS,Sportsbetting,USA,1549991,94.82853356,50.36463421,23.20951829,50.62028153,0.1634019274,16246.06828,,,"country,"
2024-08-06,ANDROID,RMG,USA,563651,150.5208424,590.8308868,34.11206276,12.61884696,0.05344274462,84285.32156,,,"os,"
2024-08-06,IOS,Sportsbetting,PHL,694,,,,,,,,,"vertical,"
2024-08-06,ANDROID,Sportsbetting,PHL,4754,138.2471133,138.2471133,1.979376,1.622618701,0.0117370892,691.2355666,,,"AVG(cpm) AS avg_cpm,"
2024-08-06,ANDROID,RMG,PHL,88067,11.72122901,,1.815636167,0.792360037,,4065.419823,,,"AVG(cpi) AS avg_cpi,"
2024-08-06,IOS,RMG,PHL,14249,,,,,,,,,"AVG(ftd_rate) AS avg_ftd_rate,"
2024-08-06,ANDROID,RMG,GBR,732003,152.277075,110.7114985,17.68460286,21.97925873,0.2533022533,5702.760035,,,"AVG(cftd) AS avg_cftd,"
2024-08-06,IOS,Sportsbetting,GBR,1174258,371.3567179,371.3567179,9.01503375,9.948571131,0.03419082745,7441.945725,,,"AVG(avg_user_spend) AS avg_user_spend,"
2024-08-06,ANDROID,Sportsbetting,GBR,488502,316.1977199,316.1977199,7.020702333,27.33641356,0.1111111111,414.0176443,,,SUM(gross_spend_usd) AS total_gross_spend
2024-08-06,IOS,RMG,GBR,1081436,140.7982845,169.0111151,14.84781919,21.77335495,0.08158642754,25340.41569,,,FROM
2024-08-06,IOS,RMG,ESP,89685,,,17.564569,2.855557514,,11.42223005,,,cohort2
2024-08-06,IOS,Sportsbetting,ESP,300091,74.10632071,74.10632071,2.352586,11.38754989,0.1511177007,1300.937201,,,GROUP BY
2024-08-06,ANDROID,RMG,ESP,607454,,,7.967896375,4.417681513,,139.8246133,,,"date, country, os, vertical"
2024-08-06,ANDROID,Sportsbetting,ESP,379106,150.5043065,150.5043065,3.374513,17.2607886,0.09375,492.3365165,,,)
2024-08-06,ANDROID,Sportsbetting,DEU,67509,,,,,,,,,
2024-08-06,ANDROID,RMG,DEU,275909,445.7364486,,15.374547,15.09900392,,1376.832789,,,SELECT
2024-08-06,IOS,RMG,DEU,224750,212.0383604,,16.53379071,18.05959648,,7122.040263,,,"m.*,"
2024-08-06,IOS,Sportsbetting,DEU,89904,488.586254,488.586254,5.032974,34.85029548,0.1353092784,1738.317497,,,"a.avg_user_spend,"
2024-08-06,ANDROID,RMG,CAN,283189,126.5267875,,18.01047186,9.820582537,,889.0016914,,,"a.avg_cftd AS cftd,"
2024-08-06,IOS,RMG,CAN,279002,478.135039,835.4943217,11.82849075,24.45370142,0.02564102564,5578.497209,,,"a.avg_cpm,"
2024-08-06,ANDROID,Sportsbetting,CAN,34456,,,0.895388,0.491567868,,0.491567868,,,"a.avg_cpi,"
2024-08-06,IOS,Sportsbetting,CAN,144621,23.21720082,23.21720082,8.665861,7.373024702,0.1739130435,114.285354,,,"a.avg_ftd_rate,"
2024-08-06,IOS,RMG,BRA,246162,25.95549475,,12.87267175,4.269765711,,987.9964521,,,a.total_gross_spend
2024-08-06,IOS,Sportsbetting,BRA,15437,,,,,,,,,FROM
2024-08-06,ANDROID,RMG,BRA,781779,13.66614892,,4.823673462,1.568975344,,7053.341051,,,main m
2024-08-06,ANDROID,Sportsbetting,BRA,294814,,,1.056748,0.744879607,0,43.2030172,,,LEFT JOIN agg_a a
2024-08-06,ANDROID,RMG,AUS,158482,,,22.59672433,18.33440974,,490.3633914,,,ON m.date = a.date
2024-08-06,IOS,RMG,AUS,212358,256.0207278,,10.8735655,16.69380332,,4228.907494,,,AND m.os = a.os
2024-08-06,ANDROID,Sportsbetting,AUS,92303,,,,,,,,,AND m.grouped_category = a.vertical
2024-08-06,IOS,Sportsbetting,AUS,339390,,,,,,,,,AND m.country = a.country
2024-08-07,ANDROID,Sportsbetting,USA,608643,,,,,,,,,
2024-08-07,IOS,RMG,USA,853796,217.5897698,542.1864442,26.89891034,17.183192,0.063335015,197069.0662,,,
2024-08-07,IOS,Sportsbetting,USA,1701025,199.2118926,209.5557709,17.59466783,33.50817215,0.08449505204,16559.29129,,,
2024-08-07,ANDROID,RMG,USA,603172,156.671739,529.4864641,36.39116422,13.64271026,0.03244206774,88608.99414,,,
2024-08-07,ANDROID,Sportsbetting,PHL,5461,,,2.087514,2.454561867,0,679.9136371,,,
2024-08-07,ANDROID,RMG,PHL,80279,9.436806333,,1.712754,0.807004913,,4357.330172,,,
2024-08-07,IOS,RMG,PHL,10847,,,,,,,,,
2024-08-07,IOS,Sportsbetting,PHL,674,,,,,,,,,
2024-08-07,IOS,Sportsbetting,GBR,1189473,417.2815623,417.2815623,9.462984,10.534422,0.02055027111,8099.225919,,,
2024-08-07,ANDROID,Sportsbetting,GBR,510834,302.9747475,302.9747475,6.748293333,22.42650545,0.03571428571,401.5316608,,,
2024-08-07,IOS,RMG,GBR,1224734,138.3584944,147.6886348,15.34307589,19.62590571,0.09512669208,24762.50875,,,
2024-08-07,ANDROID,RMG,GBR,816127,149.4399332,118.9354902,17.87916365,22.83005467,0.1238690476,6123.380441,,,
2024-08-07,ANDROID,Sportsbetting,ESP,402737,435.1638788,435.1638788,3.460381,8.301026595,0.02777777778,484.8197231,,,
