week_utc,week_start,week_end,os,format_type,sub_genre,n_apps,cpm_bm,ctr_bm,ipm_bm,cvr_bm,i2a_bm,cpa_bm,cpi_bm,cpftd_bm,cohort_imp,cohort_clk,cohort_ins,cohort_act,cohort_spend,cpm_weighted,cpi_weighted,cpftd_weighted,format_spend_share
2025-07-07,2025-07-07,2025-07-13,ANDROID,Video,Sportsbetting,8,$29.83,30.46%,1.60,0.03%,7.27%,$187.36,$15.76,$276.79,1544822,480933,1968,129,"$76,702.17",49.65114015,38.97468172,594.5904932,75.15%
2025-07-07,2025-07-07,2025-07-13,ANDROID,Statics,Sportsbetting,8,$1.26,0.73%,0.07,0.06%,7.46%,$113.63,$16.24,$252.53,12707029,90515,876,56,"$21,348.41",1.680046965,24.37032593,381.221527,20.92%
2025-07-07,2025-07-07,2025-07-13,IOS,Statics,Sportsbetting,8,$0.42,0.19%,0.03,0.12%,9.93%,$115.79,$17.96,$145.33,140904295,1218155,7432,856,"$121,207.99",0.860214984,16.30893244,141.5981144,42.00%
2025-07-07,2025-07-07,2025-07-13,IOS,Video,Sportsbetting,10,$13.99,18.10%,0.49,0.05%,14.51%,$181.60,$26.81,$189.77,11525337,2166498,4872,612,"$166,976.76",14.48779833,34.27273361,272.8378401,57.87%
2025-07-14,2025-07-14,2025-07-20,ANDROID,Playables,RMG,0,,,,,,,,,,,,,$0.00,,,,0.00%
2025-07-14,2025-07-14,2025-07-20,ANDROID,Statics,RMG,2,,,,,,,,,,,,,"$3,037.74",,,,8.71%
2025-07-14,2025-07-14,2025-07-20,IOS,Playables,RMG,2,,,,,,,,,,,,,"$8,199.75",,,,4.08%
2025-07-14,2025-07-14,2025-07-20,ANDROID,Video,RMG,3,$32.04,31.16%,2.28,0.01%,1.57%,$999.71,$17.07,"$1,032.84",839850,234609,1333,23,"$31,826.05",37.89492633,23.87550929,1383.741473,91.29%
2025-07-14,2025-07-14,2025-07-20,IOS,Statics,RMG,7,$0.37,0.15%,0.04,0.20%,16.38%,$56.30,$12.37,$149.60,113725980,245819,7782,733,"$48,437.21",0.425911565,6.224262419,66.08077782,24.11%
2025-07-14,2025-07-14,2025-07-20,IOS,Video,RMG,10,$20.09,21.05%,0.63,0.04%,12.63%,$118.18,$29.22,$303.91,6474696,1266248,3994,680,"$144,269.80",22.28209596,36.12163184,212.161467,71.81%
2025-07-14,2025-07-14,2025-07-20,IOS,Playables,Sportsbetting,1,,,,,,,,,,,,,$103.22,,,,0.04%
2025-07-14,2025-07-14,2025-07-20,ANDROID,Playables,Sportsbetting,2,,,,,,,,,,,,,"$13,236.99",,,,12.92%
2025-07-14,2025-07-14,2025-07-20,ANDROID,Video,Sportsbetting,7,$25.68,27.73%,1.40,0.04%,9.11%,$155.32,$19.24,$224.06,1377812,390111,1481,122,"$66,639.12",48.3658997,44.99602768,546.2222704,65.04%
2025-07-14,2025-07-14,2025-07-20,ANDROID,Statics,Sportsbetting,7,$1.28,0.59%,0.07,0.14%,8.46%,$123.13,$20.03,$212.05,12988736,97255,842,83,"$22,582.42",1.738615998,26.81998124,272.0774001,22.04%
2025-07-14,2025-07-14,2025-07-20,IOS,Statics,Sportsbetting,8,$0.41,0.26%,0.03,0.14%,14.53%,$74.59,$14.55,$74.59,145199112,1261281,10335,1547,"$121,654.11",0.837843314,11.77107936,78.63872344,42.30%
2025-07-14,2025-07-14,2025-07-20,IOS,Video,Sportsbetting,9,$13.50,18.99%,0.19,0.07%,17.74%,$141.20,$26.00,$141.20,11174868,2025722,5603,1122,"$165,871.54",14.84326615,29.60405853,147.8355971,57.67%
2025-07-21,2025-07-21,2025-07-27,ANDROID,Playables,RMG,0,,,,,,,,,,,,,$0.00,,,,0.00%
2025-07-21,2025-07-21,2025-07-27,ANDROID,Video,RMG,2,,,,,,,,,,,,,"$32,834.12",,,,94.34%
2025-07-21,2025-07-21,2025-07-27,ANDROID,Statics,RMG,2,,,,,,,,,,,,,"$1,969.36",,,,5.66%
2025-07-21,2025-07-21,2025-07-27,IOS,Playables,RMG,2,,,,,,,,,,,,,"$11,040.44",,,,5.71%
2025-07-21,2025-07-21,2025-07-27,IOS,Statics,RMG,7,$0.36,0.18%,0.03,0.24%,13.65%,$67.09,$12.50,$122.59,121304891,236519,5662,561,"$47,289.99",0.389844088,8.352171433,84.29589065,24.47%
2025-07-21,2025-07-21,2025-07-27,IOS,Video,RMG,9,$21.00,18.84%,0.60,0.04%,12.02%,$191.98,$23.30,$243.50,5960787,1185080,3962,911,"$134,899.58",22.63116945,34.04835454,148.0785737,69.81%
2025-07-21,2025-07-21,2025-07-27,IOS,Playables,Sportsbetting,1,,,,,,,,,,,,,$44.32,,,,0.02%
2025-07-21,2025-07-21,2025-07-27,ANDROID,Playables,Sportsbetting,2,,,,,,,,,,,,,"$14,448.67",,,,14.83%
2025-07-21,2025-07-21,2025-07-27,ANDROID,Statics,Sportsbetting,6,$1.03,0.51%,0.06,0.14%,8.52%,$143.16,$16.98,$199.51,13112385,66933,922,72,"$19,629.57",1.497025273,21.29020796,272.6329408,20.14%
2025-07-21,2025-07-21,2025-07-27,ANDROID,Video,Sportsbetting,7,$22.15,27.66%,1.16,0.04%,7.14%,$221.15,$19.06,$251.02,1542999,398558,1658,137,"$63,381.44",41.07678647,38.22764804,462.6382514,65.03%
2025-07-21,2025-07-21,2025-07-27,IOS,Statics,Sportsbetting,8,$0.45,0.14%,0.02,0.11%,10.39%,$181.52,$16.73,$181.52,141337169,1003201,8865,1138,"$108,363.63",0.766703019,12.2237602,95.22287715,41.93%
2025-07-21,2025-07-21,2025-07-27,IOS,Video,Sportsbetting,9,$13.42,12.69%,0.25,0.10%,15.99%,$160.77,$25.34,$161.05,9917018,1942473,5284,939,"$150,054.76",15.13103591,28.39794767,159.8027215,58.06%
2025-07-28,2025-07-28,2025-08-03,ANDROID,Playables,RMG,0,,,,,,,,,,,,,$0.00,,,,0.00%
2025-07-28,2025-07-28,2025-08-03,IOS,Playables,RMG,1,,,,,,,,,,,,,"$6,202.67",,,,3.95%
2025-07-28,2025-07-28,2025-08-03,ANDROID,Statics,RMG,2,,,,,,,,,,,,,"$1,954.08",,,,5.80%
2025-07-28,2025-07-28,2025-08-03,ANDROID,Video,RMG,2,,,,,,,,,,,,,"$31,730.29",,,,94.20%
2025-07-28,2025-07-28,2025-08-03,IOS,Statics,RMG,7,$0.60,0.21%,0.05,0.44%,10.53%,$57.01,$13.83,$85.24,107412254,233847,7991,638,"$45,265.71",0.421420369,5.66458662,70.94939135,28.81%
2025-07-28,2025-07-28,2025-08-03,IOS,Video,RMG,9,$18.88,18.08%,0.64,0.08%,16.97%,$82.92,$20.92,$142.04,5430355,978416,3668,795,"$105,646.94",19.45488574,28.80232717,132.8892277,67.24%
2025-07-28,2025-07-28,2025-08-03,IOS,Playables,Sportsbetting,1,,,,,,,,,,,,,$98.97,,,,0.05%
2025-07-28,2025-07-28,2025-08-03,ANDROID,Playables,Sportsbetting,2,,,,,,,,,,,,,"$8,217.43",,,,11.55%
2025-07-28,2025-07-28,2025-08-03,ANDROID,Statics,Sportsbetting,6,$0.96,0.41%,0.05,0.09%,6.94%,$245.25,$18.55,$377.27,13294403,53031,690,50,"$16,879.37",1.269659577,24.4628494,337.5873217,23.73%
2025-07-28,2025-07-28,2025-08-03,ANDROID,Video,Sportsbetting,7,$26.07,23.84%,0.98,0.05%,9.76%,$131.96,$19.25,$163.36,1434872,357119,1411,143,"$46,040.04",32.08651659,32.62937224,321.9583512,64.72%
2025-07-28,2025-07-28,2025-08-03,IOS,Statics,Sportsbetting,8,$0.44,0.16%,0.02,0.12%,11.44%,$203.88,$19.81,$227.26,131981047,719751,4329,464,"$89,925.21",0.681349453,20.77274524,193.8043408,43.17%
2025-07-28,2025-07-28,2025-08-03,IOS,Video,Sportsbetting,9,$10.64,11.13%,0.16,0.06%,15.78%,$223.07,$30.83,$244.12,8298168,1524803,4584,633,"$118,287.88",14.25469782,25.80451076,186.8686845,56.78%
2025-08-04,2025-08-04,2025-08-10,ANDROID,Playables,RMG,0,,,,,,,,,,,,,$0.00,,,,0.00%
2025-08-04,2025-08-04,2025-08-10,IOS,Playables,RMG,1,,,,,,,,,,,,,"$2,952.54",,,,2.02%
2025-08-04,2025-08-04,2025-08-10,ANDROID,Video,RMG,2,,,,,,,,,,,,,"$32,180.38",,,,92.67%
2025-08-04,2025-08-04,2025-08-10,ANDROID,Statics,RMG,2,,,,,,,,,,,,,"$2,543.92",,,,7.33%
2025-08-04,2025-08-04,2025-08-10,IOS,Statics,RMG,7,$0.55,0.19%,0.06,0.34%,13.33%,$68.30,$12.74,$89.14,105067829,313039,7805,736,"$47,819.16",0.455126589,6.126734486,64.9716884,32.72%
2025-08-04,2025-08-04,2025-08-10,IOS,Video,RMG,8,$17.64,18.45%,0.63,0.05%,14.89%,$149.97,$23.53,$205.34,5356688,912498,3711,931,"$95,390.23",17.80768808,25.70472354,102.4599668,65.26%
2025-08-04,2025-08-04,2025-08-10,IOS,Playables,Sportsbetting,1,,,,,,,,,,,,,"$1,426.64",,,,0.56%
2025-08-04,2025-08-04,2025-08-10,ANDROID,Playables,Sportsbetting,2,,,,,,,,,,,,,"$3,343.22",,,,4.11%
2025-08-04,2025-08-04,2025-08-10,ANDROID,Statics,Sportsbetting,6,$0.98,0.35%,0.05,0.09%,6.63%,$218.06,$17.38,$349.43,14333260,45827,770,48,"$17,761.62",1.239188977,23.0670361,370.0337041,21.82%
2025-08-04,2025-08-04,2025-08-10,ANDROID,Video,Sportsbetting,7,$25.25,24.01%,1.00,0.04%,11.75%,$167.94,$19.73,$217.48,2165214,503751,1746,167,"$60,309.35",27.85376129,34.5414398,361.1338556,74.08%
2025-08-04,2025-08-04,2025-08-10,IOS,Video,Sportsbetting,9,$11.21,14.63%,0.17,0.03%,15.90%,$235.20,$34.20,$235.20,13370503,2039489,5255,782,"$162,595.46",12.16075893,30.94109681,207.9225879,63.89%
2025-08-04,2025-08-04,2025-08-10,IOS,Statics,Sportsbetting,10,$0.45,0.17%,0.02,0.12%,10.95%,$244.83,$21.03,$244.83,161724924,507240,3504,490,"$90,460.23",0.559346226,25.81627453,184.612706,35.55%
2025-08-11,2025-08-11,2025-08-17,IOS,Playables,RMG,1,,,,,,,,,,,,,"$12,409.91",,,,6.41%
2025-08-11,2025-08-11,2025-08-17,ANDROID,Statics,RMG,2,,,,,,,,,,,,,"$2,337.13",,,,6.83%
2025-08-11,2025-08-11,2025-08-17,ANDROID,Video,RMG,2,,,,,,,,,,,,,"$31,880.82",,,,93.17%
2025-08-11,2025-08-11,2025-08-17,IOS,Statics,RMG,7,$0.55,0.21%,0.02,0.48%,16.99%,$87.93,$19.46,$89.75,126137155,224664,6306,933,"$47,102.61",0.373423734,7.469490544,50.48510972,24.32%
2025-08-11,2025-08-11,2025-08-17,IOS,Video,RMG,8,$18.07,15.39%,0.60,0.04%,19.68%,$52.40,$30.94,$162.44,6693941,1287898,4018,1096,"$134,144.31",20.03966145,33.38584157,122.3944447,69.27%
2025-08-11,2025-08-11,2025-08-17,IOS,Playables,Sportsbetting,1,,,,,,,,,,,,,$32.77,,,,0.01%
2025-08-11,2025-08-11,2025-08-17,ANDROID,Playables,Sportsbetting,2,,,,,,,,,,,,,"$17,358.70",,,,12.55%
2025-08-11,2025-08-11,2025-08-17,ANDROID,Statics,Sportsbetting,6,$1.13,0.45%,0.05,0.07%,8.50%,$302.17,$22.07,$596.09,17182445,80321,858,54,"$28,301.85",1.647137683,32.98584224,524.1083823,20.46%
2025-08-11,2025-08-11,2025-08-17,ANDROID,Video,Sportsbetting,7,$27.61,30.22%,1.38,0.04%,8.56%,$220.78,$18.97,$253.45,2768646,699006,2279,167,"$92,673.62",33.47254395,40.66416187,554.9318857,66.99%
2025-08-11,2025-08-11,2025-08-17,IOS,Statics,Sportsbetting,9,$0.45,0.37%,0.03,0.09%,13.43%,$242.25,$19.62,$245.03,160706072,755281,4049,570,"$104,083.74",0.647665257,25.70603592,182.6030516,32.26%
2025-08-11,2025-08-11,2025-08-17,IOS,Video,Sportsbetting,9,$17.08,17.20%,0.24,0.06%,16.84%,$151.11,$24.03,$151.11,15338605,2626716,6164,1044,"$218,493.64",14.24468789,35.44672953,209.2850966,67.73%
2025-08-18,2025-08-18,2025-08-24,IOS,Playables,RMG,1,,,,,,,,,,,,,"$13,009.74",,,,5.35%
2025-08-18,2025-08-18,2025-08-24,ANDROID,Video,RMG,2,,,,,,,,,,,,,"$32,701.43",,,,94.13%
2025-08-18,2025-08-18,2025-08-24,ANDROID,Statics,RMG,2,,,,,,,,,,,,,"$2,038.67",,,,5.87%
2025-08-18,2025-08-18,2025-08-24,IOS,Statics,RMG,7,$0.45,0.18%,0.02,0.30%,20.14%,$59.63,$30.19,$95.30,158196402,295211,8405,1188,"$73,460.99",0.464365721,8.74015303,61.83584698,30.24%
2025-08-18,2025-08-18,2025-08-24,IOS,Video,RMG,8,$13.61,18.76%,0.53,0.04%,16.56%,$63.78,$28.80,$181.42,8423764,1845394,5480,1377,"$156,487.66",18.57692801,28.55614186,113.6439052,64.41%
2025-08-18,2025-08-18,2025-08-24,IOS,Playables,Sportsbetting,1,,,,,,,,,,,,,$29.62,,,,0.01%
2025-08-18,2025-08-18,2025-08-24,ANDROID,Playables,Sportsbetting,2,,,,,,,,,,,,,"$32,540.89",,,,20.22%
2025-08-18,2025-08-18,2025-08-24,ANDROID,Statics,Sportsbetting,7,$1.16,0.36%,0.05,0.13%,5.88%,$173.53,$22.70,$541.73,26090003,126298,1297,89,"$45,297.96",1.736219204,34.92518446,508.9658904,28.15%
2025-08-18,2025-08-18,2025-08-24,ANDROID,Video,Sportsbetting,8,$26.26,25.04%,1.18,0.03%,8.87%,$208.81,$21.60,$343.57,3363097,838707,4311,230,"$83,104.55",24.71072035,19.27732532,361.3241281,51.64%
2025-08-18,2025-08-18,2025-08-24,IOS,Video,Sportsbetting,12,$12.83,11.19%,0.26,0.04%,11.09%,$328.00,$36.63,$329.02,19636243,3190381,7139,1123,"$286,318.69",14.5811338,40.1062735,254.9587592,60.72%
2025-08-18,2025-08-18,2025-08-24,IOS,Statics,Sportsbetting,12,$0.55,0.19%,0.02,0.17%,14.36%,$170.72,$25.02,$174.46,245418366,1109758,5421,696,"$185,175.40",0.754529513,34.15890062,266.0566095,39.27%
2025-08-25,2025-08-25,2025-08-31,ANDROID,Playables,RMG,1,,,,,,,,,,,,,"$14,597.93",,,,42.02%
2025-08-25,2025-08-25,2025-08-31,ANDROID,Statics,RMG,2,,,,,,,,,,,,,"$1,319.91",,,,3.80%
2025-08-25,2025-08-25,2025-08-31,ANDROID,Video,RMG,2,,,,,,,,,,,,,"$18,819.22",,,,54.18%
2025-08-25,2025-08-25,2025-08-31,IOS,Playables,RMG,2,,,,,,,,,,,,,"$22,065.78",,,,5.11%
2025-08-25,2025-08-25,2025-08-31,IOS,Video,RMG,8,$17.64,19.43%,0.63,0.08%,17.25%,$46.47,$19.59,$148.30,14730485,4402586,21732,4092,"$277,465.00",18.83610783,12.76757794,67.80669691,64.30%
2025-08-25,2025-08-25,2025-08-31,IOS,Statics,RMG,8,$0.58,0.23%,0.02,0.38%,30.78%,$59.05,$20.77,$93.05,197737846,551862,13622,2339,"$131,985.69",0.667478158,9.689156746,56.42825703,30.59%
2025-08-25,2025-08-25,2025-08-31,ANDROID,Playables,Sportsbetting,1,,,,,,,,,,,,,"$19,296.07",,,,8.44%
2025-08-25,2025-08-25,2025-08-31,IOS,Playables,Sportsbetting,2,,,,,,,,,,,,,"$1,747.51",,,,0.21%
2025-08-25,2025-08-25,2025-08-31,ANDROID,Statics,Sportsbetting,7,$1.04,0.31%,0.06,0.09%,8.14%,$135.21,$22.23,$432.65,31489236,145455,1747,121,"$59,519.49",1.890153595,34.06954358,491.8966333,26.03%
2025-08-25,2025-08-25,2025-08-31,ANDROID,Video,Sportsbetting,9,$25.36,25.00%,1.21,0.02%,5.95%,$316.16,$22.96,$499.16,6247542,1495862,8080,331,"$149,872.92",23.98910218,18.54862914,452.7882883,65.54%
2025-08-25,2025-08-25,2025-08-31,IOS,Statics,Sportsbetting,13,$0.73,0.21%,0.03,0.07%,7.54%,$300.83,$24.65,$300.83,333239278,1570922,5818,711,"$276,881.93",0.830880234,47.5905688,389.4260608,33.98%
2025-08-25,2025-08-25,2025-08-31,IOS,Video,Sportsbetting,14,$17.42,17.72%,0.35,0.04%,10.67%,$310.33,$32.07,$311.42,28822727,5613752,13700,2142,"$536,135.05",18.60112168,39.13394541,250.2964762,65.80%
