date,os,vertical,country,total_DAU,total_downloads,total_duration_minutes
2024-12-23,ANDROID,RMG,USA,"884,985","21,304","14,987,046"
2024-12-23,IOS,RMG,USA,"1,707,225","56,823","9,717,321"
2024-12-23,ANDROID,Sportsbetting,USA,"1,698,550","38,948","13,565,274"
2024-12-23,IOS,Sportsbetting,USA,"3,727,174","115,463","37,255,294"
2024-12-24,ANDROID,RMG,USA,"992,552","17,408","15,575,819"
2024-12-24,IOS,RMG,USA,"1,824,710","55,285","10,083,183"
2024-12-24,ANDROID,Sportsbetting,USA,"1,538,964","41,022","12,534,651"
2024-12-24,IOS,Sportsbetting,USA,"3,371,835","67,094","30,444,181"
2024-12-25,ANDROID,RMG,USA,"1,012,309","17,491","15,964,656"
2024-12-25,IOS,RMG,USA,"2,255,453","150,904","12,077,125"
2024-12-25,ANDROID,Sportsbetting,USA,"1,388,161","42,835","11,357,263"
2024-12-25,IOS,Sportsbetting,USA,"3,280,048","103,985","34,229,646"
2024-12-26,IOS,RMG,USA,"2,191,381","130,042","11,209,118"
2024-12-26,ANDROID,RMG,USA,"958,413","17,222","14,061,972"
2024-12-26,IOS,Sportsbetting,USA,"3,764,605","102,616","37,607,467"
2024-12-26,ANDROID,Sportsbetting,USA,"1,755,732","36,314","14,375,620"
2024-12-27,ANDROID,RMG,USA,"956,946","25,596","15,615,495"
2024-12-27,IOS,RMG,USA,"2,063,255","112,743","13,136,053"
2024-12-27,ANDROID,Sportsbetting,USA,"1,401,014","52,269","9,705,827"
2024-12-27,IOS,Sportsbetting,USA,"3,390,190","99,790","32,911,000"
2024-12-28,ANDROID,RMG,USA,"1,024,654","36,215","14,983,040"
2024-12-28,IOS,RMG,USA,"2,487,302","181,319","13,799,078"
2024-12-28,ANDROID,Sportsbetting,USA,"1,363,918","64,259","11,729,695"
2024-12-28,IOS,Sportsbetting,USA,"3,446,752","107,089","37,291,022"
2024-12-29,IOS,RMG,USA,"1,661,486","120,147","10,604,240"
2024-12-29,ANDROID,RMG,USA,"798,573","33,914","14,658,679"
2024-12-29,ANDROID,Sportsbetting,USA,"1,794,204","33,205","26,673,536"
2024-12-29,IOS,Sportsbetting,USA,"4,154,411","159,317","55,254,400"
2024-12-30,ANDROID,RMG,USA,"756,640","26,122","14,301,090"
2024-12-30,IOS,RMG,USA,"1,340,956","69,488","9,167,879"
2024-12-30,ANDROID,Sportsbetting,USA,"1,415,055","53,994","12,393,193"
2024-12-30,IOS,Sportsbetting,USA,"3,560,745","111,086","35,319,536"
2024-12-31,IOS,RMG,USA,"1,413,446","56,747","8,951,443"
2024-12-31,ANDROID,RMG,USA,"863,483","25,595","14,301,244"
2024-12-31,ANDROID,Sportsbetting,USA,"1,272,965","46,411","11,089,159"
2024-12-31,IOS,Sportsbetting,USA,"3,298,851","100,151","29,624,718"
2025-01-01,ANDROID,RMG,USA,"884,550","20,677","14,984,587"
2025-01-01,IOS,RMG,USA,"1,656,183","41,972","9,943,251"
2025-01-01,IOS,Sportsbetting,USA,"3,216,955","89,095","33,475,328"
2025-01-01,ANDROID,Sportsbetting,USA,"1,192,698","36,912","11,189,740"
2025-01-02,ANDROID,RMG,USA,"825,050","13,030","13,552,999"
2025-01-02,IOS,RMG,USA,"1,637,858","44,239","9,439,345"
2025-01-02,IOS,Sportsbetting,USA,"3,715,729","88,956","37,921,449"
2025-01-02,ANDROID,Sportsbetting,USA,"1,451,503","38,015","13,621,048"
2025-01-03,ANDROID,RMG,USA,"844,040","15,066","14,384,756"
2025-01-03,IOS,RMG,USA,"1,522,857","44,113","11,381,505"
2025-01-03,ANDROID,Sportsbetting,USA,"1,184,038","53,219","9,873,519"
2025-01-03,IOS,Sportsbetting,USA,"3,541,169","168,435","35,629,795"
2025-01-04,IOS,RMG,USA,"1,796,304","41,627","11,470,162"
2025-01-04,ANDROID,RMG,USA,"903,128","22,788","13,875,240"
2025-01-04,ANDROID,Sportsbetting,USA,"1,203,546","66,547","12,828,402"
2025-01-04,IOS,Sportsbetting,USA,"3,804,304","263,691","42,814,363"
2025-01-05,IOS,RMG,USA,"1,185,166","42,509","9,383,926"
2025-01-05,ANDROID,RMG,USA,"719,627","14,973","14,468,591"
2025-01-05,ANDROID,Sportsbetting,USA,"1,311,894","36,273","18,329,996"
2025-01-05,IOS,Sportsbetting,USA,"3,531,760","116,472","48,277,752"
2025-01-06,ANDROID,RMG,USA,"675,421","13,258","13,781,332"
2025-01-06,IOS,RMG,USA,"978,556","30,442","8,070,895"
2025-01-06,ANDROID,Sportsbetting,USA,"1,050,375","55,929","9,217,192"
2025-01-06,IOS,Sportsbetting,USA,"3,089,697","116,941","30,535,586"
2025-01-07,IOS,RMG,USA,"1,027,332","28,906","7,496,048"
2025-01-07,ANDROID,RMG,USA,"760,534","16,067","14,271,649"
2025-01-07,ANDROID,Sportsbetting,USA,"942,904","49,368","8,002,394"
2025-01-07,IOS,Sportsbetting,USA,"2,815,564","117,549","25,635,209"
2025-01-08,IOS,RMG,USA,"1,149,520","26,108","8,578,456"
2025-01-08,ANDROID,RMG,USA,"781,090","14,101","14,704,514"
2025-01-08,IOS,Sportsbetting,USA,"2,690,394","101,719","29,550,583"
2025-01-08,ANDROID,Sportsbetting,USA,"897,624","42,965","8,544,301"
2025-01-09,IOS,RMG,USA,"1,159,881","32,057","8,089,294"
2025-01-09,ANDROID,RMG,USA,"736,185","9,300","13,356,191"
2025-01-09,ANDROID,Sportsbetting,USA,"1,060,785","50,818","10,113,674"
2025-01-09,IOS,Sportsbetting,USA,"2,955,218","88,255","32,396,488"
2025-01-10,IOS,RMG,USA,"1,059,078","30,168","9,478,509"
2025-01-10,ANDROID,RMG,USA,"737,401","8,336","14,120,049"
2025-01-10,IOS,Sportsbetting,USA,"3,011,422","126,170","30,883,288"
2025-01-10,ANDROID,Sportsbetting,USA,"898,232","59,009","7,943,668"
2025-01-11,IOS,RMG,USA,"1,205,128","32,167","9,554,024"
2025-01-11,ANDROID,RMG,USA,"791,418","17,460","13,821,477"
2025-01-11,IOS,Sportsbetting,USA,"3,308,987","186,324","38,447,161"
2025-01-11,ANDROID,Sportsbetting,USA,"941,437","64,137","10,929,892"
2025-01-12,ANDROID,RMG,USA,"714,284","12,730","13,145,523"
2025-01-12,IOS,RMG,USA,"1,151,874","29,014","8,226,500"
2025-01-12,IOS,Sportsbetting,USA,"3,640,701","213,249","57,703,236"
2025-01-12,ANDROID,Sportsbetting,USA,"1,158,305","42,217","16,710,149"
2025-01-13,ANDROID,RMG,USA,"667,958","10,647","13,007,683"
2025-01-13,IOS,RMG,USA,"935,001","22,506","8,343,392"
2025-01-13,ANDROID,Sportsbetting,USA,"930,254","50,082","8,497,593"
2025-01-13,IOS,Sportsbetting,USA,"3,120,789","135,789","34,419,757"
2025-01-14,IOS,RMG,USA,"988,096","27,497","7,541,461"
2025-01-14,ANDROID,RMG,USA,"748,633","11,061","13,490,559"
2025-01-14,IOS,Sportsbetting,USA,"2,836,888","108,162","28,061,701"
2025-01-14,ANDROID,Sportsbetting,USA,"833,283","53,083","7,349,967"
2025-01-15,IOS,RMG,USA,"1,049,376","28,032","8,399,769"
2025-01-15,ANDROID,RMG,USA,"765,274","12,551","13,871,571"
2025-01-15,IOS,Sportsbetting,USA,"2,603,114","116,770","31,622,700"
2025-01-15,ANDROID,Sportsbetting,USA,"799,401","38,627","8,189,937"
2025-01-16,IOS,RMG,USA,"1,066,535","27,248","7,562,707"
2025-01-16,ANDROID,RMG,USA,"733,753","9,843","12,701,161"
2025-01-16,IOS,Sportsbetting,USA,"2,820,379","108,278","34,964,997"
2025-01-16,ANDROID,Sportsbetting,USA,"933,287","46,081","9,777,263"
2025-01-17,ANDROID,RMG,USA,"731,155","10,358","13,545,285"
2025-01-17,IOS,RMG,USA,"992,699","30,213","9,185,493"
2025-01-17,IOS,Sportsbetting,USA,"3,048,736","129,001","34,085,797"
2025-01-17,ANDROID,Sportsbetting,USA,"818,297","55,079","7,907,184"
2025-01-18,IOS,RMG,USA,"1,138,385","36,558","8,944,479"
2025-01-18,ANDROID,RMG,USA,"790,586","18,138","13,092,866"
2025-01-18,IOS,Sportsbetting,USA,"3,615,972","247,815","45,395,675"
2025-01-18,ANDROID,Sportsbetting,USA,"876,271","63,286","11,513,229"
2025-01-19,IOS,RMG,USA,"1,024,659","31,995","8,531,072"
2025-01-19,ANDROID,RMG,USA,"687,961","16,087","14,115,670"
2025-01-19,ANDROID,Sportsbetting,USA,"1,093,608","47,545","16,223,290"
2025-01-19,IOS,Sportsbetting,USA,"3,199,740","135,884","52,574,921"
2025-01-20,ANDROID,RMG,USA,"639,713","13,371","14,122,192"
2025-01-20,IOS,RMG,USA,"859,967","26,341","8,576,535"
2025-01-20,ANDROID,Sportsbetting,USA,"876,393","45,176","8,527,909"
2025-01-20,IOS,Sportsbetting,USA,"2,816,088","141,185","34,284,173"
2025-01-21,IOS,RMG,USA,"912,377","25,204","7,689,502"
2025-01-21,ANDROID,RMG,USA,"699,615","11,485","14,333,123"
2025-01-21,IOS,Sportsbetting,USA,"2,534,925","121,053","28,032,622"
2025-01-21,ANDROID,Sportsbetting,USA,"773,647","49,055","7,081,926"
2025-01-22,IOS,RMG,USA,"988,724","21,868","8,689,714"
2025-01-22,ANDROID,RMG,USA,"722,436","10,693","15,225,508"
2025-01-22,IOS,Sportsbetting,USA,"2,299,234","80,313","29,017,031"
2025-01-22,ANDROID,Sportsbetting,USA,"747,061","40,147","7,956,907"
2025-01-23,IOS,RMG,USA,"1,006,592","23,690","8,238,246"
2025-01-23,ANDROID,RMG,USA,"693,039","8,543","13,705,719"
2025-01-23,IOS,Sportsbetting,USA,"2,572,841","126,267","34,085,064"
2025-01-23,ANDROID,Sportsbetting,USA,"861,871","42,093","9,537,655"
2025-01-24,IOS,RMG,USA,"937,173","27,104","9,453,802"
2025-01-24,ANDROID,RMG,USA,"697,424","8,396","14,504,184"
2025-01-24,IOS,Sportsbetting,USA,"2,562,747","87,035","31,261,565"
2025-01-24,ANDROID,Sportsbetting,USA,"776,094","49,662","8,023,685"
2025-01-25,IOS,RMG,USA,"1,085,439","33,033","9,096,914"
2025-01-25,ANDROID,RMG,USA,"735,132","14,596","14,169,554"
2025-01-25,IOS,Sportsbetting,USA,"3,014,531","148,221","40,139,902"
2025-01-25,ANDROID,Sportsbetting,USA,"855,529","60,606","11,808,765"
2025-01-26,IOS,RMG,USA,"925,411","26,495","8,340,543"
2025-01-26,ANDROID,RMG,USA,"669,678","10,612","14,751,307"
2025-01-26,ANDROID,Sportsbetting,USA,"1,062,626","37,890","16,236,363"
2025-01-26,IOS,Sportsbetting,USA,"3,171,029","107,233","48,094,210"
2025-01-27,ANDROID,RMG,USA,"619,683","9,193","15,167,983"
2025-01-27,IOS,RMG,USA,"772,452","22,846","8,416,291"
2025-01-27,ANDROID,Sportsbetting,USA,"852,169","30,189","8,801,095"
2025-01-27,IOS,Sportsbetting,USA,"2,762,857","118,629","33,495,233"
2025-01-28,ANDROID,RMG,USA,"666,508","9,037","14,910,283"
2025-01-28,IOS,RMG,USA,"816,872","23,010","7,640,980"
2025-01-28,ANDROID,Sportsbetting,USA,"741,504","43,972","7,274,299"
2025-01-28,IOS,Sportsbetting,USA,"2,484,961","120,721","27,178,888"
2025-01-29,ANDROID,RMG,USA,"687,118","11,951","15,630,900"
2025-01-29,IOS,RMG,USA,"892,489","23,797","8,509,506"
2025-01-29,IOS,Sportsbetting,USA,"2,337,778","120,620","28,255,485"
2025-01-29,ANDROID,Sportsbetting,USA,"724,360","43,390","7,958,993"
2025-01-30,IOS,RMG,USA,"903,456","25,681","7,812,319"
2025-01-30,ANDROID,RMG,USA,"664,437","10,838","14,460,947"
2025-01-30,ANDROID,Sportsbetting,USA,"824,720","41,448","9,328,053"
2025-01-30,IOS,Sportsbetting,USA,"2,576,157","106,509","34,475,414"
2025-01-31,ANDROID,RMG,USA,"664,450","11,142","14,856,785"
2025-01-31,IOS,RMG,USA,"846,641","28,821","8,831,733"
2025-01-31,ANDROID,Sportsbetting,USA,"751,178","49,930","8,104,197"
2025-01-31,IOS,Sportsbetting,USA,"2,496,699","94,764","31,686,091"
2025-02-01,IOS,RMG,USA,"1,003,959","38,385","8,827,777"
2025-02-01,ANDROID,RMG,USA,"704,824","17,373","15,051,566"
2025-02-01,IOS,Sportsbetting,USA,"3,250,150","243,827","43,255,685"
2025-02-01,ANDROID,Sportsbetting,USA,"829,555","59,243","11,627,552"
2025-02-02,IOS,RMG,USA,"921,343","24,447","8,228,833"
2025-02-02,ANDROID,RMG,USA,"675,905","12,386","16,744,750"
2025-02-02,IOS,Sportsbetting,USA,"2,818,670","67,742","38,351,184"
2025-02-02,ANDROID,Sportsbetting,USA,"1,085,574","38,511","14,743,772"
2025-02-03,ANDROID,RMG,USA,"620,257","11,521","16,660,350"
2025-02-03,IOS,RMG,USA,"773,602","19,776","8,097,397"
2025-02-03,IOS,Sportsbetting,USA,"2,414,599","28,674","26,626,446"
2025-02-03,ANDROID,Sportsbetting,USA,"861,455","40,615","7,983,926"
2025-02-04,ANDROID,RMG,USA,"666,406","12,932","16,246,821"
2025-02-04,IOS,RMG,USA,"826,444","26,095","7,531,169"
2025-02-04,IOS,Sportsbetting,USA,"2,216,011","48,234","22,569,214"
2025-02-04,ANDROID,Sportsbetting,USA,"749,832","32,731","6,906,007"
2025-02-05,ANDROID,RMG,USA,"693,292","15,936","17,240,362"
2025-02-05,IOS,RMG,USA,"903,029","26,512","8,301,654"
2025-02-05,IOS,Sportsbetting,USA,"2,190,454","87,457","24,510,757"
2025-02-05,ANDROID,Sportsbetting,USA,"737,973","36,122","7,689,183"
2025-02-06,ANDROID,RMG,USA,"668,406","9,892","15,904,431"
2025-02-06,IOS,RMG,USA,"917,139","28,099","7,484,331"
2025-02-06,ANDROID,Sportsbetting,USA,"827,474","39,528","8,819,199"
2025-02-06,IOS,Sportsbetting,USA,"2,523,746","141,998","31,441,993"
2025-02-07,ANDROID,RMG,USA,"665,327","11,398","16,755,876"
2025-02-07,IOS,RMG,USA,"862,691","34,092","8,686,275"
2025-02-07,IOS,Sportsbetting,USA,"2,385,702","128,860","29,695,701"
2025-02-07,ANDROID,Sportsbetting,USA,"756,848","59,917","7,691,379"
2025-02-08,IOS,RMG,USA,"1,009,949","41,529","8,957,370"
2025-02-08,ANDROID,RMG,USA,"711,285","17,579","16,977,209"
2025-02-08,ANDROID,Sportsbetting,USA,"832,594","69,230","11,064,345"
2025-02-08,IOS,Sportsbetting,USA,"3,042,591","208,608","39,514,664"
2025-02-09,ANDROID,RMG,USA,"652,267","14,400","15,448,674"
2025-02-09,IOS,RMG,USA,"808,659","27,109","8,050,895"
2025-02-09,ANDROID,Sportsbetting,USA,"1,116,479","56,479","14,404,674"
2025-02-09,IOS,Sportsbetting,USA,"3,330,471","241,992","45,463,326"
2025-02-10,IOS,RMG,USA,"695,550","26,860","8,850,631"
2025-02-10,ANDROID,RMG,USA,"610,532","10,214","14,757,835"
2025-02-10,IOS,Sportsbetting,USA,"2,761,995","179,028","30,307,734"
2025-02-10,ANDROID,Sportsbetting,USA,"880,493","75,429","7,770,328"
2025-02-11,IOS,RMG,USA,"745,419","26,877","7,604,942"
2025-02-11,ANDROID,RMG,USA,"652,943","18,550","14,809,464"
2025-02-11,ANDROID,Sportsbetting,USA,"778,771","85,279","6,753,535"
2025-02-11,IOS,Sportsbetting,USA,"2,567,346","146,398","25,837,018"
2025-02-12,IOS,RMG,USA,"804,828","23,578","8,008,869"
2025-02-12,ANDROID,RMG,USA,"676,626","17,873","15,096,482"
2025-02-12,IOS,Sportsbetting,USA,"2,606,173","122,528","28,757,052"
2025-02-12,ANDROID,Sportsbetting,USA,"765,204","81,938","7,529,111"
2025-02-13,ANDROID,RMG,USA,"650,910","10,977","13,842,523"
2025-02-13,IOS,RMG,USA,"820,322","23,729","7,117,833"
2025-02-13,ANDROID,Sportsbetting,USA,"842,353","86,492","8,581,883"
2025-02-13,IOS,Sportsbetting,USA,"2,838,235","122,712","36,382,493"
2025-02-14,ANDROID,RMG,USA,"647,919","10,194","14,925,796"
2025-02-14,IOS,RMG,USA,"792,493","35,182","8,602,312"
2025-02-14,ANDROID,Sportsbetting,USA,"764,480","73,129","7,411,307"
2025-02-14,IOS,Sportsbetting,USA,"2,793,286","124,450","34,611,882"
2025-02-15,IOS,RMG,USA,"901,404","34,483","8,721,233"
2025-02-15,ANDROID,RMG,USA,"681,105","16,256","15,235,832"
2025-02-15,ANDROID,Sportsbetting,USA,"882,425","62,787","11,089,491"
2025-02-15,IOS,Sportsbetting,USA,"3,511,669","124,991","46,623,995"
2025-02-16,ANDROID,RMG,USA,"669,337","10,439","17,075,698"
2025-02-16,IOS,RMG,USA,"795,702","29,764","7,532,143"
2025-02-16,ANDROID,Sportsbetting,USA,"995,356","30,936","12,230,103"
2025-02-16,IOS,Sportsbetting,USA,"3,005,427","81,534","41,847,385"
2025-02-17,IOS,RMG,USA,"682,265","24,715","8,594,823"
2025-02-17,ANDROID,RMG,USA,"619,804","10,443","16,802,163"
2025-02-17,IOS,Sportsbetting,USA,"2,441,978","83,764","28,254,309"
2025-02-17,ANDROID,Sportsbetting,USA,"769,404","33,891","6,517,961"
2025-02-18,IOS,RMG,USA,"726,382","21,067","7,246,896"
2025-02-18,ANDROID,RMG,USA,"661,655","5,535","16,742,403"
2025-02-18,IOS,Sportsbetting,USA,"2,233,181","89,107","23,756,941"
2025-02-18,ANDROID,Sportsbetting,USA,"665,921","25,780","5,650,607"
2025-02-19,ANDROID,RMG,USA,"681,771","7,974","17,045,381"
2025-02-19,IOS,RMG,USA,"777,318","23,274","7,750,545"
2025-02-19,ANDROID,Sportsbetting,USA,"663,215","27,913","6,411,975"
2025-02-19,IOS,Sportsbetting,USA,"2,317,041","98,635","25,789,001"
2025-02-20,IOS,RMG,USA,"798,983","23,519","6,683,285"
2025-02-20,ANDROID,RMG,USA,"661,598","7,671","15,877,386"
2025-02-20,ANDROID,Sportsbetting,USA,"720,145","27,331","7,161,930"
2025-02-20,IOS,Sportsbetting,USA,"2,619,610","128,982","34,983,669"
2025-02-21,ANDROID,RMG,USA,"652,076","7,240","16,434,148"
2025-02-21,IOS,RMG,USA,"778,943","28,177","8,523,821"
2025-02-21,ANDROID,Sportsbetting,USA,"648,821","34,945","6,041,491"
2025-02-21,IOS,Sportsbetting,USA,"2,512,208","100,482","32,505,714"
2025-02-22,ANDROID,RMG,USA,"698,414","12,721","17,369,201"
2025-02-22,IOS,RMG,USA,"882,926","33,765","7,777,530"
2025-02-22,ANDROID,Sportsbetting,USA,"753,976","41,869","9,022,243"
2025-02-22,IOS,Sportsbetting,USA,"3,032,038","193,743","41,747,882"
2025-02-23,IOS,RMG,USA,"833,888","29,959","7,921,083"
2025-02-23,ANDROID,RMG,USA,"683,346","9,531","14,561,392"
2025-02-23,ANDROID,Sportsbetting,USA,"962,786","24,298","14,950,910"
2025-02-23,IOS,Sportsbetting,USA,"2,519,773","39,202","36,486,977"
2025-02-24,IOS,RMG,USA,"712,292","21,976","8,844,343"
2025-02-24,ANDROID,RMG,USA,"626,525","8,633","14,081,002"
2025-02-24,ANDROID,Sportsbetting,USA,"744,520","18,492","7,527,295"
2025-02-24,IOS,Sportsbetting,USA,"2,221,682","62,047","26,023,726"
2025-02-25,ANDROID,RMG,USA,"669,676","9,707","13,888,148"
2025-02-25,IOS,RMG,USA,"751,972","26,330","7,548,374"
2025-02-25,IOS,Sportsbetting,USA,"2,003,213","64,859","22,260,505"
2025-02-25,ANDROID,Sportsbetting,USA,"654,656","16,127","6,992,771"
2025-02-26,IOS,RMG,USA,"794,689","26,454","7,933,789"
2025-02-26,ANDROID,RMG,USA,"681,941","10,415","14,316,964"
2025-02-26,IOS,Sportsbetting,USA,"2,077,194","86,318","23,344,260"
2025-02-26,ANDROID,Sportsbetting,USA,"645,951","21,229","7,784,798"
2025-02-27,ANDROID,RMG,USA,"674,829","7,492","13,487,550"
2025-02-27,IOS,RMG,USA,"828,760","29,230","7,049,019"
2025-02-27,ANDROID,Sportsbetting,USA,"687,263","28,559","8,361,682"
2025-02-27,IOS,Sportsbetting,USA,"2,243,937","101,197","30,851,189"
2025-02-28,ANDROID,RMG,USA,"664,913","8,800","13,763,129"
2025-02-28,IOS,RMG,USA,"805,568","32,425","8,674,923"
2025-02-28,IOS,Sportsbetting,USA,"2,078,946","72,655","28,623,991"
2025-02-28,ANDROID,Sportsbetting,USA,"628,250","37,199","7,536,072"
2025-03-01,ANDROID,RMG,USA,"702,869","16,302","14,704,179"
2025-03-01,IOS,RMG,USA,"887,019","33,414","7,810,422"
2025-03-01,IOS,Sportsbetting,USA,"2,348,339","54,561","33,996,557"
2025-03-01,ANDROID,Sportsbetting,USA,"730,767","50,382","11,596,809"
2025-03-02,IOS,RMG,USA,"848,785","28,755","7,968,495"
2025-03-02,ANDROID,RMG,USA,"701,434","14,049","16,267,325"
2025-03-02,IOS,Sportsbetting,USA,"2,626,663","45,913","38,733,245"
2025-03-02,ANDROID,Sportsbetting,USA,"955,302","24,833","15,781,866"
2025-03-03,IOS,RMG,USA,"708,594","18,347","8,500,459"
2025-03-03,ANDROID,RMG,USA,"651,100","10,999","15,710,087"
2025-03-03,ANDROID,Sportsbetting,USA,"736,459","23,692","7,863,195"
2025-03-03,IOS,Sportsbetting,USA,"2,417,712","74,568","26,769,429"
2025-03-04,IOS,RMG,USA,"751,183","20,569","7,332,437"
2025-03-04,ANDROID,RMG,USA,"687,530","8,860","15,593,635"
2025-03-04,ANDROID,Sportsbetting,USA,"646,598","22,174","7,418,006"
2025-03-04,IOS,Sportsbetting,USA,"2,274,090","113,556","25,633,976"
2025-03-05,ANDROID,RMG,USA,"699,270","11,112","16,031,723"
2025-03-05,IOS,RMG,USA,"803,595","20,643","7,866,469"
2025-03-05,IOS,Sportsbetting,USA,"2,316,899","90,701","25,456,431"
2025-03-05,ANDROID,Sportsbetting,USA,"647,928","23,218","8,298,718"
2025-03-06,IOS,RMG,USA,"833,561","21,115","7,344,203"
2025-03-06,ANDROID,RMG,USA,"695,104","6,446","15,383,512"
2025-03-06,IOS,Sportsbetting,USA,"2,524,136","111,382","34,047,400"
2025-03-06,ANDROID,Sportsbetting,USA,"672,008","29,090","8,798,731"
2025-03-07,IOS,RMG,USA,"805,737","28,172","8,619,465"
2025-03-07,ANDROID,RMG,USA,"687,461","7,621","15,179,834"
2025-03-07,IOS,Sportsbetting,USA,"2,306,657","100,375","31,702,329"
2025-03-07,ANDROID,Sportsbetting,USA,"623,601","35,091","8,350,020"
2025-03-08,IOS,RMG,USA,"889,074","29,802","7,979,200"
2025-03-08,ANDROID,RMG,USA,"720,095","14,586","16,492,848"
2025-03-08,IOS,Sportsbetting,USA,"2,764,474","148,530","38,852,575"
2025-03-08,ANDROID,Sportsbetting,USA,"733,124","44,005","12,519,563"
2025-03-09,ANDROID,RMG,USA,"690,013","10,456","15,091,030"
2025-03-09,IOS,RMG,USA,"905,319","22,764","7,368,956"
2025-03-09,ANDROID,Sportsbetting,USA,"955,881","21,374","15,897,919"
2025-03-09,IOS,Sportsbetting,USA,"2,300,477","76,739","33,786,445"
2025-03-10,IOS,RMG,USA,"756,830","20,036","7,901,530"
2025-03-10,ANDROID,RMG,USA,"636,250","9,006","14,635,603"
2025-03-10,IOS,Sportsbetting,USA,"2,128,133","68,147","23,325,067"
2025-03-10,ANDROID,Sportsbetting,USA,"745,328","22,003","8,127,115"
2025-03-11,IOS,RMG,USA,"802,707","18,661","7,209,529"
2025-03-11,ANDROID,RMG,USA,"686,067","9,379","14,625,697"
2025-03-11,ANDROID,Sportsbetting,USA,"658,474","22,020","7,609,321"
2025-03-11,IOS,Sportsbetting,USA,"2,079,352","89,414","23,733,815"
2025-03-12,IOS,RMG,USA,"854,733","17,439","7,506,790"
2025-03-12,ANDROID,RMG,USA,"688,569","10,330","15,173,134"
2025-03-12,ANDROID,Sportsbetting,USA,"661,240","21,425","8,526,791"
2025-03-12,IOS,Sportsbetting,USA,"1,992,299","47,130","21,958,780"
2025-03-13,ANDROID,RMG,USA,"688,076","6,155","14,279,714"
2025-03-13,IOS,RMG,USA,"894,381","23,475","7,209,540"
2025-03-13,ANDROID,Sportsbetting,USA,"667,951","26,476","8,813,628"
2025-03-13,IOS,Sportsbetting,USA,"2,099,679","54,958","28,430,646"
2025-03-14,ANDROID,RMG,USA,"677,354","6,876","14,083,533"
2025-03-14,IOS,RMG,USA,"863,438","26,974","8,571,875"
2025-03-14,IOS,Sportsbetting,USA,"2,128,027","105,008","28,947,690"
2025-03-14,ANDROID,Sportsbetting,USA,"634,288","36,315","8,442,922"
2025-03-15,IOS,RMG,USA,"935,782","26,524","7,759,058"
2025-03-15,ANDROID,RMG,USA,"708,707","12,535","15,515,075"
2025-03-15,IOS,Sportsbetting,USA,"2,254,610","61,662","31,140,690"
2025-03-15,ANDROID,Sportsbetting,USA,"757,517","42,232","12,611,230"
2025-03-16,ANDROID,RMG,USA,"692,864","10,556","11,826,536"
2025-03-16,IOS,RMG,USA,"919,717","26,324","6,833,785"
2025-03-16,ANDROID,Sportsbetting,USA,"1,017,585","20,698","15,436,623"
2025-03-16,IOS,Sportsbetting,USA,"2,705,380","78,326","36,384,138"
2025-03-17,IOS,RMG,USA,"769,246","21,326","7,201,361"
2025-03-17,ANDROID,RMG,USA,"643,548","4,350","11,276,544"
2025-03-17,IOS,Sportsbetting,USA,"2,471,987","97,131","24,768,776"
2025-03-17,ANDROID,Sportsbetting,USA,"803,615","17,612","8,136,188"
2025-03-18,IOS,RMG,USA,"797,187","20,644","6,799,255"
2025-03-18,ANDROID,RMG,USA,"683,095","8,964","11,542,322"
2025-03-18,IOS,Sportsbetting,USA,"2,478,851","145,126","26,257,042"
2025-03-18,ANDROID,Sportsbetting,USA,"712,430","19,164","7,745,968"
2025-03-19,IOS,RMG,USA,"848,707","21,258","6,868,169"
2025-03-19,ANDROID,RMG,USA,"682,966","9,992","11,745,992"
2025-03-19,ANDROID,Sportsbetting,USA,"725,217","24,908","8,901,496"
2025-03-19,IOS,Sportsbetting,USA,"2,267,165","126,864","22,876,544"
2025-03-20,ANDROID,RMG,USA,"692,635","5,112","11,210,836"
2025-03-20,IOS,RMG,USA,"889,490","21,415","6,453,848"
2025-03-20,ANDROID,Sportsbetting,USA,"711,219","26,198","8,848,781"
2025-03-20,IOS,Sportsbetting,USA,"2,353,551","141,638","28,964,422"
2025-03-21,ANDROID,RMG,USA,"676,736","6,668","10,999,685"
2025-03-21,IOS,RMG,USA,"860,257","23,236","7,331,699"
2025-03-21,ANDROID,Sportsbetting,USA,"683,562","38,995","8,706,323"
2025-03-21,IOS,Sportsbetting,USA,"2,563,320","175,151","31,130,835"
2025-03-22,IOS,RMG,USA,"942,519","27,739","7,096,712"
2025-03-22,ANDROID,RMG,USA,"703,712","10,602","12,065,941"
2025-03-22,IOS,Sportsbetting,USA,"2,688,046","117,821","34,465,731"
2025-03-22,ANDROID,Sportsbetting,USA,"804,347","46,273","12,625,070"
2025-03-23,IOS,RMG,USA,"908,768","25,410","6,797,305"
2025-03-23,ANDROID,RMG,USA,"746,919","9,874","14,025,133"
2025-03-23,IOS,Sportsbetting,USA,"2,658,527","120,974","34,470,007"
2025-03-23,ANDROID,Sportsbetting,USA,"978,348","29,870","13,652,093"
2025-03-24,ANDROID,RMG,USA,"691,921","9,997","13,288,121"
2025-03-24,IOS,RMG,USA,"770,304","18,727","7,246,959"
2025-03-24,IOS,Sportsbetting,USA,"2,433,975","129,691","24,494,680"
2025-03-24,ANDROID,Sportsbetting,USA,"796,333","28,855","7,699,056"
2025-03-25,ANDROID,RMG,USA,"717,296","4,043","13,567,069"
