utc_week,country,os,vertical,creative_format,cpm,cpi,ftd_rate,cftd,avg_user_spend,gross_spend_usd,spend_share,unique_bundle_count,,https://moloco.looker.com/explore/ads_bpd_china/fact_dsp_all_joined?qid=kwWfa0cZQn2kEMQOesyzK6,,,WITH main as (WITH fact_dsp_creative AS (
2024-12-09,USA,IOS,RMG,Playables,50.41877357,21.14601528,0.03313840156,1027.02789,245.1339556,132200.5435,0.325666746,14,,,,,
2024-12-30,GBR,ANDROID,RMG,Video,15.0162435,12.25803945,0.02503128911,218.2925256,188.8155585,32868.94138,0.852885922,6,,,,,
2024-10-14,CAN,ANDROID,RMG,Video,21.88409075,44.79284961,0.015625,4828.956811,1443.204711,24326.28566,1,4,,,,,
2025-01-20,BRA,ANDROID,RMG,Video,3.960494167,1.645161478,,,12.84120089,43397.49299,0.990389272,6,,,,,
2025-07-28,GBR,IOS,Sportsbetting,Statics,1.264363,24.72752824,0.06689594356,127.1129794,209.5808039,51074.14427,0.623756662,3,,,,,
2025-08-18,GBR,ANDROID,RMG,Video,29.900488,19.00661077,0.1419213974,75.51072505,173.2718083,46769.28578,0.911221698,7,,,,,
2025-02-24,USA,IOS,Sportsbetting,Video,16.5237006,274.926073,0.06473304473,381.0157827,1148.274536,188994.1911,0.576362759,5,,,,,
2025-02-03,USA,ANDROID,RMG,Statics,2.556087722,12.79377468,0,,151.1127386,59160.20511,0.279443873,18,,,,,
2024-12-30,USA,IOS,Sportsbetting,Statics,0.6285718,22.28508238,0.08729816254,158.8908093,151.5568243,139920.8262,0.434470217,5,,,,,
2024-09-30,USA,IOS,RMG,Playables,79.43519309,26.85964919,0.02610062893,1448.438674,441.2281433,69386.93776,0.2639797,11,,,,,
2024-10-07,USA,IOS,Sportsbetting,Video,20.23456225,49.3767917,0.07462644903,524.5298573,306.255568,159219.7165,0.69863814,4,,,,,
2025-05-26,USA,ANDROID,RMG,Statics,3.219033762,14.22083177,0.01785714286,897.6839268,314.9254885,107532.9343,0.224826784,21,,,,,
2025-02-24,GBR,IOS,RMG,Video,20.14280008,35.76969893,0.1161353245,320.8724516,283.6435322,90174.66579,0.521958525,12,,,,,
2025-04-14,GBR,IOS,RMG,Statics,0.630305091,27.38719165,0.09503787887,159.6300243,180.4186592,79073.37911,0.527846892,11,,,,,
2025-05-12,USA,IOS,Sportsbetting,Statics,0.62119575,69.0506588,0.03664921466,207.1782842,459.3743008,156214.877,0.409396946,4,,,,,
2024-10-28,GBR,IOS,Sportsbetting,Statics,1.865201333,13.84998277,0.08444019847,144.2946071,144.2946071,26393.40367,0.723501793,3,,,,,
2025-04-28,CAN,ANDROID,RMG,Video,32.5719586,44.86705458,0,,342.7295042,20277.72253,0.960412714,5,,,,,
2025-07-21,USA,IOS,Sportsbetting,Video,17.98737633,76.83591896,0.01029962547,561.5616186,360.394134,140998.7813,0.591419965,3,,,,,
2024-07-29,USA,ANDROID,RMG,Statics,2.277833154,20.53843738,0.1007326007,1212.355179,407.3949355,28100.07441,0.253308606,13,,,,,
2025-07-28,USA,IOS,Sportsbetting,Statics,0.627943,29.92334825,0.01922141119,308.0491305,251.597515,80499.22329,0.572402524,4,,,,,
2025-08-25,CAN,ANDROID,RMG,Video,60.79167433,124.0008858,0.09457236842,2189.899514,1738.943327,13570.19143,1,3,,,,,
2025-02-24,USA,IOS,Sportsbetting,Statics,0.7186336,38.02892805,0.05483146423,160.0338357,284.6131948,191411.3941,0.423637241,5,,,,,
2024-09-09,CAN,IOS,RMG,Video,20.522199,46.21280248,0.03502798325,1311.342226,656.6474738,44334.56711,0.8136447,4,,,,,
2024-11-04,GBR,IOS,RMG,Video,16.23698358,33.09045545,0.07630011494,449.0724559,376.3673486,73413.58741,0.405129467,12,,,,,
2024-10-21,GBR,IOS,RMG,Video,16.9732051,37.53103833,0.08863879797,537.1505988,439.2934666,55986.93033,0.489666514,10,,,,,
2025-01-06,CAN,IOS,RMG,Video,16.4753204,56.1530485,0.04679091373,1758.096687,471.1340712,58500.57656,0.840534724,5,,,,,
2025-04-21,DEU,ANDROID,RMG,Video,34.4991635,13.4204608,0,,387.4207433,26791.86305,1,6,,,,,
2025-02-17,BRA,ANDROID,RMG,Video,6.134094,4.346052018,,,28.66066255,37167.34883,0.980748952,3,,,,,
2025-06-30,GBR,ANDROID,RMG,Video,31.37387267,14.59506188,0.2432432432,56.97834264,147.1719365,48844.13267,1,6,,,,,
2025-04-07,CAN,ANDROID,RMG,Video,21.62242667,46.98234763,0.04347826087,2970.780235,1045.596281,9850.283574,0.941664881,3,,,,,
2025-07-21,USA,IOS,Sportsbetting,Statics,0.616062,43.15368143,0.00753968254,523.2423136,291.4329094,94944.8284,0.556435026,4,,,,,
2024-09-09,USA,IOS,RMG,Playables,81.15520722,38.85933099,0.03538461538,1684.77809,590.7566994,46100.50229,0.2107258,9,,,,,
2025-05-12,DEU,ANDROID,RMG,Video,43.79133,17.80719856,0,,412.2192401,22129.27027,1,5,,,,,
2024-12-02,USA,IOS,RMG,Statics,0.436818467,27.80298697,0.06284318827,1051.56007,301.0533278,345951.6386,0.535005165,30,,,,,
2025-02-03,CAN,IOS,RMG,Video,15.56087371,49.45481862,0.06067063189,852.4991745,436.7653502,76896.40159,0.759703211,7,,,,,
2025-06-16,USA,ANDROID,RMG,Playables,98.42155973,13.58434382,0,,241.6150343,64801.40605,0.295285989,15,,,,,
2024-12-16,USA,IOS,Sportsbetting,Video,14.33604675,68.95268296,0.07038880855,568.9574879,407.9270596,242467.1012,0.649105304,4,,,,,
2025-05-19,GBR,ANDROID,RMG,Video,29.00480777,15.94999513,0.02358490566,119.6230587,153.2811056,116476.467,0.953617428,13,,,,,
2025-08-18,GBR,IOS,RMG,Video,31.07206125,61.01666073,0.1752707445,283.8542471,309.7827183,122141.8597,0.605479396,12,,,,,
2025-05-12,GBR,IOS,RMG,Statics,0.7631643,30.38749426,0.09984950725,182.2947316,188.8688299,76729.16822,0.584963171,10,,,,,
2025-03-24,USA,ANDROID,RMG,Statics,2.006465957,14.51187881,0.03703703704,1637.005418,178.3409728,76034.92545,0.214078648,23,,,,,
2025-08-18,USA,IOS,RMG,Playables,74.66267592,31.69600703,0.03904612159,1483.826314,446.4190294,213672.594,0.419236968,12,,,,,
2025-07-14,CAN,IOS,RMG,Video,28.2465815,36.81056385,0,,627.4077646,17340.4111,0.902384115,4,,,,,
2025-04-14,USA,IOS,Sportsbetting,Statics,0.61841725,67.24227026,0.03867403315,320.9015372,1525.49819,71164.23986,0.320837626,4,,,,,
2025-04-07,USA,IOS,RMG,Playables,54.19668539,16.14924463,0,,243.0099173,135235.5619,0.360189415,13,,,,,
2024-12-23,BRA,ANDROID,RMG,Video,8.726879667,2.217208677,,,14.41051698,60883.4181,0.992700901,6,,,,,
2024-12-16,CAN,IOS,RMG,Video,20.46054575,63.03452276,0.05967078189,2907.916135,460.5701067,51161.78021,0.911744879,4,,,,,
2024-07-29,DEU,IOS,RMG,Video,20.832005,20.73834026,,,189.7161744,19143.55563,0.761220838,4,,,,,
2024-08-26,USA,IOS,Sportsbetting,Video,29.03449567,73.627079,0.08873387897,795.1784821,602.4933869,250311.9107,0.706645602,3,,,,,
2024-08-26,USA,IOS,RMG,Playables,83.2025905,23.46470628,0.03571428571,1005.69288,329.8362333,48861.40549,0.243631952,6,,,,,
2024-09-23,DEU,ANDROID,RMG,Video,26.18169333,8.613877809,,,234.4682909,8042.608587,1,3,,,,,
2025-01-20,GBR,IOS,RMG,Video,14.0787501,28.96452379,0.1064935273,205.2032337,242.1441626,72244.66874,0.55697294,10,,,,,
2025-08-18,GBR,IOS,Sportsbetting,Statics,1.593826667,90.51674351,0.07369025115,239.0795489,1260.873991,76933.65742,0.526122442,3,,,,,
2025-08-25,DEU,ANDROID,RMG,Video,31.2514965,14.47862865,0,,235.5238593,11179.57447,1,4,,,,,
2024-12-30,GBR,IOS,RMG,Statics,0.51742575,27.98364302,0.07717661671,195.097848,218.7099025,77468.04876,0.615140121,12,,,,,
2025-06-09,USA,IOS,Sportsbetting,Video,17.6757386,61.7273552,0.06339919432,458.802888,429.3640242,212832.8513,0.73152699,5,,,,,
2024-12-09,USA,IOS,RMG,Video,41.12059065,31.26675537,0.06964736461,1367.089658,354.961112,957689.68,0.675900121,37,,,,,
2025-04-07,CAN,IOS,RMG,Statics,0.492656333,45.0362046,0,,617.6051817,14206.95391,0.400463941,3,,,,,
2025-02-24,GBR,IOS,Sportsbetting,Video,7.556344667,33.61379025,0.09683162982,172.8347826,188.2040733,36455.97705,0.46897823,3,,,,,
2025-02-24,GBR,IOS,Sportsbetting,Statics,1.129250667,13.24104961,0.08429123755,148.8724251,141.4706104,41347.19009,0.53102177,3,,,,,
2025-03-24,GBR,IOS,RMG,Statics,0.637845364,44.57821989,0.09681909054,196.5938517,465.2055714,91145.31265,0.575624912,11,,,,,
2025-03-24,USA,ANDROID,RMG,Playables,83.0170408,23.40212505,0,,205.1338707,69585.84711,0.279166398,10,,,,,
2025-02-17,USA,IOS,Sportsbetting,Statics,0.5604676,32.82896182,0.07393979201,90.68879975,201.9729896,140864.7915,0.336725062,5,,,,,
2025-06-23,GBR,IOS,RMG,Statics,0.775183364,19.24563517,0.104537898,209.4131284,265.4681007,106955.2212,0.614986133,11,,,,,
2025-01-06,GBR,IOS,RMG,Video,14.59421175,31.52436539,0.09537587591,219.1209311,262.6493121,83857.6395,0.496024076,12,,,,,
2025-01-20,GBR,IOS,Sportsbetting,Statics,1.154300667,15.14036192,0.07750831702,168.8170379,141.589749,39262.97998,0.716984788,3,,,,,
2025-03-03,CAN,IOS,RMG,Statics,0.482066,39.07350182,0,,428.0667713,21772.23702,0.573356849,4,,,,,
2025-07-21,GBR,IOS,RMG,Video,24.97319309,52.21774642,0.1369059602,340.6637676,382.0396176,113093.731,0.564843102,11,,,,,
2024-11-11,CAN,IOS,RMG,Video,31.22176225,83.12488142,0.02824858757,1740.774674,739.3663516,33555.08335,0.889206892,4,,,,,
2024-10-07,USA,IOS,Sportsbetting,Statics,0.58037225,13.17464882,0.1437466863,122.6413817,101.4297354,88246.56819,0.531740018,4,,,,,
2024-07-29,GBR,IOS,RMG,Statics,0.301884875,12.57522181,0.08273615889,91.89886888,101.2016633,46816.68983,0.597805264,8,,,,,
2024-07-29,GBR,IOS,RMG,Video,18.10949311,23.07235161,0.122002543,167.497519,181.3630118,45821.9804,0.580188411,9,,,,,
2025-05-26,CAN,ANDROID,RMG,Video,33.5470352,36.02131822,,,375.0472002,21749.41047,0.978578549,5,,,,,
2024-08-26,AUS,ANDROID,RMG,Video,31.68982767,11.40306852,0,,291.1170608,6760.545847,1,3,,,,,
2025-01-27,USA,IOS,RMG,Playables,46.85817788,23.40889301,0,,501.378657,91275.22741,0.419681157,8,,,,,
2024-10-14,GBR,ANDROID,RMG,Video,22.744561,12.36991379,0,,202.7885214,18267.57407,0.888601436,7,,,,,
2025-06-16,USA,IOS,RMG,Statics,1.897185519,39.67946897,0.0182295361,1160.93411,542.7038457,333421.0028,0.377910094,27,,,,,
2025-04-28,USA,IOS,Sportsbetting,Video,21.42723517,76.18521937,0.06088365964,610.0731426,1137.050084,357468.9306,0.686387067,6,,,,,
2025-06-16,USA,ANDROID,Sportsbetting,Statics,2.195132333,22.78252531,0.08571428571,437.3678015,491.1629025,11057.15599,0.633292284,3,,,,,
2025-07-14,USA,IOS,Sportsbetting,Video,15.57430675,67.98896872,0.07169751903,306.5965513,220.8249397,160853.7954,0.699907385,4,,,,,
2024-11-04,USA,ANDROID,RMG,Playables,125.758989,21.6627282,0.0680252445,512.4813888,264.7488195,90680.35819,0.346579015,11,,,,,
2025-05-05,GBR,ANDROID,RMG,Video,32.18185458,18.93810503,0.0212585034,192.63738,203.4422636,111570.8353,0.956591012,12,,,,,
2025-06-09,GBR,IOS,RMG,Video,21.57385208,38.94049774,0.1219630469,470.8925049,353.7424307,79998.3785,0.519020078,12,,,,,
2025-08-25,GBR,ANDROID,RMG,Video,32.89132583,21.85714802,0.1081081081,97.480082,305.216783,17812.56359,1,6,,,,,
2025-07-28,GBR,ANDROID,RMG,Video,25.09833743,18.97669481,0.122,80.24236238,164.1088934,55043.34913,0.802720471,7,,,,,
2025-03-24,GBR,IOS,RMG,Video,16.9762545,39.09362449,0.1020110402,266.4358962,254.8082534,95571.2572,0.461774796,12,,,,,
2025-02-24,USA,ANDROID,RMG,Playables,92.09489571,191.1224542,0,,145.7597024,51354.34006,0.390117613,7,,,,,
2025-05-12,GBR,IOS,RMG,Playables,40.84940933,16.61282478,0,,173.0996623,23493.80422,0.874259148,3,,,,,
2025-07-14,CAN,ANDROID,RMG,Video,31.04838767,46.23722336,,,667.1910297,11505.30444,0.833674702,3,,,,,
2025-06-30,CAN,IOS,RMG,Video,25.212689,48.17856003,0.01650438169,3344.013152,589.5906908,18370.81045,0.785680399,6,,,,,
2024-09-23,USA,IOS,RMG,Playables,75.03127736,27.3753002,0.02529411765,1500.38377,469.7910341,66323.52544,0.22520754,11,,,,,
2025-04-21,USA,IOS,Sportsbetting,Video,23.3861576,91.86850734,0.03739409528,1103.960982,890.4136913,453249.239,0.694375177,5,,,,,
2025-01-13,GBR,IOS,RMG,Video,13.37414418,32.54436274,0.07721766505,527.0812031,393.9912213,81246.8966,0.55841557,11,,,,,
2025-05-19,USA,IOS,Sportsbetting,Video,19.417736,60.89703092,0.07112086608,621.4446925,840.6518988,206968.0093,0.673716443,6,,,,,
2024-11-25,GBR,ANDROID,RMG,Video,23.10838183,11.86907174,0.02600697748,169.6152293,191.6121773,31160.82639,0.864269604,6,,,,,
2025-07-07,USA,IOS,Sportsbetting,Statics,0.90108125,33.75457912,0.02332285115,385.1702916,257.1922875,113505.5546,0.553417407,4,,,,,
2025-07-07,GBR,ANDROID,RMG,Video,33.0961122,18.05120694,0.2291666667,78.90717648,220.1354338,68469.50882,0.948162943,5,,,,,
2025-07-14,USA,ANDROID,Sportsbetting,Video,36.111705,61.11403144,0.0078125,5015.351602,295.9305254,12055.30892,0.711882128,3,,,,,
2025-04-21,USA,IOS,RMG,Playables,57.02079047,21.25427751,0,,260.9266184,138875.016,0.270283814,15,,,,,
2025-01-06,PHL,ANDROID,RMG,Video,2.394358333,0.510558673,,,6.446105488,22983.09892,0.910593329,3,,,,,
2025-03-24,CAN,IOS,RMG,Video,25.20645175,56.10448001,0.03591983556,1665.336499,681.257591,95794.9752,0.845738369,8,,,,,
2025-03-17,USA,IOS,Sportsbetting,Statics,0.782001,31.06517445,0.05338011083,318.0013845,560.3982561,295812.0307,0.443386752,5,,,,,
2025-06-09,USA,IOS,RMG,Playables,58.13815235,25.20674148,0.05263157895,624.743121,551.2444356,186436.9328,0.471368714,17,,,,,
2024-09-09,BRA,ANDROID,RMG,Video,14.25453625,4.078279677,,,29.34776515,39653.68849,1,4,,,,,
2025-04-21,USA,ANDROID,RMG,Playables,101.6091561,94.57340701,0,,201.1563887,73644.26609,0.243384496,10,,,,,
2025-05-26,GBR,IOS,RMG,Video,22.98862946,42.99068294,0.1344128619,378.3685008,309.5308035,77482.5952,0.519169286,11,,,,,
2024-09-02,USA,IOS,Sportsbetting,Statics,0.919026,21.77506076,0.142257248,187.8006134,180.5598816,192217.6589,0.48214343,4,,,,,
2024-11-25,USA,IOS,Sportsbetting,Video,19.18911,81.801655,0.06695202666,548.6722209,452.1031755,403297.9749,0.758043714,5,,,,,
2025-08-25,USA,ANDROID,RMG,Playables,103.1790031,17.5352201,0.0487804878,1381.496755,338.6865158,29109.71139,0.503762737,11,,,,,
2024-10-14,USA,IOS,RMG,Video,44.93536021,27.87207111,0.115586674,1074.259569,367.0105116,835877.4311,0.726759074,39,,,,,
2024-07-29,USA,ANDROID,RMG,Video,62.33144597,21.04904425,0.04947916667,574.76796,333.7194682,313536.7225,0.917258785,37,,,,,
2024-12-16,USA,IOS,RMG,Statics,0.461517407,27.7766447,0.02865726228,769.5492333,295.0095176,382616.656,0.572607677,27,,,,,
2025-06-30,GBR,IOS,RMG,Video,20.36801111,43.34541233,0.1204169617,430.0894125,459.6096855,75233.39026,0.467371776,9,,,,,
2024-12-23,USA,IOS,RMG,Statics,0.380878259,22.10709549,0.06860534815,549.6851735,290.2045797,490535.3987,0.513668438,27,,,,,
2025-04-28,GBR,ANDROID,RMG,Video,31.79427883,17.78397343,0.01720647773,245.4379155,269.8624845,94918.22549,0.924721255,12,,,,,
2025-05-19,USA,IOS,Sportsbetting,Statics,0.64878325,46.25895438,0.045,225.460188,440.3304288,121248.689,0.48477897,4,,,,,
2024-08-19,GBR,IOS,RMG,Playables,15.11089933,22.82726246,0,,289.2713151,28572.65673,0.603213638,3,,,,,
2025-07-14,CAN,IOS,RMG,Statics,0.388283,50.40542961,0.009174311927,897.3429173,674.8802497,18731.08834,0.731743924,6,,,,,
2024-12-23,GBR,IOS,RMG,Statics,0.592225727,27.00012234,0.09853396322,197.6526139,207.2795562,64501.38288,0.587264329,11,,,,,
2025-05-05,DEU,ANDROID,RMG,Video,41.7879248,17.99408286,0,,682.2506235,27205.279,1,5,,,,,
2025-08-04,CAN,ANDROID,RMG,Video,47.63004933,106.3406097,0.1475409836,1204.392064,1005.599939,16843.74639,1,3,,,,,
2025-08-11,CAN,ANDROID,RMG,Video,44.2617265,80.53789232,0.09090909091,1860.575155,975.1740776,27427.51745,1,4,,,,,
2025-02-24,GBR,ANDROID,RMG,Video,29.1548055,16.14977368,0,,187.5134913,14766.66992,0.884412875,4,,,,,
2025-06-23,GBR,ANDROID,RMG,Video,32.987028,13.04307857,,,224.0980696,56420.88285,1,6,,,,,
2024-09-16,USA,IOS,Sportsbetting,Statics,0.77723375,17.95551174,0.1534779903,158.2455109,135.97038,114602.3673,0.55639337,4,,,,,
2024-08-12,USA,IOS,Sportsbetting,Statics,1.064014667,13.73749696,0.02916368835,386.9982066,90.39769107,117063.1159,0.661692134,3,,,,,
2024-09-23,USA,IOS,Sportsbetting,Statics,0.6818835,16.78640324,0.1549247695,152.3574549,126.8359037,125954.5728,0.584786007,4,,,,,
2024-11-18,GBR,IOS,RMG,Video,21.84545827,35.41261071,0.09721453452,273.5327785,279.7620117,69211.47776,0.464850414,11,,,,,
2024-12-16,USA,ANDROID,RMG,Playables,118.8992419,13.92728075,0.01242236025,1338.740274,254.1638699,51752.45432,0.326898408,10,,,,,
2024-12-23,GBR,ANDROID,RMG,Video,15.011658,12.9781923,0.02552773687,223.6522164,238.1106821,29773.53605,0.867052633,6,,,,,
2024-12-30,GBR,IOS,Sportsbetting,Statics,1.706098,19.15101484,0.08483770243,231.1716661,179.769798,56088.19295,0.703786843,3,,,,,
2025-05-26,CAN,IOS,RMG,Video,29.2677854,35.83003764,0.06212664277,499.7036903,392.6634244,46150.61015,0.966655485,5,,,,,
2025-04-14,GBR,ANDROID,RMG,Statics,0.385911667,30.7103026,0.05860805861,109.5486436,359.6375587,4920.304721,0.295072971,3,,,,,
2024-09-09,USA,ANDROID,RMG,Playables,122.1553302,23.98438116,0.01111111111,2682.822303,578.2185978,33314.5002,0.262645468,6,,,,,
2025-01-13,USA,ANDROID,RMG,Playables,101.6606138,12.99878568,0,,158.2479518,56335.25742,0.289662825,9,,,,,
2025-02-03,GBR,ANDROID,RMG,Video,13.76968767,11.07003695,0,,192.3404883,13844.78203,0.864966686,3,,,,,
2025-04-21,USA,IOS,Sportsbetting,Statics,0.66638625,55.5663959,0.04280821918,286.3561432,663.9002106,114173.7349,0.37504175,4,,,,,
2024-12-30,CAN,IOS,RMG,Statics,0.354549667,40.66945667,0.072842221,447.1204421,448.2014353,8177.151098,0.255791206,3,,,,,
2024-09-23,USA,IOS,Sportsbetting,Video,18.79286725,48.60003753,0.09885637394,478.5128546,275.6355625,258010.0136,0.650267506,4,,,,,
2025-07-21,GBR,IOS,Sportsbetting,Video,19.118354,35.95495822,0.06204383396,253.2401266,302.9053392,34028.43065,0.430278958,3,,,,,
2025-08-18,CAN,IOS,RMG,Statics,0.6595698,58.07512894,0.004081632653,1793.433279,607.7759358,19685.76361,0.483965096,5,,,,,
2025-04-14,GBR,ANDROID,RMG,Video,27.90753408,17.70030707,0.04242819843,75.50749115,158.4660393,80178.62629,0.931906237,13,,,,,
2025-02-24,CAN,IOS,RMG,Statics,0.4156882,48.14448989,0,,470.7555088,23612.07268,0.681630002,5,,,,,
2025-01-20,USA,IOS,RMG,Playables,54.43287009,17.82720593,0,,253.7334835,109655.4511,0.381606305,11,,,,,
2025-08-11,GBR,IOS,Sportsbetting,Statics,1.827981667,49.5559382,0.07223197363,236.0229027,376.0442596,79402.29212,0.570809561,3,,,,,
2025-04-28,DEU,ANDROID,RMG,Video,43.97374125,20.80064322,0,,639.0342978,25859.39736,1,4,,,,,
2025-03-03,GBR,IOS,Sportsbetting,Statics,1.171191667,20.84169508,0.09630875596,111.0294788,192.9272928,44812.89678,0.735719109,3,,,,,
2024-08-05,CAN,IOS,RMG,Video,16.926836,33.07301242,0.01630434783,1721.066077,339.1315989,32977.31797,0.757310455,3,,,,,
2024-12-30,USA,ANDROID,RMG,Playables,92.76196244,24.98776466,0.04545454545,704.8339038,182.9987804,71631.61353,0.401503461,9,,,,,
2024-08-05,USA,IOS,RMG,Playables,79.49580775,12.08375014,0,,185.9102946,40520.59976,0.307549605,8,,,,,
2024-11-04,GBR,IOS,Sportsbetting,Statics,2.295794,17.55767559,0.07108200945,232.5725875,233.9947158,42455.16212,0.847898711,3,,,,,
2024-09-30,BRA,ANDROID,RMG,Video,10.39466729,2.540636117,,,27.7228485,46234.62458,1,7,,,,,
2025-02-03,BRA,ANDROID,RMG,Video,4.5650364,2.171257185,,,13.97971862,41346.7177,0.96987953,5,,,,,
2025-02-10,GBR,IOS,RMG,Video,17.71166008,37.83079493,0.1033890907,357.0947672,308.4504118,84888.32049,0.491645166,12,,,,,
2025-06-02,DEU,ANDROID,RMG,Video,38.35211243,18.11986095,0,,384.9349226,43509.32977,0.989384678,7,,,,,
2024-09-23,GBR,IOS,RMG,Video,18.8323165,28.96609303,0.08376101371,261.1862265,248.8769054,86218.0011,0.525017708,12,,,,,
2024-10-07,CAN,IOS,RMG,Statics,0.417585333,69.87257683,0.04301075269,377.2113777,605.5031433,6102.406552,0.5458215,3,,,,,
2025-06-16,CAN,ANDROID,RMG,Video,40.776031,96.11595239,0.07843137255,2055.261348,813.7321015,35308.11289,1,3,,,,,
2025-07-07,GBR,IOS,RMG,Video,21.52000422,45.15759284,0.1348139781,337.7579958,378.9644815,95151.09802,0.499993075,9,,,,,
2025-08-11,CAN,IOS,RMG,Video,31.5258216,74.36958592,0.07202295552,1020.463935,737.9523374,28693.78397,0.739344928,5,,,,,
2025-03-03,USA,ANDROID,RMG,Playables,61.57979043,7.646765805,0,,150.1219714,52668.7144,0.328993282,7,,,,,
2024-09-09,USA,ANDROID,RMG,Video,74.59534992,15.83979987,0.04112031286,1290.021984,290.0908676,919293.5141,0.905969236,50,,,,,
2024-07-29,BRA,ANDROID,RMG,Video,6.818049667,1.683866736,,,15.98765754,26217.69301,1,6,,,,,
2024-10-21,CAN,IOS,RMG,Video,28.65390525,63.81925484,0.04576187842,1520.48076,603.6954965,49963.59499,0.860341488,4,,,,,
2024-12-23,USA,IOS,Sportsbetting,Video,13.986487,72.03139092,0.08277936541,606.216213,405.4121838,292739.8363,0.694358297,4,,,,,
2024-09-30,USA,IOS,Sportsbetting,Video,20.31215925,46.49011145,0.08256823023,516.4936434,295.5995709,198548.0561,0.718952142,4,,,,,
2025-06-30,USA,ANDROID,Sportsbetting,Statics,1.409004333,24.13041506,0.1,437.4805545,596.1804386,11143.796,0.604496658,3,,,,,
2025-02-10,USA,ANDROID,RMG,Playables,107.2462343,9.579915834,0,,113.2205523,36490.96014,0.318752139,6,,,,,
2024-09-09,GBR,IOS,RMG,Playables,26.168058,31.24713273,0.05,420.4500009,262.4962813,31505.66737,0.596391632,3,,,,,
2025-08-11,DEU,ANDROID,RMG,Video,30.18619071,13.946079,0,,213.0822374,29131.69645,0.970741741,7,,,,,
2024-10-28,GBR,IOS,RMG,Statics,0.625972909,22.43604731,0.08364911845,199.9902522,184.468932,59144.57116,0.629777302,11,,,,,
2024-07-29,PHL,ANDROID,RMG,Video,3.163589,0.793053639,,,9.61902624,13351.07271,0.817536863,3,,,,,
2024-11-18,CAN,IOS,RMG,Video,29.9851475,62.48624072,0.04476933073,2637.180885,575.8113031,33675.66308,0.891145453,4,,,,,
2025-03-24,USA,IOS,Sportsbetting,Statics,0.6585778,29.77802347,0.05529352075,498.1794736,401.6930781,224255.8643,0.420449594,5,,,,,
2024-08-05,PHL,ANDROID,RMG,Video,3.018477667,0.810906447,,,8.653807851,23130.10335,0.819636741,3,,,,,
2024-12-09,GBR,IOS,Sportsbetting,Statics,1.675432667,18.43341918,0.07369525594,237.3394144,184.7858536,49806.65217,0.778505816,3,,,,,
2025-08-18,CAN,ANDROID,RMG,Video,53.02310475,93.07881015,0.06969402623,1688.137986,1048.611501,29588.63834,0.978008257,4,,,,,
2025-02-10,USA,IOS,Sportsbetting,Video,11.2182608,61.72363997,0.05537004,324.3577742,348.5899451,265977.3029,0.639038666,5,,,,,
2025-06-09,CAN,ANDROID,RMG,Video,34.598911,49.59863047,0.02830188679,4949.188852,638.1203509,41764.42524,1,6,,,,,
2024-08-05,USA,ANDROID,RMG,Statics,2.077873467,22.42472731,0.03039927405,3799.780698,675.4815434,49247.28178,0.156504816,15,,,,,
2024-09-02,USA,IOS,Sportsbetting,Video,29.69655833,73.64831576,0.127156786,612.9718107,498.7663167,649022.147,0.687314446,3,,,,,
2024-08-19,GBR,ANDROID,RMG,Video,24.18008822,24.83850204,0.1588285857,160.5145543,172.3536004,33003.05894,0.914433042,9,,,,,
2025-01-27,GBR,IOS,Sportsbetting,Statics,1.275330667,9.280706273,0.09834774058,104.5149454,95.61583136,40090.58596,0.712990745,3,,,,,
2025-07-14,DEU,ANDROID,RMG,Video,29.5254462,23.01331805,0,,192.5709656,59812.4028,0.923176554,5,,,,,
2024-12-02,USA,IOS,Sportsbetting,Video,17.224924,48.54272784,0.06687545715,521.9549654,339.4901482,233009.1654,0.640391695,4,,,,,
2024-10-14,USA,IOS,Sportsbetting,Video,16.30584125,40.48336991,0.08834983275,362.6988875,221.0697478,154316.3108,0.681131799,4,,,,,
2025-03-17,CAN,IOS,RMG,Statics,0.47615775,45.66415211,0,,311.8678553,22297.80414,0.598214777,4,,,,,
2025-07-28,GBR,IOS,Sportsbetting,Video,19.77733167,30.03377888,0.06470272527,213.9086044,376.3934359,34518.68386,0.376243338,3,,,,,
2024-09-23,USA,ANDROID,RMG,Statics,2.906323471,17.91485225,0.1628571429,1203.039263,223.971041,94048.6732,0.126548728,17,,,,,
2024-08-05,GBR,IOS,RMG,Statics,0.288260286,16.57359321,0.09851813019,113.2917931,350.9704041,76873.50374,0.663437822,7,,,,,
2024-08-12,PHL,ANDROID,RMG,Video,2.820184333,0.723933192,,,8.987428458,18587.92366,0.819234149,3,,,,,
2024-08-26,DEU,ANDROID,RMG,Video,23.52168633,11.00295321,,,486.1001416,6970.385547,1,3,,,,,
2024-10-07,BRA,ANDROID,RMG,Video,14.155943,2.998017713,,,22.0473476,41696.9339,0.917008822,5,,,,,
2025-01-13,GBR,IOS,Sportsbetting,Statics,1.11693,18.0486608,0.07248033878,187.1137442,163.0847957,37713.33899,0.714560196,3,,,,,
2025-05-05,CAN,ANDROID,RMG,Video,29.46569667,44.13180056,,,457.5956543,17602.32471,0.945925303,3,,,,,
2025-01-06,GBR,IOS,Sportsbetting,Statics,1.095327667,18.66605098,0.0741138962,184.1243922,158.3536833,31655.21409,0.658596545,3,,,,,
2025-01-27,BRA,ANDROID,RMG,Video,4.3481964,1.894137733,,,13.7837276,41935.48627,1,5,,,,,
