utc_week,country,os,vertical,creative_format,cpm,cpi,ftd_rate,cftd,avg_user_spend,gross_spend_usd,spend_share,unique_bundle_count,,https://moloco.looker.com/explore/ads_bpd_china/fact_dsp_all_joined?qid=kwWfa0cZQn2kEMQOesyzK6,,,WITH main as (WITH fact_dsp_creative AS (
2025-04-28,USA,IOS,RMG,Playables,57.47170093,19.57022013,0,,249.7502748,168344.2941,0.349910649,15,,,,,COUNT(DISTINCT fact_dsp_creative_product_app_market_bundle) AS unique_bundle_count
2025-06-23,USA,ANDROID,RMG,Video,79.59928381,24.54989685,0.0701704093,874.3591621,300.4517863,596515.7077,0.788826147,42,,,,,"--dense_rank() over (partition by utc_week,country,os,vertical order by gross_spend_usd desc) as rnk"
2025-01-13,USA,IOS,RMG,Statics,0.383488182,22.02269482,0.09983629816,293.401603,402.5936084,511413.336,0.408978949,33,,,,,From cohort2
2025-04-21,GBR,IOS,RMG,Playables,50.08497833,18.07529436,0,,238.7757508,17594.02424,0.5105805,3,,,,,"group by 1,2,3,4,5"
2025-07-14,USA,IOS,RMG,Statics,1.162660759,26.76878754,0.04363387598,955.8707121,273.4505769,311040.202,0.318613828,29,,,,,--where gross_spend_usd > 5000
2025-03-10,USA,ANDROID,RMG,Video,72.69798843,141.7234284,0.07645530146,684.7353158,226.4962056,863657.4458,0.811354499,47,,,,,)
2025-07-14,USA,IOS,RMG,Video,37.85978038,29.85585333,0.08537663703,487.6733088,343.0282088,1122431.704,0.66207907,42,,,,,Select c4.*
2024-10-07,PHL,ANDROID,RMG,Video,2.483787333,0.479794048,,,7.143887425,6913.902718,1,3,,,,,from cohort4 c4
2024-08-05,USA,IOS,RMG,Statics,0.379837714,19.04816985,0.08843928391,377.8966744,231.3186029,276283.6743,0.485581763,28,,,,,where c4.unique_bundle_count >= 3
2024-11-18,GBR,IOS,RMG,Statics,0.76352025,25.26392023,0.07027241277,280.9247551,284.7253362,87763.8893,0.693616576,12,,,,,
2024-12-09,USA,IOS,RMG,Statics,0.413371571,28.07538235,0.0516670411,886.5910725,326.3790081,321396.5906,0.551155752,28,,,,,
2025-02-03,USA,ANDROID,RMG,Video,67.33559089,16.25189976,0.09079457407,676.070538,215.7143581,682186.5103,0.837663244,37,,,,,
2025-02-24,USA,ANDROID,RMG,Statics,2.28292355,12.54087015,0.04166666667,1327.865141,197.0761976,92163.67747,0.25131498,20,,,,,
2025-05-26,USA,ANDROID,RMG,Playables,91.98742907,12.03316837,0,,120.548319,71887.11327,0.297510436,15,,,,,
2024-11-11,GBR,IOS,RMG,Video,21.51342585,39.32384143,0.08851392167,510.3268537,416.5171166,75064.5447,0.420153829,13,,,,,
2025-01-06,USA,IOS,RMG,Statics,0.438336625,20.94472574,0.08402910425,605.9585888,304.6077384,527884.6186,0.457644995,32,,,,,
2024-08-26,PHL,ANDROID,RMG,Video,3.271551,0.668840369,,,8.177936321,9941.126167,0.810825207,3,,,,,
2025-06-09,USA,ANDROID,RMG,Statics,3.972718737,18.01387708,0.01704545455,1095.583465,597.6011326,83162.95354,0.208520283,19,,,,,
2025-07-21,CAN,IOS,RMG,Statics,0.3846742,42.33690599,0.01237623762,949.3352081,842.2463923,20958.35814,0.686589147,5,,,,,
2025-08-18,GBR,IOS,RMG,Statics,0.753867455,39.8704775,0.1282971975,224.4154785,298.5547485,90415.96937,0.510049448,11,,,,,
2025-02-17,GBR,IOS,RMG,Statics,0.489421167,31.19215571,0.09169328026,197.739086,193.8396399,68375.2202,0.476139257,12,,,,,
2025-07-28,USA,IOS,RMG,Video,36.61507568,30.74727135,0.1041461678,475.8571517,307.8157009,1070177.576,0.688870823,37,,,,,
2025-08-25,USA,IOS,Sportsbetting,Statics,0.83299175,60.57200261,0.01433691756,575.9013783,671.2317348,65565.16371,0.562688494,4,,,,,
2025-02-03,USA,IOS,RMG,Video,44.17514393,29.89429201,0.1198654859,629.3504973,374.3735813,1811026.456,0.709117315,41,,,,,
2025-06-16,USA,ANDROID,RMG,Statics,3.4199863,21.17982223,0.006944444444,4776.30198,385.5492583,78590.83382,0.201492611,20,,,,,
2024-09-09,GBR,ANDROID,RMG,Video,24.16222382,25.11874017,0.1316780141,223.4720141,267.2940061,52655.87964,0.896878308,11,,,,,
2025-01-13,USA,IOS,RMG,Video,31.22092678,26.90497058,0.1255104909,637.2614192,627.8409513,1652807.561,0.710301874,40,,,,,
2024-10-28,USA,ANDROID,RMG,Statics,3.255285571,18.263582,0.009615384615,10643.02181,609.5237809,111856.4988,0.179055987,21,,,,,
2025-03-03,USA,IOS,RMG,Video,51.37207263,26.69121124,0.1059041184,574.5141828,310.8612884,1614171.301,0.613061122,41,,,,,
2025-06-23,GBR,IOS,RMG,Playables,32.970322,18.23010469,0,,160.0470822,28745.00334,0.917436094,3,,,,,
2024-08-26,CAN,IOS,RMG,Video,27.7498886,58.8111079,0.05835294118,1015.95089,458.3778411,47774.45491,0.74632011,5,,,,,
2025-03-10,GBR,IOS,RMG,Statics,0.536855385,33.40977493,0.07670375768,179.9504826,215.9047853,85628.85948,0.570015826,13,,,,,
2025-06-09,USA,IOS,RMG,Video,59.94703639,42.34491719,0.04722051408,1008.979075,581.0801379,1263821.137,0.678847316,44,,,,,
2024-11-18,USA,IOS,Sportsbetting,Statics,0.9459846,30.85283922,0.09680515563,158.9979975,179.1521065,148488.2747,0.449800431,5,,,,,
2025-06-30,USA,ANDROID,RMG,Video,79.5718729,22.93110575,0.06645482177,634.7420951,291.8706101,473251.7396,0.803732376,39,,,,,
2025-07-21,GBR,IOS,Sportsbetting,Statics,1.224213667,28.53075657,0.05513655106,195.3729342,298.8322019,47981.13281,0.569721042,3,,,,,
2024-08-12,USA,ANDROID,RMG,Video,60.34719271,13.58857562,0.05665030924,602.323498,224.1664107,649931.655,0.926398252,45,,,,,
2024-11-18,USA,ANDROID,RMG,Statics,3.378708609,13.96288614,0.02702702703,1224.396537,157.5546409,99740.15339,0.164295882,23,,,,,
2024-09-16,DEU,ANDROID,RMG,Video,27.14511433,9.615872309,,,227.3426379,8614.571072,1,3,,,,,
2025-02-24,USA,IOS,RMG,Statics,0.601277406,27.52965918,0.1058343124,590.0394383,301.7482627,614263.981,0.444985931,32,,,,,
2025-06-16,GBR,ANDROID,RMG,Video,37.27106944,45.78464159,0.128957801,604.23938,396.8563539,93916.32337,0.820778199,16,,,,,
2025-07-07,CAN,IOS,RMG,Video,26.7181585,38.31741516,0,,278.4196481,10489.59821,0.722274256,4,,,,,
2025-08-18,CAN,IOS,RMG,Video,36.20173283,65.28804871,0.1101946413,723.1164173,691.9045189,34121.67533,0.76336242,6,,,,,
2025-01-13,GBR,ANDROID,RMG,Video,13.17279325,12.65538523,0.02886247878,242.7761489,163.1547505,23840.52998,0.963056203,4,,,,,
2025-05-19,DEU,ANDROID,RMG,Video,36.328452,13.29820775,0,,192.8564864,19670.17669,1,5,,,,,
2025-06-16,CAN,IOS,RMG,Video,28.272996,74.2244111,0.04233083939,1383.462033,1028.081716,49328.62259,0.987965383,4,,,,,
2024-08-26,USA,IOS,RMG,Statics,0.538041125,19.32028643,0.09065718204,355.817948,267.0068418,441511.2007,0.467906997,32,,,,,
2024-09-02,CAN,ANDROID,RMG,Video,32.10830986,26.49312386,0.0625,1083.768922,368.4048445,29944.37533,0.987021628,7,,,,,
2024-11-25,BRA,ANDROID,RMG,Video,12.09837667,2.595933927,,,27.66767255,89772.81983,1,6,,,,,
2025-06-09,DEU,ANDROID,RMG,Video,34.68347414,18.45100123,0,,311.7264818,65245.03713,0.983302982,7,,,,,
2025-01-27,GBR,IOS,RMG,Video,13.31010118,32.78430314,0.1156265387,240.6847744,222.2512562,82620.11814,0.525998094,11,,,,,
2025-04-21,GBR,IOS,RMG,Video,21.43149108,40.28286231,0.1187450653,491.8912849,386.6266276,95101.17615,0.50042317,13,,,,,
2024-08-19,USA,ANDROID,RMG,Statics,2.310760353,24.49823493,0.07702182285,1267.262924,264.886947,73062.14913,0.203001926,17,,,,,
2024-09-16,USA,ANDROID,RMG,Statics,2.513849882,18.73040785,0.1003787879,888.4970027,199.6459737,103030.943,0.148690264,17,,,,,
2025-02-03,USA,IOS,RMG,Playables,55.23100027,16.7514926,0,,259.9312393,117426.641,0.2942028,11,,,,,
2025-03-17,USA,IOS,RMG,Statics,0.389476371,26.95929276,0.03757717692,272.4557236,357.5938397,576573.7978,0.448252541,35,,,,,
2025-08-04,USA,IOS,RMG,Statics,1.219655154,32.66843558,0.03837942953,332.1184394,315.7419158,335039.7903,0.304704614,26,,,,,
2024-09-30,GBR,ANDROID,RMG,Video,25.02317169,26.04530284,0.1512384551,199.7263934,213.6663118,45053.12471,0.797206409,13,,,,,
2024-10-28,USA,IOS,RMG,Statics,0.501891,25.83988457,0.07088491782,883.0932693,353.9964784,395435.2364,0.49317213,25,,,,,
2024-08-26,CAN,ANDROID,RMG,Video,29.8779395,61.59633766,0.03125,3498.893431,1220.441932,22962.51673,1,4,,,,,
2025-03-03,USA,IOS,RMG,Playables,60.29263093,19.66668604,0,,251.6937589,234559.209,0.260288338,14,,,,,
2024-09-30,DEU,IOS,RMG,Video,33.14542075,18.93063681,,,337.1632488,33086.20216,0.89184105,4,,,,,
2025-03-03,USA,IOS,Sportsbetting,Statics,0.75490125,43.19493849,0.01302844988,411.6387902,327.2148766,184483.5411,0.567512843,4,,,,,
2025-08-25,GBR,IOS,RMG,Video,29.9425237,67.10823111,0.1142458641,777.951307,686.8815652,43697.42977,0.668705062,10,,,,,
2024-09-09,GBR,IOS,RMG,Statics,0.339534625,21.03914063,0.1107959027,139.990096,172.1907097,102400.6707,0.685847966,8,,,,,
2024-10-21,USA,IOS,Sportsbetting,Statics,0.756441,13.1096749,0.09389944478,108.3411947,93.20287265,97699.16707,0.524996272,4,,,,,
2025-04-14,DEU,ANDROID,RMG,Video,35.9815024,14.60696716,,,622.3163161,26435.11068,1,5,,,,,
2024-12-09,GBR,IOS,RMG,Video,16.04067992,34.52278957,0.08072854335,341.096204,309.789075,86779.39418,0.463843575,13,,,,,
2024-08-19,USA,IOS,RMG,Statics,0.569149731,20.26079633,0.1069588668,483.3308043,267.8106113,344041.1126,0.446923353,26,,,,,
2025-08-11,CAN,IOS,RMG,Statics,0.51796775,58.39746778,0.004237288136,1805.335138,904.7866139,17985.78521,0.57581884,4,,,,,
2025-08-04,GBR,IOS,RMG,Video,24.16794825,44.11344376,0.155139126,218.9592957,259.6567996,115081.3202,0.594246126,12,,,,,
2025-01-27,CAN,IOS,RMG,Video,13.27881267,50.80667741,0.05691523884,964.5302437,479.7151447,69278.24483,0.813446744,6,,,,,
2024-12-23,USA,IOS,RMG,Video,35.44413072,31.13301426,0.1338047658,727.9747353,274.755163,1325403.5,0.73713339,36,,,,,
2024-08-05,USA,IOS,RMG,Video,38.84611854,22.15793281,0.08925158811,654.7172574,274.8023914,1077701.893,0.755224697,37,,,,,
2025-03-17,USA,ANDROID,RMG,Playables,81.3959105,20.93885792,0,,179.7033832,82303.77272,0.283671132,10,,,,,
2025-05-19,USA,IOS,RMG,Statics,1.329597892,28.80859658,0.03991965586,589.50917,357.8507319,525727.229,0.398757347,37,,,,,
2024-09-09,USA,ANDROID,RMG,Statics,2.64611315,18.55133481,0.1112655087,943.3618443,228.2461097,103520.6303,0.156283269,20,,,,,
2024-09-30,USA,IOS,RMG,Video,43.194155,26.0684256,0.1237204844,479.2612777,293.1610675,1197872.775,0.713351862,41,,,,,
2024-10-07,USA,ANDROID,RMG,Statics,2.863982,14.99511016,0.05405405405,1748.322106,220.7738317,96572.84808,0.145695168,17,,,,,
2025-05-12,USA,ANDROID,RMG,Video,72.65092049,21.27462482,0.07744481544,694.0426725,218.3524678,885121.3526,0.806827802,55,,,,,
2025-02-03,CAN,IOS,RMG,Statics,0.4730625,53.55399374,0.03333333333,738.3298227,486.9389041,18141.33485,0.420519381,4,,,,,
2025-02-10,USA,IOS,RMG,Statics,0.776123226,23.54492083,0.07645234836,946.963862,320.2582166,527924.488,0.332833556,31,,,,,
2025-04-07,USA,ANDROID,RMG,Playables,82.204552,19.800443,0,,251.4720125,56086.53391,0.232634294,11,,,,,
2025-06-02,GBR,IOS,RMG,Statics,0.669550083,17.46234364,0.1027480264,143.6735369,158.8845465,95540.44307,0.566216771,12,,,,,
2025-06-02,GBR,IOS,RMG,Playables,39.96296975,16.81833045,0,,169.1063089,35802.14573,0.942214267,4,,,,,
2025-06-23,GBR,IOS,RMG,Video,23.15304609,38.01146799,0.1448684494,276.7892329,248.7954382,82563.70387,0.498440387,11,,,,,
2025-05-19,USA,IOS,RMG,Playables,54.0633355,17.59282712,0,,299.0883134,167483.7759,0.426371411,14,,,,,
2025-06-16,GBR,IOS,RMG,Statics,0.7917,21.24018061,0.1158244599,184.2575329,192.9558351,100541.0001,0.598461325,11,,,,,
2024-09-16,USA,IOS,RMG,Statics,0.430919,22.56838017,0.09604679392,210.1110146,222.2225311,339391.4978,0.489621349,27,,,,,
2025-02-10,GBR,IOS,Sportsbetting,Statics,1.172488667,18.10622138,0.07914811565,176.9366877,209.6978153,45273.66597,0.70426301,3,,,,,
2025-04-07,DEU,ANDROID,RMG,Video,43.803072,16.81745193,,,356.785611,19680.5354,1,4,,,,,
2025-05-26,GBR,IOS,RMG,Playables,37.82620775,16.9543007,0,,183.9461974,35296.91625,0.930695358,4,,,,,
2025-06-23,USA,ANDROID,RMG,Statics,3.7713631,17.97570564,0.01666666667,2528.779474,310.1682885,57334.02171,0.166834697,20,,,,,
2024-09-02,GBR,ANDROID,RMG,Video,26.30856991,24.64222874,0.1445403774,172.4248503,176.6750527,62158.47935,0.904434023,11,,,,,
2025-06-02,GBR,IOS,RMG,Video,23.32143192,43.26945199,0.1031929335,338.3994938,262.7624972,81123.74737,0.572041668,13,,,,,
2024-09-23,USA,IOS,RMG,Video,44.94475792,25.23063704,0.1343513111,922.6234853,314.93892,1038115.928,0.745251325,39,,,,,
2024-10-07,USA,IOS,RMG,Statics,0.409214533,23.90381971,0.08645976104,455.141081,333.6177412,337980.7258,0.511984124,30,,,,,
2024-10-07,CAN,IOS,RMG,Video,23.4328295,46.89811474,0.02957953543,3803.531322,563.9573411,44215.03774,0.840633875,4,,,,,
2025-05-19,GBR,IOS,RMG,Playables,35.63158825,18.31482418,0,,188.7094203,30845.76003,0.915367009,4,,,,,
2025-06-09,USA,ANDROID,RMG,Playables,94.48020154,14.92765,0,,220.0164561,55835.54289,0.284856092,13,,,,,
2025-07-07,GBR,IOS,RMG,Statics,0.886553556,29.06708648,0.1073394343,219.1958731,312.2642825,117769.6478,0.526907442,9,,,,,
2024-10-28,USA,IOS,RMG,Playables,64.86898869,31.9664827,0.06175734834,1272.123744,376.8009728,102035.0487,0.326746028,13,,,,,
2024-09-09,AUS,ANDROID,RMG,Video,34.2141315,9.850021129,0,,333.992826,9115.121303,1,4,,,,,
2024-10-14,BRA,ANDROID,RMG,Video,12.3666292,2.451233056,,,19.00143386,43491.98383,0.948545853,5,,,,,
2025-06-30,USA,IOS,Sportsbetting,Video,19.990793,63.72320634,0.0351758794,974.645825,500.3019129,191646.8421,0.69917116,4,,,,,
2024-10-14,GBR,IOS,RMG,Statics,0.162778571,20.12594488,0.03723404255,57.76132181,116.4088058,22299.67526,0.661701118,7,,,,,
2025-02-17,USA,ANDROID,RMG,Playables,104.6086903,10.5568426,0,,117.6877712,40807.36774,0.352774704,6,,,,,
2025-08-18,USA,IOS,RMG,Statics,1.221006435,29.97837448,0.06864702176,970.1581937,335.1806503,313205.0042,0.288106681,23,,,,,
2024-09-23,BRA,ANDROID,RMG,Video,11.04096157,2.579604539,,,22.30820814,58922.84162,1,7,,,,,
2024-12-09,GBR,IOS,RMG,Statics,0.5689275,26.94102578,0.09088958116,167.6013109,166.2270503,66860.78941,0.574951109,12,,,,,
2025-07-07,CAN,IOS,RMG,Statics,0.40777825,24.47308273,0.01578947368,593.8840728,362.9419065,12786.53656,0.777725744,4,,,,,
2024-08-26,USA,ANDROID,RMG,Video,66.47479598,16.2704276,0.04386129094,699.1800201,223.2260562,789217.7297,0.904333977,50,,,,,
2025-04-28,GBR,IOS,RMG,Video,22.74460446,42.31200469,0.1283525549,296.2032697,278.6797036,101417.4706,0.562354802,13,,,,,
2024-08-12,USA,ANDROID,RMG,Statics,2.117389929,23.09132496,0.1084848485,1115.360476,327.5584888,55983.77543,0.177971152,14,,,,,
2025-03-31,USA,IOS,RMG,Playables,67.62744427,16.41758136,0,,212.6266306,176726.0085,0.326713882,15,,,,,
2024-07-29,GBR,ANDROID,RMG,Video,21.7520605,27.10230126,0.1618308177,187.9884324,204.6271018,16132.93941,0.928516273,8,,,,,
2025-06-02,CAN,ANDROID,RMG,Video,36.77790757,49.71054026,0.1290322581,1008.562744,452.5310822,36887.60678,0.981164333,7,,,,,
2025-08-25,USA,IOS,RMG,Statics,0.505012789,28.76162361,0.03630263883,1302.904562,407.8084994,140189.0094,0.313336148,19,,,,,
2025-01-13,BRA,ANDROID,RMG,Video,3.9679585,1.457751265,,,11.29515065,52533.55177,0.989737915,6,,,,,
2024-11-25,GBR,IOS,RMG,Statics,0.622719083,24.75663347,0.08397343317,182.5923405,241.3911971,73204.39951,0.657017964,12,,,,,
2025-06-02,USA,IOS,Sportsbetting,Video,17.9450072,55.16706082,0.05932860243,484.2725513,376.418707,231584.7735,0.69592485,5,,,,,
2025-02-03,USA,ANDROID,RMG,Playables,97.13147717,10.46212327,0,,96.70431205,26384.84994,0.32941171,6,,,,,
2025-05-19,CAN,IOS,RMG,Video,29.171143,38.4063308,0.01129943503,1393.516407,612.3455278,54932.86249,1,4,,,,,
2025-07-21,USA,ANDROID,RMG,Playables,88.63005554,19.2574314,0.05478513953,769.3358786,221.045544,80257.95819,0.416766952,13,,,,,
2024-07-29,USA,IOS,RMG,Statics,0.418664958,21.12133277,0.0849208013,403.3424477,211.6811384,147560.1251,0.520638789,24,,,,,
2024-11-11,USA,IOS,Sportsbetting,Statics,0.564046,12.80311931,0.09427032604,55.72694669,64.93996648,85269.77432,0.487771395,4,,,,,
2025-03-10,USA,IOS,Sportsbetting,Statics,0.6245185,33.43097245,0.01555500249,330.8587431,300.1384463,162727.2228,0.496572731,4,,,,,
2025-07-14,USA,IOS,Sportsbetting,Statics,0.6934335,33.51102408,0.007639726578,577.5706519,216.938133,105474.8101,0.550092616,4,,,,,
2024-09-02,USA,IOS,RMG,Statics,0.441392963,23.96809412,0.07335367821,304.6177999,355.6158449,423736.5859,0.508444087,27,,,,,
2024-09-02,DEU,IOS,RMG,Video,18.707149,21.09335556,,,276.2867363,27221.67425,0.808546873,3,,,,,
2025-05-05,USA,IOS,Sportsbetting,Statics,0.5351105,54.51314146,0.03810461192,181.2904299,306.4199531,153495.4528,0.364620114,4,,,,,
2024-09-09,USA,IOS,Sportsbetting,Video,27.13339125,45.31568288,0.0898331564,409.6077177,277.8680121,505812.0252,0.776795295,4,,,,,
2024-09-09,USA,IOS,Sportsbetting,Statics,0.8552125,18.78414775,0.1224579931,190.2740189,181.5918727,135777.5733,0.467567436,4,,,,,
2024-11-25,GBR,IOS,Sportsbetting,Video,8.68568,43.91865528,0.080634278,224.7976647,224.7976647,16139.53481,0.500208118,3,,,,,
2024-11-25,GBR,IOS,Sportsbetting,Statics,1.754456333,15.53181784,0.08730386113,204.4508065,151.6753473,45930.36269,0.833125215,3,,,,,
2024-12-16,GBR,ANDROID,RMG,Video,15.096973,10.41486181,0.02220274613,190.8200116,239.8464401,32054.34966,0.865792024,5,,,,,
2025-04-21,GBR,ANDROID,RMG,Video,30.22654546,16.84387276,0.03416666667,143.7627118,201.4352384,84800.28433,0.930421076,13,,,,,
2025-06-23,USA,ANDROID,RMG,Playables,85.51737863,13.76554999,0.02941176471,873.9526641,168.2829731,73662.65182,0.345787992,16,,,,,
2024-09-30,GBR,ANDROID,RMG,Statics,0.601435667,31.13467949,0.1802898551,219.4830611,223.9582223,4477.223071,0.459414618,3,,,,,
2025-03-17,USA,IOS,RMG,Playables,54.19943771,17.76886578,0,,205.7013128,228283.591,0.24004713,17,,,,,
2025-04-28,GBR,ANDROID,RMG,Statics,0.379997333,27.12289987,0.01149425287,700.6326478,520.1961019,5388.083339,0.301114981,3,,,,,
2024-12-30,USA,ANDROID,RMG,Video,67.17156423,17.35814879,0.04042737394,1626.899543,254.4983082,616136.2836,0.802751357,39,,,,,
2025-08-25,USA,ANDROID,RMG,Statics,2.486213875,32.40659474,0.01136363636,6576.494816,642.1534272,17460.54745,0.230115616,8,,,,,
2024-08-19,CAN,IOS,RMG,Video,22.41234525,38.17272744,0.03420479303,1109.321516,431.5125437,39702.93331,0.837059089,4,,,,,
2024-10-07,USA,ANDROID,RMG,Playables,143.4767877,18.96024836,0.03355704698,690.0316012,224.1009162,108100.0001,0.343186581,10,,,,,
2025-03-10,GBR,ANDROID,RMG,Video,31.370895,17.55073764,0.04326923077,95.94927733,418.9136711,25956.11775,1,6,,,,,
2024-10-14,AUS,ANDROID,RMG,Video,27.46483067,12.3797903,0,,325.7802705,4324.52419,1,3,,,,,
2025-07-21,CAN,ANDROID,RMG,Video,34.97213925,35.48186577,,,705.2666455,12682.4104,0.870777671,4,,,,,
2024-09-23,CAN,ANDROID,RMG,Video,30.655475,36.93296995,0.04615384615,1552.571776,491.1595117,20680.62341,0.976997091,5,,,,,
2025-04-07,GBR,IOS,RMG,Statics,0.587653,39.71780218,0.0942239539,197.0622567,247.669031,76755.05163,0.519140094,11,,,,,
2025-04-07,USA,IOS,Sportsbetting,Video,20.159299,84.67844814,0.03937269125,631.4439071,473.2539829,360898.0858,0.593381465,5,,,,,
2024-09-30,CAN,ANDROID,RMG,Video,33.09823425,37.85199308,0.05319148936,1047.265493,475.6415204,20429.50975,0.973884344,4,,,,,
2024-12-09,GBR,ANDROID,RMG,Video,17.93854317,10.43487998,0.01645390071,245.6885383,223.3945134,37544.75459,0.890909651,6,,,,,
2024-10-07,CAN,ANDROID,RMG,Video,37.3482685,44.99596358,0.05376344086,1284.734625,888.5919449,22761.82918,0.98073159,4,,,,,
2024-09-16,GBR,IOS,RMG,Statics,0.320292125,21.3935989,0.1188210942,139.8306493,165.5275521,104877.6731,0.682036148,8,,,,,
2025-05-19,CAN,ANDROID,RMG,Video,26.80193625,41.05881525,,,261.7921441,18749.18797,0.953978561,4,,,,,
2025-05-26,AUS,ANDROID,RMG,Video,30.238344,9.245386135,,,108.0117822,13986.8866,0.964249318,3,,,,,
2025-06-09,GBR,IOS,RMG,Statics,0.711765917,21.56580045,0.1018890037,150.9703165,142.8052676,96461.41143,0.583375634,12,,,,,
2025-06-30,USA,ANDROID,RMG,Statics,3.490227632,14.65207311,0.03401360544,837.7170738,252.6181842,51156.80427,0.164656559,19,,,,,
2025-07-14,GBR,IOS,RMG,Statics,0.906065222,28.44650196,0.09512005404,286.2221952,270.4400187,124774.2513,0.512396472,9,,,,,
2025-07-07,CAN,ANDROID,RMG,Video,35.36038467,44.13379728,,,382.2105963,13046.25074,0.910647429,3,,,,,
2024-12-02,GBR,IOS,RMG,Statics,0.523070833,21.33635792,0.09061607606,135.3670302,180.4531875,66547.43824,0.559145976,12,,,,,
2024-12-23,CAN,IOS,RMG,Video,14.77277225,67.7051351,0.04761904762,1168.747068,557.4995179,57205.90623,0.932647916,4,,,,,
2024-12-30,CAN,IOS,RMG,Video,14.60603,63.09035327,0.0410905415,2359.094405,1380.722308,66681.04319,0.846525276,5,,,,,
2025-05-12,USA,IOS,RMG,Playables,47.91362959,19.97433632,0,,319.3170031,213836.2474,0.302410422,17,,,,,
2025-08-04,DEU,IOS,RMG,Video,22.83543067,22.99618995,0,,282.5528577,8399.92598,0.888501249,3,,,,,
2024-08-12,GBR,IOS,RMG,Playables,15.861231,22.78933106,0,,239.2684189,21457.67981,0.626945125,3,,,,,
2025-08-18,USA,ANDROID,RMG,Video,68.85910805,19.08056318,0.06336151516,784.7191046,280.6037798,598980.2432,0.79348951,38,,,,,
2025-03-31,GBR,ANDROID,RMG,Video,24.28692157,16.83741239,0.08134920635,60.74879795,250.632256,28646.06655,1,7,,,,,
2024-11-18,USA,ANDROID,RMG,Playables,124.3582291,22.70735003,0.03644206455,1690.867485,383.5138857,82779.80386,0.264491985,14,,,,,
2024-12-23,USA,IOS,RMG,Playables,40.99930683,25.7959596,0.07234042553,703.6149522,224.9380562,170863.4739,0.299512513,12,,,,,
2025-07-21,GBR,IOS,RMG,Statics,0.753608083,46.81939937,0.103209518,214.0701014,342.4958641,109414.5701,0.513649286,12,,,,,
2024-09-23,USA,ANDROID,RMG,Playables,135.2422446,21.63449193,0.08107448107,797.8574066,272.4028695,84396.255,0.283986503,10,,,,,
2024-08-05,DEU,IOS,RMG,Video,23.2341636,22.0726657,,,225.7258847,38507.99473,0.626418864,5,,,,,
2025-05-05,GBR,IOS,RMG,Playables,39.101043,17.33637872,0,,171.4979566,19188.55508,0.897726424,3,,,,,
2025-08-25,USA,IOS,RMG,Video,46.99426921,38.90692885,0.08451086547,1103.831923,538.7608367,477492.9592,0.736023703,33,,,,,
2024-11-11,USA,ANDROID,RMG,Playables,123.2555022,27.5368741,0.05309675704,1561.638542,368.2246121,113260.4807,0.336780501,14,,,,,
2024-10-28,CAN,IOS,RMG,Video,27.6752875,64.43160848,0.05708601163,1354.965875,542.8279261,40874.85975,0.864605571,4,,,,,
2024-11-04,BRA,ANDROID,RMG,Video,14.8057925,3.559329863,,,21.08058285,51242.4087,0.986749572,4,,,,,
2025-02-03,USA,IOS,Sportsbetting,Statics,2.255457,24.56257336,0.08831765861,97.81284311,145.262874,471992.7976,0.417956985,5,,,,,
2024-10-14,GBR,IOS,RMG,Video,23.9402798,23.0555511,0.01092896175,502.1105765,275.5621061,38242.92294,0.565028353,5,,,,,
2025-01-13,USA,ANDROID,RMG,Statics,2.002096684,10.29721714,0.1310035842,413.8573395,179.6474622,69440.74092,0.266736816,19,,,,,
2025-06-02,USA,ANDROID,RMG,Statics,3.423526421,16.74884296,0.02,1039.824021,251.2745714,87121.16701,0.196410015,19,,,,,
2025-07-14,USA,IOS,RMG,Playables,69.0010546,55.33536993,0.1145901639,1446.267103,532.2465397,209094.7039,0.396858538,15,,,,,
2024-10-21,CAN,IOS,RMG,Statics,0.694100667,88.46730767,0.05747126437,329.1062291,317.0372632,6293.076419,0.519544683,3,,,,,
2024-11-25,USA,ANDROID,RMG,Playables,141.5390261,20.81031696,0.06198347107,469.8058181,198.7248006,97388.8621,0.271325702,14,,,,,
2025-03-03,BRA,ANDROID,RMG,Video,8.6869452,2.928753266,,,62.22575877,40235.01571,0.983165518,5,,,,,
2025-03-17,CAN,IOS,RMG,Video,20.64801817,60.35789676,0.05410082278,1244.559974,843.1543588,94399.35022,0.767856816,6,,,,,
2025-03-31,USA,ANDROID,RMG,Playables,74.3355211,14.76031277,0,,192.9373962,59770.65106,0.250137264,10,,,,,
2024-11-11,USA,IOS,RMG,Statics,0.4347175,22.16031314,0.07263824897,682.5197998,275.9327772,330869.1218,0.457269658,28,,,,,
2025-02-24,USA,IOS,RMG,Video,51.36429429,26.50684317,0.1111065883,521.1263904,288.9684844,1677032.427,0.701499058,41,,,,,
2025-08-18,DEU,ANDROID,RMG,Video,25.8761276,14.11241153,0,,335.922423,30275.53528,0.878296374,5,,,,,
2025-06-09,GBR,IOS,RMG,Playables,39.60033625,17.34906131,0,,224.9442146,29735.80115,0.942812864,4,,,,,
2024-11-25,USA,ANDROID,RMG,Statics,3.212086391,15.01056317,0.01234567901,3552.524519,271.9439139,94027.8834,0.183906913,23,,,,,
2025-01-13,GBR,IOS,RMG,Statics,0.43725675,22.77939756,0.07085830846,154.1543156,174.3998817,60893.93708,0.563332582,12,,,,,
