date_utc,os,format_type,sub_genre,n_apps,cpm_bm,ctr_bm,ipm_bm,cvr_bm,i2a_bm,cpa_bm,cpi_bm,cpftd_bm,cohort_imp,cohort_clk,cohort_ins,cohort_act,cohort_spend,cpm_weighted,cpi_weighted,cpftd_weighted,format_spend_share
2024-08-27,ANDROID,All,Sportsbetting,5,$4.76,4.25%,0.1209671587,0.0002692677952,0.05844155844,393.6541418,39.37423441,393.6541418,2353294,84464,391,19,"$11,291.01",4.797959126,28.87725939,594.2636012,1
2024-08-27,IOS,All,Sportsbetting,9,$1.17,0.48%,0.1220743572,0.001212121212,0.09728183119,163.6252467,18.50373073,187.98654,33070184,476853,7496,340,"$55,123.37",1.666860052,7.353704457,162.1275547,1
2024-08-28,ANDROID,All,RMG,6,$13.26,7.21%,0.6668991388,0.0003889955654,0.05082088176,458.652911,19.81782173,497.3159911,973455,58603,783,23,"$10,353.50",10.63583033,13.22286362,450.1522703,1
2024-08-28,IOS,All,RMG,6,$3.23,2.00%,0.04788631329,0.0002204044081,0.1092503987,628.3412287,50.29286509,628.3412287,11910326,145594,581,75,"$18,023.65",1.513279133,31.02176903,240.3153041,1
2024-08-28,ANDROID,All,Sportsbetting,5,$4.41,3.74%,0.1231637136,0.000231857176,0.05882352941,341.7717961,34.44230213,341.7717961,2173436,86095,413,24,"$9,858.83",4.536056498,23.87125542,410.7845204,1
2024-08-28,IOS,All,Sportsbetting,9,$1.09,0.65%,0.1297517907,0.0009375377104,0.09895833333,149.8657379,18.74916515,164.4202312,38252557,546507,8031,385,"$63,036.89",1.647912991,7.84919507,163.7321704,1
2024-08-29,IOS,All,RMG,6,$2.98,2.09%,0.04146585108,0.0003406055309,0.128125,575.9352183,56.21069153,575.9352183,10364325,145745,495,44,"$18,094.57",1.745851099,36.55468323,411.2401863,1
2024-08-29,ANDROID,All,RMG,7,$12.76,5.00%,0.5622069403,0.0005709118362,0.06340650181,268.6399897,18.8179141,404.7665672,879689,54762,726,29,"$10,253.69",11.65604176,14.12354232,353.5755766,1
2024-08-29,ANDROID,All,Sportsbetting,5,$6.08,4.22%,0.154468931,0.0003664261995,0.04651162791,383.2637957,32.7339903,383.2637957,2255343,94255,670,28,"$12,599.46",5.586492596,18.80515966,449.9806061,1
2024-08-29,IOS,All,Sportsbetting,11,$1.33,0.61%,0.1039331423,0.001463057791,0.1179775281,85.28354687,15.139851,121.8802913,44203026,677095,9474,733,"$77,276.48",1.74821688,8.156689485,105.4249334,1
2024-08-30,IOS,All,RMG,6,$2.97,1.87%,0.056112422,0.0002073876675,0.09673659674,765.8288601,59.37352194,765.8288601,19123570,191225,1263,200,"$25,834.71",1.350935687,20.45503815,129.1735659,1
2024-08-30,ANDROID,All,RMG,7,$13.26,7.76%,0.5133347341,0.0002902420619,0.03816793893,422.7494822,19.36257171,507.2993787,1129950,75391,1676,22,"$11,646.39",10.3069933,6.948918303,529.3812307,1
2024-08-30,ANDROID,All,Sportsbetting,5,$6.30,4.15%,0.1519754639,0.0001797402753,0.07317073171,519.4099407,42.65816404,519.4099407,2819274,123449,699,31,"$15,905.38",5.641657361,22.75447484,513.0767069,1
2024-08-30,IOS,All,Sportsbetting,11,$1.47,0.74%,0.1043851551,0.001292381801,0.11875,97.19090099,19.79175806,154.5376962,52305037,859041,8861,751,"$94,734.91",1.811200588,10.69122151,126.145025,1
2024-08-31,IOS,All,RMG,6,$3.65,2.14%,0.05266997394,0.0002161758217,0.07408335003,731.7764489,51.96007668,731.7764489,15679547,175114,718,91,"$23,280.60",1.484775145,32.4242363,255.8307875,1
2024-08-31,ANDROID,All,RMG,7,$12.06,6.01%,0.5125389933,0.0002898172328,0.02570137451,577.5072311,14.23553053,702.6846119,1260848,78141,1060,20,"$11,910.63",9.446521078,11.23644076,595.5313604,1
2024-08-31,ANDROID,All,Sportsbetting,5,$7.06,4.85%,0.1447662734,0.0001128668172,0.02222222222,479.0188197,36.45586453,502.9697607,2944891,151935,746,33,"$18,211.33",6.184042955,24.41197378,551.8585588,1
2024-08-31,IOS,All,Sportsbetting,11,$1.24,0.80%,0.08121050278,0.001284962419,0.1080139373,69.75139156,16.38705966,113.4506454,49527702,1004818,8946,980,"$112,659.71",2.274680715,12.59330523,114.9588863,1
2024-09-01,IOS,All,RMG,6,$3.50,2.08%,0.04703801658,0.0001783546239,0.06737588652,765.0061292,44.13119944,765.0061292,14331932,184442,553,51,"$22,869.74",1.595719114,41.35576462,448.4262321,1
2024-09-01,ANDROID,All,RMG,7,$8.31,2.21%,0.4019855651,0.0005851864237,0.06060606061,156.8511286,12.53223012,336.1095612,1701550,68971,759,34,"$10,943.68",6.431594073,14.41854927,321.8729087,1
2024-09-01,ANDROID,All,Sportsbetting,5,$5.81,3.79%,0.1382104571,0.0002772032326,0.06382978723,364.2946232,26.24894664,364.2946232,2496167,84802,418,24,"$12,094.11",4.845071822,28.93327367,503.9211831,1
2024-09-01,IOS,All,Sportsbetting,11,$1.03,0.60%,0.059866397,0.001098213094,0.1386138614,90.20911747,19.0908499,149.5753046,58313974,740038,9137,578,"$93,687.24",1.606600133,10.25361042,162.0886478,1
