date,country,os,vertical,creative_format,cpm,cpi,ftd_rate,cftd,avg_user_spend,total_gross_spend
2024-09-28,USA,IOS,Sportsbetting,Statics,0.670388,15.98604489,0.1398029613,163.4303562,134.6136276,21977.28778
2024-09-28,USA,ANDROID,RMG,Playables,134.9041283,19.59081511,0.05428571429,1293.077932,330.8902416,14212.08002
2024-09-28,USA,IOS,Sportsbetting,Video,18.48713625,53.09061885,0.115174943,446.7165354,272.5497858,34303.06853
2024-09-28,USA,ANDROID,Sportsbetting,Playables,4.600198,196.2904693,,,,392.5809386
2024-09-28,USA,IOS,RMG,Playables,68.273399,35.4223889,0,,182.6909742,10548.82932
2024-09-28,USA,ANDROID,Sportsbetting,Statics,1.624869,65.54719911,0.1111111111,589.924792,589.924792,589.924792
2024-09-29,USA,ANDROID,Sportsbetting,Video,47.936086,87.19047878,0.1097560976,794.40214,794.40214,7149.61926
2024-09-29,USA,IOS,RMG,Playables,77.41771693,29.21717923,0.03553921569,1054.134024,344.3418202,12116.54939
2024-09-29,USA,ANDROID,RMG,Playables,140.7987067,24.16398575,0.04428341385,1449.965059,419.4429542,16123.92787
2024-09-29,USA,IOS,Sportsbetting,Video,20.0664405,49.14077529,0.08845412074,644.0426967,344.9218792,64690.35921
2024-09-29,USA,ANDROID,Sportsbetting,Statics,2.096396,74.84729029,0.1538461538,486.5073869,486.5073869,973.0147737
2024-09-29,USA,IOS,Sportsbetting,Statics,0.7518715,16.70109103,0.1690470468,143.2940056,116.3933935,25677.97582
2024-09-29,USA,ANDROID,Sportsbetting,Playables,12.018071,150.84281,0.2222222222,678.792645,678.792645,1357.58529
2024-09-29,USA,IOS,RMG,Statics,0.4685659,20.77212212,0.07876854276,212.4672049,182.1329787,56221.81467
2024-09-29,USA,IOS,RMG,Video,47.08300821,24.97169884,0.1317814691,826.2611051,320.612358,164119.2293
2024-09-29,USA,ANDROID,RMG,Statics,2.127847,12.7357967,0.1666666667,167.7620253,88.04910249,14202.79979
2024-09-29,USA,ANDROID,RMG,Video,79.01925219,16.12653744,0.07168831169,565.1004856,173.3759129,127916.7023
2024-09-29,USA,IOS,Sportsbetting,Playables,11.785875,145.5400928,0.1875,776.2138282,776.2138282,4657.282969
2024-09-30,USA,IOS,RMG,Video,48.20703781,25.83766589,0.1430313598,387.3135601,288.8871365,149589.6886
2024-09-30,USA,IOS,Sportsbetting,Playables,4.668158,47.54436503,0.2352941176,202.0635514,269.4180685,808.2542055
2024-09-30,USA,IOS,Sportsbetting,Statics,0.592352,11.79194252,0.1462734673,100.5524451,88.25713322,17983.19953
2024-09-30,USA,IOS,Sportsbetting,Video,19.02029825,41.82648739,0.1038769289,379.4983793,219.4772237,25609.53456
2024-09-30,USA,ANDROID,Sportsbetting,Video,42.410978,48.94770547,0.07692307692,636.3201712,636.3201712,1908.960513
2024-09-30,USA,ANDROID,RMG,Video,75.76462296,16.3432197,0.09379310345,584.1742741,147.394694,117523.513
2024-09-30,USA,IOS,RMG,Statics,0.414740485,29.36911587,0.07633126396,136.4273996,200.0502826,43532.37885
2024-09-30,USA,IOS,RMG,Playables,82.04375013,31.74256333,0.009259259259,2396.312662,387.4731847,11041.43738
2024-09-30,USA,ANDROID,RMG,Playables,133.0798051,21.31472227,0,,146.2681097,13918.90035
2024-09-30,USA,ANDROID,Sportsbetting,Statics,1.527044,120.7148885,0,,,362.1446656
2024-09-30,USA,ANDROID,Sportsbetting,Playables,8.398753,100.3231096,0,,,401.2924382
2024-09-30,USA,ANDROID,RMG,Statics,2.083683968,10.08613236,0.0625,432.9303402,82.30061394,14010.40014
2024-10-01,USA,IOS,Sportsbetting,Video,19.05306175,36.48188895,0.08524590164,371.1842324,219.4194812,14643.94705
2024-10-01,USA,ANDROID,RMG,Video,74.3421514,16.14583513,0.016,961.3424475,179.6609159,112772.244
2024-10-01,USA,IOS,RMG,Playables,83.0001178,32.49820964,0.03987068966,1326.319986,353.757756,10742.42229
2024-10-01,USA,IOS,Sportsbetting,Statics,0.52030075,12.86102839,0.104712813,183.3222675,150.1276154,12091.84479
2024-10-01,USA,ANDROID,RMG,Playables,135.5284079,25.15175998,0.07407407407,187.3868704,144.6891874,14791.90219
2024-10-01,USA,IOS,RMG,Statics,0.415374645,25.86199471,0.1249689008,261.4878007,196.6553614,47056.4878
2024-10-01,USA,IOS,RMG,Video,46.523865,26.25433716,0.09482042405,697.0280344,279.760223,159579.3838
2024-10-01,USA,ANDROID,Sportsbetting,Video,38.612387,25.43757414,0.06896551724,368.844825,368.844825,737.6896499
2024-10-01,USA,ANDROID,Sportsbetting,Statics,1.165,71.73021279,,,,143.4604256
2024-10-01,USA,ANDROID,Sportsbetting,Playables,3.918937,117.8581029,,,,117.8581029
2024-10-01,USA,ANDROID,RMG,Statics,2.160427121,14.94004985,0,,116.8739029,19453.60035
2024-10-01,USA,IOS,Sportsbetting,Playables,5.34161,81.24254374,0,,,649.9403499
2024-10-02,USA,ANDROID,Sportsbetting,Statics,0.948342,220.9911444,1,220.9911444,220.9911444,220.9911444
2024-10-02,USA,ANDROID,RMG,Playables,153.7526791,23.18763705,0.05486111111,924.440201,287.644198,16309.02144
2024-10-02,USA,ANDROID,RMG,Video,78.26043468,16.28766936,0.06638655462,455.6266159,161.6723207,118658.4879
2024-10-02,USA,IOS,RMG,Statics,0.40750797,23.22246991,0.08226956472,159.6736826,204.3865294,52468.0436
2024-10-02,USA,IOS,RMG,Playables,63.61194193,27.81919554,0.0119047619,1690.724823,383.8848931,9062.016696
2024-10-02,USA,IOS,Sportsbetting,Statics,0.567862,18.44788968,0.175,194.8497795,145.4768998,12446.0102
2024-10-02,USA,IOS,Sportsbetting,Video,17.6762055,42.48881096,0.06365113759,774.7344926,429.0753814,11789.37828
2024-10-02,USA,IOS,RMG,Video,41.80003156,25.90796025,0.0738734934,232.174977,220.6941306,162007.2091
2024-10-02,USA,IOS,Sportsbetting,Playables,3.880281,106.7170389,0,,,533.5851946
2024-10-02,USA,ANDROID,Sportsbetting,Playables,2.514932,115.3599092,0,,,115.3599092
2024-10-02,USA,ANDROID,Sportsbetting,Video,29.502314,40.67139816,0.08333333333,488.0567779,488.0567779,488.0567779
2024-10-02,USA,ANDROID,RMG,Statics,2.272390676,10.88536843,0.1666666667,163.6510712,111.4873746,18933.73266
2024-10-03,USA,ANDROID,RMG,Playables,155.9488833,27.62642801,0.07798481712,761.0378477,280.6686773,13945.92136
2024-10-03,USA,IOS,Sportsbetting,Video,19.388751,49.01406369,0.07601784432,554.9138636,317.1950732,29223.67593
2024-10-03,USA,ANDROID,Sportsbetting,Video,37.969546,61.09581182,0.07407407407,824.7934596,824.7934596,1649.586919
2024-10-03,USA,ANDROID,RMG,Video,82.74286638,19.13372676,0.1121212121,713.322425,210.6120146,123594.9225
2024-10-03,USA,IOS,RMG,Playables,65.22910087,29.50738332,0.04563492063,906.2087407,378.4937778,9384.460002
2024-10-03,USA,IOS,RMG,Video,47.0529168,26.25471726,0.1038815679,969.3637527,347.1018405,167895.2682
2024-10-03,USA,IOS,RMG,Statics,0.408951156,24.71631974,0.06413744371,139.8810264,226.448177,52495.92172
2024-10-03,USA,IOS,Sportsbetting,Playables,10.671257,102.9620365,0.1153846154,892.3376493,892.3376493,2677.012948
2024-10-03,USA,IOS,Sportsbetting,Statics,2.2940455,15.57057428,0.08426966292,191.1168743,136.363061,14203.45116
2024-10-03,USA,ANDROID,RMG,Statics,2.332326788,11.17781296,0,,84.73157433,15611.65923
2024-10-03,USA,ANDROID,Sportsbetting,Playables,6.056547,487.885156,0,,,487.885156
2024-10-03,USA,ANDROID,Sportsbetting,Statics,1.232201,52.94202985,0,,,370.594209
2024-10-04,USA,IOS,Sportsbetting,Statics,2.0902005,12.51770447,0.06470588235,201.4978502,138.3415911,13656.82778
2024-10-04,USA,ANDROID,RMG,Video,84.32658891,17.41120828,0.01634615385,2341.835858,279.8938729,130644.4476
2024-10-04,USA,IOS,RMG,Statics,0.390606697,24.3614233,0.06242331605,130.483969,163.1659752,49338.47568
2024-10-04,USA,ANDROID,Sportsbetting,Video,37.958086,31.90315915,0.2580645161,123.6247417,123.6247417,988.9979336
2024-10-04,USA,ANDROID,RMG,Playables,148.4449483,25.6517737,0.08309990663,591.7688874,234.0419755,14111.87278
2024-10-04,USA,IOS,Sportsbetting,Playables,10.082592,114.8150145,0.05,2296.300291,2296.300291,2296.300291
2024-10-04,USA,IOS,RMG,Video,46.41315457,25.4495625,0.1322493746,409.7035847,259.83306,176294.5358
2024-10-04,USA,IOS,Sportsbetting,Video,20.332006,42.57458631,0.08850129199,374.2482404,244.0343808,19095.71676
2024-10-04,USA,ANDROID,Sportsbetting,Statics,0.917742,66.41606503,,,,199.2481951
2024-10-04,USA,ANDROID,Sportsbetting,Playables,3.91066,255.577287,0,,,255.577287
2024-10-04,USA,IOS,RMG,Playables,68.06128456,26.1670871,0,,241.2449496,10072.18716
2024-10-04,USA,ANDROID,RMG,Statics,2.335259529,14.90588355,0.3333333333,111.1552811,96.8990729,16393.22711
2024-10-05,USA,ANDROID,RMG,Video,79.78284924,17.95630382,0.05649867374,842.3059223,190.9193259,133552.3953
2024-10-05,USA,IOS,RMG,Statics,0.401453848,24.90550537,0.1619688375,256.5004216,216.0510352,58522.3832
2024-10-05,USA,ANDROID,RMG,Statics,2.183941182,13.78339864,0.06666666667,345.5917709,113.2666706,17021.84025
2024-10-05,USA,IOS,RMG,Video,45.55055209,27.8427767,0.1453355997,444.1967997,313.9029459,193294.7347
2024-10-05,USA,ANDROID,Sportsbetting,Video,35.186477,60.15746455,0.1081081081,556.456547,556.456547,2225.826188
2024-10-05,USA,IOS,Sportsbetting,Video,21.64944225,52.88503036,0.07566287879,645.5158511,349.5751907,38892.07617
2024-10-05,USA,ANDROID,RMG,Playables,144.4445932,25.79889183,0.03014905149,994.6867075,345.2609915,15971.88562
2024-10-05,USA,IOS,Sportsbetting,Statics,0.814732,19.91446701,0.128440367,294.8574629,187.8104145,17014.07553
2024-10-05,USA,ANDROID,Sportsbetting,Playables,4.795853,215.5712093,,,,431.1424185
2024-10-05,USA,IOS,RMG,Playables,77.68667636,23.40491657,0,,305.1664889,10025.67477
2024-10-05,USA,ANDROID,Sportsbetting,Statics,1.098224,41.69323605,0,,,375.2391245
2024-10-05,USA,IOS,Sportsbetting,Playables,13.178649,114.1644369,0.05555555556,2054.959864,2054.959864,4109.919728
2024-10-06,USA,IOS,RMG,Playables,78.46513053,28.63213249,0.08173076923,620.7200905,286.6838951,10765.06928
2024-10-06,USA,IOS,Sportsbetting,Statics,0.952901,19.26837264,0.1929824561,185.2023231,120.109409,20298.82626
2024-10-06,USA,ANDROID,Sportsbetting,Video,37.707119,74.57359092,0.1568627451,475.4066421,475.4066421,3803.253137
2024-10-06,USA,ANDROID,RMG,Video,78.99322298,17.53892259,0.005208333333,2965.553104,210.2474548,130474.9749
2024-10-06,USA,ANDROID,RMG,Playables,137.6147627,29.37716732,0.05808477237,1328.449639,364.7671199,17344.39689
2024-10-06,USA,IOS,RMG,Video,43.53798598,27.49253916,0.08498819951,544.0644197,262.3931344,190914.3412
2024-10-06,USA,IOS,Sportsbetting,Playables,14.854019,106.2400227,0.05882352941,1806.080385,1806.080385,5418.241156
2024-10-06,USA,ANDROID,RMG,Statics,1.938483364,13.61620548,0.3333333333,116.2148817,98.34295908,14131.29678
2024-10-06,USA,IOS,Sportsbetting,Video,20.5761245,47.86166014,0.07898019855,719.5553372,386.9132073,59293.72735
2024-10-06,USA,IOS,RMG,Statics,0.405409471,23.82698398,0.07773660678,181.7631185,210.5239137,51420.60358
2024-10-06,USA,ANDROID,Sportsbetting,Playables,6.751027,157.7934329,0.75,210.3912438,210.3912438,631.1737315
2024-10-06,USA,ANDROID,Sportsbetting,Statics,1.624239,109.5478626,0.3333333333,328.6435877,328.6435877,657.2871753
2024-10-07,USA,IOS,Sportsbetting,Video,17.86738,42.40511089,0.07204433498,501.3773521,292.8892354,21528.98078
2024-10-07,USA,IOS,RMG,Statics,0.397941059,22.18156773,0.07335286665,104.1898108,204.0321738,50729.66688
2024-10-07,USA,IOS,RMG,Video,40.92281913,26.1854397,0.1584386228,632.6419437,323.620829,186845.7084
2024-10-07,USA,IOS,RMG,Playables,78.13511593,27.44895727,0.06818181818,199.6797669,263.5939081,9394.386634
2024-10-07,USA,IOS,Sportsbetting,Playables,10.314451,56.12608437,0.1333333333,420.9456328,420.9456328,1683.782531
2024-10-07,USA,IOS,Sportsbetting,Statics,2.07354425,14.85803127,0.1055555556,136.2462865,98.56921767,14902.50302
2024-10-07,USA,ANDROID,RMG,Playables,135.0697483,22.39997643,0.0303030303,949.8540012,302.7698908,15635.35632
2024-10-07,USA,ANDROID,RMG,Video,82.75640023,17.0505098,0.05117845118,739.1505128,183.8276086,119835.4669
2024-10-07,USA,ANDROID,RMG,Statics,2.159211594,9.975499508,0.08333333333,385.4307507,99.30306799,13965.53397
2024-10-07,USA,ANDROID,Sportsbetting,Video,43.532719,45.4176858,0.1,454.1768579,454.1768579,1362.530574
2024-10-07,USA,ANDROID,Sportsbetting,Statics,1.090358,28.44429295,0.125,227.5543436,227.5543436,227.5543436
2024-10-07,USA,ANDROID,Sportsbetting,Playables,4.726022,64.43458527,0.3333333333,193.3037558,193.3037558,193.3037558
2024-10-08,USA,IOS,Sportsbetting,Statics,0.610011667,17.4836963,0.1323529412,221.441461,145.8323065,12605.07466
2024-10-08,USA,IOS,RMG,Statics,0.405795441,24.76861129,0.08939185491,93.64107828,213.3964899,56902.16704
2024-10-08,USA,IOS,RMG,Video,42.13243909,28.27742991,0.05816326531,1842.518749,396.7436449,172476.9694
2024-10-08,USA,ANDROID,RMG,Video,82.45890847,17.47126891,0.025,865.1184873,153.7109908,124454.5625
2024-10-08,USA,IOS,Sportsbetting,Video,18.2772935,40.36667573,0.07248280175,418.0467906,248.3865318,10980.60409
2024-10-08,USA,ANDROID,Sportsbetting,Playables,2.078769,71.57617199,,,,71.57617199
2024-10-08,USA,ANDROID,RMG,Statics,2.318567882,12.49122881,0,,78.86955054,16056.05484
2024-10-08,USA,ANDROID,RMG,Playables,135.7354115,21.25190468,0,,157.4472265,13045.99927
2024-10-08,USA,IOS,Sportsbetting,Playables,5.502901,122.2359477,0,,,733.415686
2024-10-08,USA,IOS,RMG,Playables,71.66189577,20.45337534,0,,206.0115169,7881.097653
2024-10-08,USA,ANDROID,Sportsbetting,Video,31.950136,30.18400312,0.3333333333,90.55200937,90.55200937,543.3120562
2024-10-08,USA,ANDROID,Sportsbetting,Statics,0.810564,58.82963761,0.3333333333,176.4889128,176.4889128,176.4889128
2024-10-09,USA,IOS,RMG,Video,43.60266673,28.49557378,0.09128887881,674.734428,331.8486218,156034.863
2024-10-09,USA,IOS,RMG,Statics,0.399329382,23.0450057,0.05036433178,148.3749287,206.0250737,55380.45111
2024-10-09,USA,IOS,Sportsbetting,Statics,0.45653775,16.63936873,0.03947368421,362.5049179,226.3969198,10556.80147
2024-10-09,USA,ANDROID,RMG,Playables,127.0553982,17.34791389,0.025,962.4030664,241.0334355,13809.25876
2024-10-09,USA,ANDROID,RMG,Video,81.12055869,16.16254718,0.1133333333,523.8200246,168.4167868,126953.0949
2024-10-09,USA,IOS,Sportsbetting,Video,19.1006735,49.45162612,0.05294646874,794.469363,440.2236809,11833.39573
2024-10-09,USA,ANDROID,Sportsbetting,Statics,0.818311,86.9381539,,,,260.8144617
2024-10-09,USA,IOS,RMG,Playables,69.30408043,22.64428419,0,,209.324668,7499.324112
2024-10-09,USA,ANDROID,Sportsbetting,Video,33.03263,54.38949654,0,,,707.0634551
2024-10-09,USA,ANDROID,RMG,Statics,2.393196057,14.83586699,0.1666666667,513.9805296,117.4577775,16813.56847
2024-10-09,USA,IOS,Sportsbetting,Playables,6.847184,68.09660973,0.2,340.4830486,340.4830486,1021.449146
2024-10-10,USA,IOS,Sportsbetting,Playables,9.101027,114.2018296,0.05882352941,1941.431103,1941.431103,1941.431103
2024-10-10,USA,ANDROID,RMG,Video,85.09973851,14.98714272,0.09087301587,374.605313,164.6932827,133955.241
2024-10-10,USA,IOS,Sportsbetting,Statics,0.59292875,12.14087063,0.1522944826,129.0453568,102.0226582,12206.26252
2024-10-10,USA,IOS,RMG,Statics,0.409955355,40.5260092,0.197717435,316.7154752,219.648933,55768.10295
2024-10-10,USA,IOS,Sportsbetting,Video,19.8708435,58.47261647,0.08631097396,539.8576295,314.2641478,31665.60425
2024-10-10,USA,ANDROID,RMG,Playables,139.3750113,26.27665689,0.06,333.2425071,190.7510466,15674.10311
2024-10-10,USA,ANDROID,Sportsbetting,Video,43.646892,77.69709999,0.09677419355,802.8700332,802.8700332,2408.6101
2024-10-10,USA,IOS,RMG,Video,49.4932296,32.85296208,0.09304377326,1301.462981,391.7097709,156120.8186
2024-10-10,USA,ANDROID,Sportsbetting,Statics,1.062018,95.23856289,,,,285.7156887
2024-10-10,USA,IOS,RMG,Playables,65.86772842,28.66318118,0,,193.197504,7721.115717
2024-10-10,USA,ANDROID,RMG,Statics,2.447715657,13.88279608,0.5,98.18220905,74.82413586,14252.46417
2024-10-11,USA,ANDROID,RMG,Video,88.95839335,16.85871828,0.03108504399,1031.22103,201.5198227,137442.704
2024-10-11,USA,IOS,RMG,Playables,81.687758,22.68737579,0.04166666667,543.4028197,198.9577037,7325.175826
2024-10-11,USA,IOS,RMG,Statics,0.396155533,23.50546826,0.10888397,270.3456383,225.9383276,39908.94506
2024-10-11,USA,IOS,Sportsbetting,Video,19.34360625,45.25596102,0.0601986249,497.4669392,304.0710108,13139.61201
2024-10-11,USA,ANDROID,Sportsbetting,Video,40.304187,44.5676695,0.1304347826,341.6854662,341.6854662,1025.056398
2024-10-11,USA,IOS,RMG,Video,48.1363881,27.7466269,0.1618973232,635.0907428,320.7657092,117312.2814
2024-10-11,USA,ANDROID,Sportsbetting,Playables,1.799551,73.06536376,1,73.06536376,73.06536376,73.06536376
2024-10-11,USA,IOS,Sportsbetting,Statics,0.50409075,11.81577146,0.1036316948,220.8545768,169.4675074,10373.31741
2024-10-11,USA,ANDROID,RMG,Playables,138.6599437,24.15350492,0,,163.378547,17908.12211
2024-10-11,USA,IOS,Sportsbetting,Playables,6.487388,61.40081185,0,,,859.611366
2024-10-11,USA,ANDROID,RMG,Statics,2.412442471,11.48897513,0,,69.25223563,13645.84377
2024-10-11,USA,ANDROID,Sportsbetting,Statics,0.750697,82.20584194,0.5,164.4116839,164.4116839,164.4116839
2024-10-12,USA,IOS,Sportsbetting,Video,22.005933,44.42960822,0.06270200388,613.6649364,346.8627551,22145.5133
2024-10-12,USA,IOS,RMG,Statics,0.396513889,21.83694715,0.1168831169,271.8800904,200.5411393,38829.29998
2024-10-12,USA,IOS,RMG,Video,45.19673222,30.29014484,0.1374816654,1221.344006,358.2521145,113555.2288
2024-10-12,USA,ANDROID,RMG,Statics,2.115880111,10.58024311,0.1666666667,98.10811267,84.33716502,15977.54272
2024-10-12,USA,ANDROID,RMG,Playables,141.2199259,17.87076712,0.02777777778,900.1996687,225.6805279,18230.8831
2024-10-12,USA,ANDROID,RMG,Video,83.5608071,17.52730832,0.005714285714,2988.178344,211.6660253,139953.9525
2024-10-12,USA,IOS,RMG,Playables,82.16959727,17.96664968,0.09523809524,146.0977901,260.9648971,7767.753528
2024-10-12,USA,ANDROID,Sportsbetting,Video,35.799546,68.54236171,0.2692307692,254.5859149,254.5859149,1782.101404
2024-10-12,USA,IOS,Sportsbetting,Statics,0.5551145,12.70679267,0.1494921972,113.742415,91.41136069,11845.32715
2024-10-12,USA,IOS,Sportsbetting,Playables,7.231903,57.42825413,0.04,1435.706353,1435.706353,1435.706353
2024-10-12,USA,ANDROID,Sportsbetting,Statics,0.971531,104.4344386,0,,,313.3033157
2024-10-12,USA,ANDROID,Sportsbetting,Playables,1.937201,56.75998565,0,,,113.5199713
2024-10-13,USA,IOS,RMG,Statics,0.393693643,20.68183557,0.1446227607,198.9702643,213.9849634,42170.12016
2024-10-13,USA,IOS,RMG,Playables,86.10011009,22.43872353,0.02564102564,559.20352,207.3039989,6010.598917
2024-10-13,USA,IOS,Sportsbetting,Statics,0.68287875,12.93297596,0.1607046436,112.4361372,90.19091986,15754.68219
2024-10-13,USA,ANDROID,Sportsbetting,Video,38.347379,88.33006615,0.1162790698,759.6385689,759.6385689,3798.192845
2024-10-13,USA,IOS,Sportsbetting,Playables,9.493339,74.33047281,0.15625,475.715026,475.715026,2378.57513
2024-10-13,USA,IOS,RMG,Video,46.90869793,29.89428245,0.2027465288,636.5607983,285.9382987,112360.8629
2024-10-13,USA,ANDROID,RMG,Video,89.66142517,16.1428512,0.03823529412,2500.290558,273.0051677,138592.923
2024-10-13,USA,IOS,Sportsbetting,Video,25.16944525,55.99068389,0.0832696715,523.431415,309.9408215,47926.00634
2024-10-13,USA,ANDROID,RMG,Playables,147.146623,16.61360504,0.08695652174,189.3230782,157.6376,16372.9901
2024-10-13,USA,ANDROID,RMG,Statics,2.019042639,11.87972465,0,,87.04762756,13717.53795
2024-10-13,USA,ANDROID,Sportsbetting,Playables,2.383006,42.92508932,0,,,128.775268
2024-10-13,USA,ANDROID,Sportsbetting,Statics,1.025881,44.38999286,0.125,355.1199429,355.1199429,355.1199429
2024-10-14,USA,IOS,RMG,Statics,0.399431793,21.79575167,0.1403962331,282.0290062,187.6808097,39561.30859
2024-10-14,USA,IOS,Sportsbetting,Statics,0.56754225,10.60986798,0.15078125,95.30806386,82.19522022,11230.80538
2024-10-14,USA,ANDROID,RMG,Video,87.74238052,15.39355669,0.04854700855,516.4953451,159.8901577,129984.2415
2024-10-14,USA,IOS,RMG,Video,44.25419991,25.22457642,0.189084426,1128.880017,314.1072859,108144.5091
2024-10-14,USA,ANDROID,Sportsbetting,Video,34.29691,37.31611015,0.09375,398.0385082,398.0385082,1194.115525
2024-10-14,USA,ANDROID,RMG,Playables,156.6902729,18.57569562,0.03846153846,781.8621147,201.2864853,14535.26436
2024-10-14,USA,IOS,Sportsbetting,Video,21.325381,43.47220748,0.07586860744,434.0773542,262.2908463,18583.94775
2024-10-14,USA,IOS,RMG,Playables,75.46882409,18.1688884,0.02380952381,693.3514711,229.9863619,5145.996865
2024-10-14,USA,ANDROID,Sportsbetting,Playables,2.674461,39.34578179,,,,118.0373454
2024-10-14,USA,ANDROID,RMG,Statics,2.170094583,9.7007788,0,,67.52208109,12671.63367
2024-10-14,USA,ANDROID,Sportsbetting,Statics,0.943876,74.79806213,0,,,224.3941864
2024-10-14,USA,IOS,Sportsbetting,Playables,6.824801,50.87923052,0.1,508.7923052,508.7923052,1017.58461
2024-10-15,USA,IOS,RMG,Video,46.32712098,25.15270274,0.1061773872,1325.019189,334.1836991,102700.5951
2024-10-15,USA,IOS,RMG,Statics,0.416098621,20.35745437,0.08008658009,138.3729792,193.9494025,41618.47889
2024-10-15,USA,IOS,Sportsbetting,Video,17.31276925,32.1204968,0.03992507359,607.3624662,329.7937164,8737.436768
2024-10-15,USA,IOS,RMG,Playables,73.80234058,17.85267122,0.04545454545,847.3576216,234.4719999,7006.045801
2024-10-15,USA,IOS,Sportsbetting,Statics,0.45946675,9.348556315,0.1031665703,123.0210662,100.1323009,9802.384488
2024-10-15,USA,ANDROID,Sportsbetting,Video,28.904901,28.44724001,0.2777777778,102.410064,128.0125801,512.0503202
2024-10-15,USA,ANDROID,RMG,Video,82.38618585,16.09429885,0.01538461538,704.7949186,196.3735817,134089.5849
2024-10-15,USA,ANDROID,Sportsbetting,Playables,1.631294,57.31144053,,,,114.6228811
2024-10-15,USA,ANDROID,RMG,Statics,2.282110853,11.3741278,0,,95.99441306,14930.75138
2024-10-15,USA,ANDROID,RMG,Playables,134.7962036,15.83152827,0,,179.3463119,13582.97901
2024-10-15,USA,IOS,Sportsbetting,Playables,3.381124,33.67957447,0,,,572.552766
2024-10-15,USA,ANDROID,Sportsbetting,Statics,0.744762,102.1337485,0.5,204.2674969,204.2674969,204.2674969
2024-10-16,USA,IOS,RMG,Statics,0.448809107,26.17245883,0.1549165121,339.8682478,216.7137211,43482.83457
2024-10-16,USA,ANDROID,RMG,Playables,155.128507,16.72756145,0.08823529412,263.4220681,184.7879624,12092.03184
2024-10-16,USA,IOS,RMG,Playables,81.821917,19.15366714,0.0303030303,936.5934603,242.9962678,7503.428642
2024-10-16,USA,ANDROID,RMG,Video,80.9079283,17.11495286,0.02487804878,1986.44989,233.4884443,128188.4739
2024-10-16,USA,IOS,Sportsbetting,Video,13.98527425,45.64299899,0.09317833649,307.9431529,201.170727,9345.522475
2024-10-16,USA,IOS,RMG,Video,44.7004344,30.49754404,0.08760335579,1749.346082,402.2126844,108098.5787
2024-10-16,USA,IOS,Sportsbetting,Statics,0.46948425,10.45890284,0.09347101932,91.5955487,90.46333996,10455.48737
2024-10-16,USA,ANDROID,RMG,Statics,2.324553273,11.68804674,0,,105.4309923,15676.16014
2024-10-16,USA,IOS,Sportsbetting,Playables,4.157949,78.67047465,0,,,944.0456958
2024-10-16,USA,ANDROID,Sportsbetting,Video,28.544017,37.0429979,0.125,296.3439832,296.3439832,592.6879665
2024-10-16,USA,ANDROID,Sportsbetting,Statics,0.687635,53.96573295,0.25,215.8629318,215.8629318,215.8629318
2024-10-17,USA,IOS,Sportsbetting,Playables,8.252798,61.8680994,0.06896551724,897.0874413,897.0874413,1794.174883
2024-10-17,USA,ANDROID,RMG,Video,85.483507,17.86232466,0.03207207207,2020.317086,254.9246529,113640.9333
2024-10-17,USA,IOS,RMG,Video,44.53022252,31.63672595,0.08664020601,753.1191064,323.6116044,115462.7074
2024-10-17,USA,IOS,RMG,Statics,0.4753686,24.94789573,0.08122148122,413.7143922,243.2447911,45649.99653
2024-10-17,USA,IOS,Sportsbetting,Statics,0.6024915,14.00654486,0.08611373909,114.4243333,102.105095,11927.3657
2024-10-17,USA,IOS,Sportsbetting,Video,17.02554525,41.87740714,0.08572740391,386.2012355,251.8871219,23731.81448
2024-10-17,USA,ANDROID,RMG,Playables,159.9387423,20.53860452,0.04166666667,695.5966796,230.8738345,11795.3044
2024-10-17,USA,ANDROID,Sportsbetting,Playables,2.422144,75.70288837,,,,151.4057767
2024-10-17,USA,IOS,RMG,Playables,84.6541865,39.73866802,0,,205.7118175,7090.079749
2024-10-17,USA,ANDROID,Sportsbetting,Video,33.350241,75.65574695,0,,,1740.08218
2024-10-17,USA,ANDROID,Sportsbetting,Statics,1.062938,103.0092785,0,,,309.0278354
2024-10-17,USA,ANDROID,RMG,Statics,2.394522189,11.84139579,0.5,21.74193537,104.4245641,15182.75225
2024-10-18,USA,IOS,RMG,Statics,0.492266194,22.13767998,0.1004378763,453.1461133,191.6054571,50164.10507
2024-10-18,USA,ANDROID,Sportsbetting,Video,35.157962,43.52379875,0.05,870.475975,870.475975,870.475975
2024-10-18,USA,IOS,Sportsbetting,Video,17.18226875,39.3889605,0.08725319396,292.9207762,193.643566,17508.11116
2024-10-18,USA,IOS,RMG,Video,43.36694296,29.45083411,0.1639803406,616.0363621,264.5452878,120804.1049
2024-10-18,USA,IOS,Sportsbetting,Statics,0.54640225,15.88794428,0.1587583149,95.66246727,85.61860498,10571.56612
2024-10-18,USA,ANDROID,RMG,Playables,155.3628648,16.43001641,0,,160.3060166,10771.90209
2024-10-18,USA,IOS,RMG,Playables,76.62812717,17.10925004,0,,136.6994797,8125.368439
2024-10-18,USA,ANDROID,Sportsbetting,Statics,1.008577,129.6096619,0,,,259.2193238
2024-10-18,USA,ANDROID,RMG,Statics,2.331393842,14.15525396,0,,66.71200449,13572.33075
2024-10-18,USA,ANDROID,RMG,Video,84.35139373,18.50393015,0,,142.6453319,121752.7549
2024-10-18,USA,IOS,Sportsbetting,Playables,5.752136,63.90591374,0.1111111111,575.1532236,575.1532236,1150.306447
