date_utc,os,state,subgenre,gross_spend,installs,d7_users,cpm,cpi,spend_share_state_level,avg_user_spend,unique_app_bundles
2024-11-12,ANDROID,AZ,Sportsbetting,69.654168,2,,2.465285199,34.827084,6.02%,,1
2024-11-12,IOS,AZ,Sportsbetting,872.454192,14,60,4.245891085,62.31815657,4.52%,14.5409032,1
2024-11-12,ANDROID,CA,Sportsbetting,26.844326,2,,0.971634791,13.422163,17.78%,,1
2024-11-12,IOS,CA,Sportsbetting,426.368914,34,4,0.547837675,12.54026218,17.51%,106.5922285,1
2024-11-12,IOS,CO,Sportsbetting,557.136104,12,96,3.433812659,46.42800867,2.89%,5.803501083,1
2024-11-12,IOS,CT,RMG,259.82528,2,2,4.573905573,129.91264,6.86%,129.91264,1
2024-11-12,ANDROID,CT,Sportsbetting,74.18768,5,,4.570239339,11.8485775,1.42%,,2
2024-11-12,IOS,CT,Sportsbetting,394.828818,12,12,3.396143216,32.9024015,2.05%,32.9024015,1
2024-11-12,IOS,DC,Sportsbetting,140.89545,8,,5.086111111,17.61193125,0.73%,,1
2024-11-12,IOS,GA,Sportsbetting,397.7395,18,2,0.930262936,22.09663889,16.33%,198.86975,1
2024-11-12,IOS,IA,Sportsbetting,346.827366,8,140,4.012348056,43.35342075,1.80%,2.477338329,1
2024-11-12,IOS,IL,Sportsbetting,571.796535,22,518,1.873808606,20.00757545,4.59%,2.033221772,2
2024-11-12,ANDROID,IL,Sportsbetting,77.094836,2,,1.781550954,38.547418,6.66%,,1
2024-11-12,IOS,IN,Sportsbetting,1140.572908,16,4,4.898274045,71.28580675,5.91%,285.143227,1
2024-11-12,ANDROID,KS,Sportsbetting,23.814228,2,,2.086405117,11.907114,2.06%,,1
2024-11-12,IOS,KS,Sportsbetting,210.790902,2,58,3.329083389,105.395451,1.09%,3.634325897,1
2024-11-12,IOS,KY,Sportsbetting,560.595642,18,60,4.091879257,31.14420233,2.91%,9.3432607,1
2024-11-12,ANDROID,KY,Sportsbetting,47.222346,2,,3.356720643,23.611173,4.08%,,1
2024-11-12,IOS,LA,Sportsbetting,820.747684,18,232,4.919487904,45.59709356,4.25%,3.537705534,1
2024-11-12,IOS,MA,Sportsbetting,362.933358,11,32,1.89939008,26.35697145,2.54%,21.54301494,2
2024-11-12,IOS,MD,Sportsbetting,715.195892,34,206,3.712102249,21.03517329,3.71%,3.471824718,1
2024-11-12,IOS,ME,Sportsbetting,310.651712,2,,6.024351549,155.325856,1.61%,,1
2024-11-12,IOS,MI,RMG,1377.161688,12,,6.989178388,114.763474,36.36%,,1
2024-11-12,ANDROID,MI,Sportsbetting,3318.931536,31,,8.422514459,67.61759201,45.03%,,2
2024-11-12,IOS,MI,Sportsbetting,1186.78126,34,84,3.962409469,34.90533118,6.15%,14.12834833,1
2024-11-12,IOS,MN,Sportsbetting,39.514284,2,,0.434184731,19.757142,1.62%,,1
2024-11-12,IOS,MO,Sportsbetting,106.575416,12,4,0.609427235,8.881284667,4.38%,26.643854,1
2024-11-12,IOS,NC,Sportsbetting,1568.471302,26,160,3.321260539,42.71552888,10.26%,18.8625606,2
2024-11-12,ANDROID,NC,Sportsbetting,105.637052,2,,2.353347264,52.818526,9.13%,,1
2024-11-12,IOS,NE,Sportsbetting,12.476026,2,,0.376532444,6.238013,0.51%,,1
2024-11-12,IOS,NJ,Sportsbetting,1361.662054,48,86,4.658918308,28.36795946,7.06%,15.8332797,1
2024-11-12,ANDROID,NJ,Sportsbetting,265.250562,10,,7.706291749,26.5250562,3.27%,,1
2024-11-12,IOS,NJ,RMG,450.552196,8,,5.243612914,56.3190245,11.90%,,1
2024-11-12,IOS,NM,Sportsbetting,7.51818,6,,0.44512611,1.25303,0.31%,,1
2024-11-12,ANDROID,NM,Sportsbetting,1.069414,2,,0.459765262,0.534707,0.71%,,1
2024-11-12,IOS,NY,Sportsbetting,1784.070964,50,408,3.240630815,35.68141928,9.25%,4.372722951,1
2024-11-12,ANDROID,NY,Sportsbetting,101.669848,4,,2.197031896,25.417462,8.79%,,1
2024-11-12,IOS,OH,Sportsbetting,1379.73316,28,224,3.826469759,49.27618429,7.15%,6.159523036,1
2024-11-12,ANDROID,OH,Sportsbetting,93.662366,4,,2.205377113,23.4155915,8.09%,,1
2024-11-12,IOS,OK,Sportsbetting,45.004654,4,2,0.461453675,11.2511635,1.85%,22.502327,1
2024-11-12,ANDROID,PA,Sportsbetting,931.749702,14,2,8.304364545,66.55355014,11.47%,465.874851,1
2024-11-12,IOS,PA,RMG,1419.619048,6,,6.680120124,236.6031747,37.48%,,1
2024-11-12,IOS,PA,Sportsbetting,803.39762,20,202,2.573606584,40.169881,4.16%,3.977215941,1
2024-11-12,IOS,SC,Sportsbetting,28.973406,4,,0.48389014,7.2433515,1.19%,,1
2024-11-12,IOS,TN,Sportsbetting,414.169892,13,70,2.08391572,32.64348283,3.35%,19.5431358,2
2024-11-12,IOS,TX,Sportsbetting,745.143112,34,14,0.770333001,21.91597388,30.60%,53.224508,1
2024-11-12,ANDROID,TX,Sportsbetting,31.703744,2,,0.8065879,15.851872,21.00%,,1
2024-11-12,IOS,UT,Sportsbetting,19.20794,2,2,0.431387055,9.60397,0.79%,9.60397,1
2024-11-12,ANDROID,VA,Sportsbetting,64.222558,2,,2.368961933,32.111279,5.55%,,1
2024-11-12,IOS,VA,Sportsbetting,460.798546,13,52,1.968615355,26.94394982,3.44%,16.59508639,2
2024-11-12,IOS,VT,Sportsbetting,83.780316,2,,3.541909022,41.890158,0.43%,,1
2024-11-12,IOS,WV,Sportsbetting,183.050194,6,,3.404571551,30.50836567,0.95%,,1
2024-11-12,IOS,WV,RMG,280.532888,4,2,7.250035871,70.133222,7.41%,140.266444,1
2024-11-12,ANDROID,WV,Sportsbetting,263.420116,6,,14.43556094,43.90335267,3.24%,,1
2024-11-12,IOS,WY,Sportsbetting,53.17864,2,,3.478911422,26.58932,0.28%,,1
2024-11-13,IOS,AZ,Sportsbetting,1015.381348,48,58,3.074993634,21.15377808,4.04%,17.50657497,1
2024-11-13,ANDROID,CA,Sportsbetting,21.893442,2,,0.789123486,10.946721,15.05%,,1
2024-11-13,IOS,CA,Sportsbetting,576.985348,26,18,0.560623005,22.19174415,20.27%,32.05474156,1
2024-11-13,IOS,CO,Sportsbetting,795.294546,54,84,2.847007797,14.72767678,3.16%,9.467792214,1
2024-11-13,IOS,CT,Sportsbetting,243.028957,18,16,1.481401566,9.733470125,1.27%,29.1564395,2
2024-11-13,ANDROID,CT,Sportsbetting,121.017988,2,2,7.179519934,60.508994,1.44%,60.508994,1
2024-11-13,IOS,CT,RMG,234.804798,4,,4.586389523,58.7011995,5.42%,,1
2024-11-13,IOS,DC,Sportsbetting,123.164103,9,4,2.164442157,13.90658975,0.93%,54.486242,2
2024-11-13,ANDROID,GA,Sportsbetting,14.412442,2,,0.953203836,7.206221,9.91%,,1
2024-11-13,IOS,GA,Sportsbetting,454.193214,18,6,0.853159695,25.23295633,15.96%,75.698869,1
2024-11-13,IOS,IA,Sportsbetting,388.232652,10,96,2.704360969,38.8232652,1.54%,4.044090125,1
2024-11-13,IOS,IL,Sportsbetting,874.659426,68,224,1.473538069,10.1519306,4.95%,13.65599814,2
2024-11-13,IOS,IN,Sportsbetting,706.706118,27,2,1.890446975,18.37684818,3.39%,688.259484,2
2024-11-13,ANDROID,KS,Sportsbetting,29.891948,2,,1.727458853,14.945974,1.98%,,1
2024-11-13,IOS,KS,Sportsbetting,256.372174,22,44,2.168162224,11.65328064,1.02%,5.826640318,1
2024-11-13,IOS,KY,Sportsbetting,654.775018,52,54,2.797729505,12.59182727,2.61%,12.1254633,1
2024-11-13,IOS,LA,Sportsbetting,1129.788508,70,150,3.215216536,16.13983583,4.50%,7.531923387,1
2024-11-13,IOS,MA,Sportsbetting,428.271133,34,42,1.490893025,10.95361005,2.27%,14.09305967,2
2024-11-13,IOS,MD,Sportsbetting,858.075342,102,96,2.530314941,8.412503353,3.41%,8.938284813,1
2024-11-13,IOS,ME,Sportsbetting,305.011414,8,,4.257557426,38.12642675,1.21%,,1
2024-11-13,ANDROID,MI,Sportsbetting,3517.764254,24,12,8.49769334,111.5724123,45.73%,574.0624763,2
2024-11-13,IOS,MI,RMG,1707.88548,24,,7.861093631,71.161895,39.43%,,1
2024-11-13,IOS,MI,Sportsbetting,1716.641798,138,72,3.14423991,12.43943332,6.83%,23.84224719,1
2024-11-13,IOS,MN,Sportsbetting,38.449614,6,,0.399933576,6.408269,1.35%,,1
2024-11-13,IOS,MO,Sportsbetting,132.817874,16,8,0.57783079,8.301117125,4.67%,16.60223425,1
2024-11-13,IOS,NC,Sportsbetting,2043.360557,77,78,2.514358183,18.68134236,10.11%,50.76415282,2
2024-11-13,ANDROID,NC,Sportsbetting,132.938744,2,,2.116521955,66.469372,8.82%,,1
2024-11-13,IOS,NE,Sportsbetting,12.47229,2,,0.369461757,6.236145,0.44%,,1
2024-11-13,IOS,NJ,RMG,480.246418,6,,5.415620763,80.04106967,11.09%,,1
2024-11-13,IOS,NJ,Sportsbetting,1934.067938,102,82,3.762822013,18.96145037,7.70%,23.58619437,1
2024-11-13,ANDROID,NJ,Sportsbetting,235.521998,6,,7.647314696,39.25366633,2.79%,,1
2024-11-13,IOS,NM,Sportsbetting,8.692204,2,,0.425296213,4.346102,0.31%,,1
2024-11-13,IOS,NY,Sportsbetting,2511.83404,194,344,2.568389988,12.94759814,9.99%,7.30184314,1
2024-11-13,ANDROID,NY,Sportsbetting,127.878768,2,,2.00210997,63.939384,8.49%,,1
2024-11-13,IOS,OH,Sportsbetting,1642.411044,92,236,2.810220764,17.85229396,6.54%,6.959368831,1
2024-11-13,ANDROID,OH,Sportsbetting,121.954124,2,2,1.999903641,60.977062,8.09%,60.977062,1
2024-11-13,IOS,OK,Sportsbetting,50.424442,8,,0.456338051,6.30305525,1.77%,,1
2024-11-13,IOS,PA,Sportsbetting,1036.134734,124,120,1.885375923,8.355925274,4.12%,8.634456117,1
2024-11-13,IOS,PA,RMG,1690.491538,22,2,7.749145266,76.84052446,39.02%,845.245769,1
2024-11-13,ANDROID,PA,Sportsbetting,942.86031,22,2,8.638048868,42.85728682,11.19%,471.430155,1
2024-11-13,IOS,RI,Sportsbetting,12.958906,8,,0.454794202,1.61986325,0.46%,,1
2024-11-13,IOS,SC,Sportsbetting,29.521522,4,,0.466242174,7.3803805,1.04%,,1
2024-11-13,IOS,TN,Sportsbetting,560.16656,37,66,1.448330669,12.77378138,3.44%,15.79228652,2
2024-11-13,IOS,TX,Sportsbetting,885.38748,52,12,0.724587109,17.02668231,31.10%,73.78229,1
2024-11-13,IOS,UT,Sportsbetting,15.302538,2,,0.394293687,7.651269,0.54%,,1
2024-11-13,IOS,VA,Sportsbetting,513.741065,31,54,1.351947482,22.33962033,2.93%,17.97171741,2
2024-11-13,ANDROID,VA,Sportsbetting,74.056768,2,,1.977061455,37.028384,4.91%,,1
2024-11-13,IOS,VT,Sportsbetting,74.007072,4,,2.440544519,18.501768,0.29%,,1
2024-11-13,IOS,WI,Sportsbetting,22.258504,4,2,0.376688171,5.564626,0.78%,11.129252,1
2024-11-13,IOS,WV,Sportsbetting,124.574854,10,4,1.755868561,8.031452334,0.57%,61.0379715,2
2024-11-13,IOS,WV,RMG,218.413232,2,,7.215024841,109.206616,5.04%,,1
2024-11-13,ANDROID,WV,Sportsbetting,240.596942,8,,13.1144087,30.07461775,2.85%,,1
2024-11-14,IOS,NH,Sportsbetting,2.662584,2,,0.446442656,1.331292,0.08%,,1
2024-11-14,IOS,SD,Sportsbetting,2.76479,2,,0.491430857,1.382395,0.08%,,1
2024-11-14,IOS,AR,Sportsbetting,19.781996,2,2,0.552107061,9.890998,0.59%,9.890998,1
2024-11-14,IOS,AZ,Sportsbetting,830.271572,16,62,3.425676237,39.77213253,2.77%,25.94679632,2
2024-11-14,IOS,CA,Sportsbetting,595.469958,50,8,0.668018055,11.90939916,17.67%,74.43374475,1
2024-11-14,IOS,CO,Sportsbetting,1132.23019,24,120,5.585853643,47.17625792,2.82%,9.435251583,1
2024-11-14,ANDROID,CO,Sportsbetting,74.794868,2,2,2.513944205,37.397434,2.95%,37.397434,1
2024-11-14,ANDROID,CT,Sportsbetting,115.969408,4,,7.947464912,28.992352,2.90%,,1
2024-11-14,IOS,CT,Sportsbetting,435.134265,16,26,2.945302317,20.42466445,1.41%,32.56107469,2
2024-11-14,IOS,DC,Sportsbetting,199.488426,19,4,3.864638359,8.440370063,0.94%,91.597665,2
2024-11-14,ANDROID,GA,Sportsbetting,19.723842,2,,1.264024737,9.861921,10.57%,,1
2024-11-14,IOS,GA,Sportsbetting,509.666242,26,4,1.085824003,19.60254777,15.12%,127.4165605,1
2024-11-14,IOS,IA,Sportsbetting,784.110902,14,90,6.13046427,56.00792157,1.95%,8.712343356,1
2024-11-14,IOS,IL,Sportsbetting,1296.205768,46,124,2.857190296,20.98279167,4.83%,34.50057909,2
2024-11-14,IOS,IN,Sportsbetting,1196.468784,29,6,3.682217878,26.34366389,3.60%,128.8441668,2
2024-11-14,ANDROID,IN,Sportsbetting,109.912418,2,,3.257629461,54.956209,4.33%,,1
2024-11-14,IOS,KS,Sportsbetting,420.429762,16,44,4.306446532,26.27686013,1.05%,9.555221864,1
2024-11-14,IOS,KY,Sportsbetting,1108.974136,36,50,5.212324384,30.80483711,2.76%,22.17948272,1
2024-11-14,IOS,LA,Sportsbetting,1396.463562,42,168,6.430515293,33.24913243,3.48%,8.312283107,1
2024-11-14,ANDROID,LA,Sportsbetting,101.239396,4,,4.373569898,25.309849,3.99%,,1
2024-11-14,IOS,MA,Sportsbetting,770.379755,29,112,2.92721443,18.30179823,2.60%,13.30613241,2
2024-11-14,IOS,MD,Sportsbetting,1268.59923,62,92,4.822434369,20.4612779,3.16%,13.78912207,1
2024-11-14,ANDROID,MD,Sportsbetting,85.195356,4,,3.213706375,21.298839,3.36%,,1
2024-11-14,IOS,ME,Sportsbetting,643.598132,8,,8.848899137,80.4497665,1.60%,,1
2024-11-14,ANDROID,MI,Sportsbetting,1399.158823,25,4,8.389323852,58.58102781,36.77%,349.7897058,2
2024-11-14,IOS,MI,Sportsbetting,2608.90168,58,92,6.204284614,44.98106345,6.49%,28.35762696,1
2024-11-14,IOS,MI,RMG,1377.356224,8,2,9.895084801,172.169528,36.45%,688.678112,1
2024-11-14,IOS,MN,Sportsbetting,45.516976,4,,0.433296931,11.379244,1.35%,,1
2024-11-14,IOS,MO,Sportsbetting,152.141376,20,4,0.753160215,7.6070688,4.51%,38.035344,1
2024-11-14,IOS,NC,Sportsbetting,3130.788998,70,83,4.489692706,29.64777817,10.08%,33.08299355,2
2024-11-14,IOS,NJ,Sportsbetting,3032.972682,52,68,7.576559871,58.32639773,7.55%,44.60253944,1
2024-11-14,IOS,NJ,RMG,465.06337,6,,7.897421716,77.51056167,12.31%,,1
2024-11-14,ANDROID,NJ,Sportsbetting,221.022812,6,,8.328540659,36.83713533,5.53%,,1
2024-11-14,IOS,NY,Sportsbetting,3922.022954,108,520,5.155374011,36.31502735,9.76%,7.542351835,1
2024-11-14,ANDROID,NY,Sportsbetting,201.069722,10,4,3.318858477,20.1069722,7.92%,50.2674305,1
2024-11-14,IOS,OH,Sportsbetting,3139.920406,60,264,5.84173412,52.33200677,7.82%,11.8936379,1
2024-11-14,ANDROID,OH,Sportsbetting,207.273342,4,2,3.689713436,51.8183355,8.17%,103.636671,1
2024-11-14,IOS,OK,Sportsbetting,73.070592,10,2,0.594921123,7.3070592,2.17%,36.535296,1
2024-11-14,IOS,PA,RMG,1441.656996,10,4,9.683869337,144.1656996,38.15%,360.414249,1
2024-11-14,ANDROID,PA,Sportsbetting,555.84774,15,2,6.493167313,38.99200563,15.72%,277.92387,2
2024-11-14,IOS,PA,Sportsbetting,1584.828878,62,182,3.645765574,25.5617561,3.95%,8.707850978,1
2024-11-14,IOS,SC,Sportsbetting,40.761144,2,,0.551795641,20.380572,1.21%,,1
2024-11-14,ANDROID,SC,Sportsbetting,5.08152,2,,0.965334347,2.54076,2.72%,,1
2024-11-14,IOS,TN,Sportsbetting,774.070161,16,88,2.601517195,36.56165296,3.33%,17.12598762,2
2024-11-14,ANDROID,TN,Sportsbetting,78.628447,2,,2.098615187,39.3142235,5.05%,,2
2024-11-14,IOS,TX,Sportsbetting,1091.645278,42,8,1.022564885,25.99155424,32.39%,136.4556598,1
2024-11-14,IOS,UT,Sportsbetting,16.26015,2,,0.412819894,8.130075,0.48%,,1
2024-11-14,IOS,VA,Sportsbetting,891.785711,34,118,2.55200245,18.65399258,3.17%,14.52191207,2
2024-11-14,ANDROID,WV,Sportsbetting,140.726952,5,,9.53614815,23.25227325,3.74%,,2
2024-11-14,IOS,WV,Sportsbetting,472.796392,16,4,5.876020879,29.5497745,1.18%,118.199098,1
2024-11-14,IOS,WV,RMG,274.745478,6,,10.3272244,45.790913,7.27%,,1
2024-11-14,IOS,WY,Sportsbetting,108.71913,2,2,5.62204623,54.359565,0.27%,54.359565,1
2024-11-15,IOS,DE,Sportsbetting,2.749188,4,,0.512908209,0.687297,0.15%,,1
2024-11-15,IOS,AL,Sportsbetting,41.098128,4,,0.525524628,10.274532,2.23%,,1
2024-11-15,IOS,AR,Sportsbetting,11.928436,2,,0.554089372,5.964218,0.65%,,1
2024-11-15,IOS,AZ,Sportsbetting,973.392471,22,74,3.843745925,30.6128136,2.83%,25.88581584,2
2024-11-15,ANDROID,AZ,Sportsbetting,145.86961,2,,4.496319894,72.934805,5.40%,,1
2024-11-15,IOS,CA,Sportsbetting,298.715202,38,16,0.577678423,7.860926368,16.20%,18.66970013,1
2024-11-15,ANDROID,CA,Sportsbetting,25.292934,4,,0.986079298,6.3232335,13.40%,,1
2024-11-15,IOS,CO,Sportsbetting,1347.830456,42,88,6.505915219,32.09120133,2.80%,15.31625518,1
2024-11-15,ANDROID,CO,Sportsbetting,85.121518,4,,3.004430256,21.2803795,3.15%,,1
2024-11-15,ANDROID,CT,Sportsbetting,120.002895,6,,7.052847062,17.3948107,2.81%,,2
2024-11-15,IOS,CT,Sportsbetting,491.360943,23,54,3.435610447,15.18025766,1.46%,17.88714182,2
2024-11-15,IOS,CT,RMG,302.149274,2,,8.063764985,151.074637,6.13%,,1
2024-11-15,IOS,DC,Sportsbetting,225.525208,22,8,4.206558361,10.68740781,1.05%,53.589478,2
2024-11-15,IOS,GA,Sportsbetting,288.646686,22,6,0.935336407,13.12030391,15.65%,48.107781,1
2024-11-15,ANDROID,GA,Sportsbetting,20.96425,2,,1.46071976,10.482125,11.10%,,1
2024-11-15,IOS,IA,Sportsbetting,859.058358,26,14,7.310761646,33.04070608,1.78%,61.36131129,1
2024-11-15,ANDROID,IL,Sportsbetting,114.577605,6,,2.448653098,13.6542077,6.94%,,2
2024-11-15,IOS,IL,Sportsbetting,1378.885991,84,466,3.273823288,11.72993815,4.82%,5.756669361,2
2024-11-15,ANDROID,IN,Sportsbetting,118.074434,4,,3.795385214,29.5186085,4.37%,,1
2024-11-15,IOS,IN,Sportsbetting,1367.795469,61,9,4.352987915,18.54864718,3.60%,91.84981781,2
2024-11-15,ANDROID,KS,Sportsbetting,58.393882,2,2,4.322911016,29.196941,2.16%,29.196941,1
2024-11-15,IOS,KS,Sportsbetting,628.569626,36,72,6.153157253,17.46026739,1.30%,8.730133694,1
2024-11-15,IOS,KY,Sportsbetting,1641.169312,78,52,7.337523973,21.04063221,3.41%,31.56094831,1
2024-11-15,ANDROID,KY,Sportsbetting,117.504836,4,2,6.185767319,29.376209,4.35%,58.752418,1
2024-11-15,ANDROID,LA,Sportsbetting,127.94141,8,,5.609005261,15.99267625,4.73%,,1
2024-11-15,IOS,LA,Sportsbetting,2076.488522,46,202,8.671546488,45.14105483,4.31%,10.27964615,1
2024-11-15,IOS,MA,Sportsbetting,878.679081,49,148,3.35542812,11.64965372,2.69%,11.65019226,2
2024-11-15,ANDROID,MA,Sportsbetting,50.918058,4,2,2.976619783,12.7295145,1.88%,25.459029,1
2024-11-15,IOS,MD,Sportsbetting,1846.0447,86,156,6.422052572,21.46563605,3.83%,11.83361987,1
2024-11-15,ANDROID,MD,Sportsbetting,90.805842,4,2,3.767877261,22.7014605,3.36%,45.402921,1
2024-11-15,IOS,ME,Sportsbetting,676.844992,26,14,9.737095638,26.03249969,1.40%,48.34607086,1
2024-11-15,IOS,MI,RMG,1722.457832,10,,12.27276365,172.2457832,34.92%,,1
2024-11-15,ANDROID,MI,Sportsbetting,1179.358072,24,6,8.717206085,41.4299104,27.46%,353.2994953,2
2024-11-15,IOS,MI,Sportsbetting,3059.43442,120,106,7.597191053,25.49528683,6.35%,28.86258887,1
2024-11-15,IOS,MO,Sportsbetting,80.590922,10,6,0.643964922,8.0590922,4.37%,13.43182033,1
2024-11-15,ANDROID,NC,Sportsbetting,129.745873,5,2,2.547022807,18.28676713,7.52%,64.8729365,2
2024-11-15,IOS,NC,Sportsbetting,3558.053346,121,192,5.321448685,19.99369611,10.37%,36.46644057,2
2024-11-15,IOS,NJ,RMG,670.403316,12,,10.66943559,55.866943,13.59%,,1
2024-11-15,IOS,NJ,Sportsbetting,3178.103712,90,90,8.726499113,35.31226347,6.59%,35.31226347,1
2024-11-15,ANDROID,NJ,Sportsbetting,237.288766,6,,7.450622374,104.0906334,5.71%,,2
2024-11-15,IOS,NY,Sportsbetting,4371.97884,316,406,5.810494612,13.83537608,9.07%,10.76842079,1
2024-11-15,ANDROID,NY,Sportsbetting,205.108112,14,2,3.608136228,14.65057943,7.59%,102.554056,1
2024-11-15,IOS,OH,Sportsbetting,3278.42677,162,378,6.768518655,20.23720228,6.80%,8.673086693,1
2024-11-15,ANDROID,OH,Sportsbetting,223.396736,8,6,4.271121444,27.924592,8.27%,37.23278933,1
2024-11-15,IOS,OK,Sportsbetting,46.21867,14,4,0.575173851,3.301333571,2.51%,11.5546675,1
2024-11-15,IOS,PA,Sportsbetting,2435.098894,94,204,5.07803146,25.90530738,5.05%,11.93675928,1
2024-11-15,ANDROID,PA,Sportsbetting,869.997782,27,5,8.533759002,37.58714817,21.02%,206.0113063,2
2024-11-15,IOS,PA,RMG,1893.770084,22,,12.13504008,86.08045836,38.39%,,1
2024-11-15,IOS,SC,Sportsbetting,26.168194,2,,0.579224268,13.084097,1.42%,,1
2024-11-15,IOS,TN,Sportsbetting,1060.537834,48,98,3.548244796,14.87188628,3.89%,21.45181168,2
2024-11-15,ANDROID,TN,Sportsbetting,153.132024,4,4,3.902646006,38.283006,5.67%,38.283006,1
2024-11-15,IOS,TX,Sportsbetting,520.76415,48,14,0.761631698,10.84925313,28.24%,37.19743929,1
2024-11-15,ANDROID,TX,Sportsbetting,37.546304,4,,1.00746764,9.386576,19.89%,,1
2024-11-15,IOS,UT,Sportsbetting,9.562206,2,,0.450282822,4.781103,0.52%,,1
2024-11-15,IOS,VA,Sportsbetting,1251.403954,63,114,3.334609052,15.83130026,3.80%,21.55004577,2
2024-11-15,ANDROID,VA,Sportsbetting,144.261852,4,,4.276706154,36.065463,5.34%,,1
2024-11-15,IOS,VT,Sportsbetting,186.127656,8,2,5.838383187,23.265957,0.39%,93.063828,1
2024-11-15,IOS,WI,Sportsbetting,16.73684,8,,0.442235375,2.092105,0.91%,,1
2024-11-15,IOS,WV,RMG,344.15343,2,,12.96051179,172.076715,6.98%,,1
2024-11-15,ANDROID,WV,Sportsbetting,400.49583,6,,19.17165294,66.749305,8.71%,,1
2024-11-15,IOS,WV,Sportsbetting,536.541092,24,2,7.140172096,22.35587883,1.11%,268.270546,1
2024-11-15,IOS,WY,Sportsbetting,130.398046,8,6,6.889161348,16.29975575,0.27%,21.73300767,1
2024-11-16,IOS,DE,Sportsbetting,5.253702,2,2,0.461660984,2.626851,0.13%,2.626851,1
2024-11-16,IOS,NH,Sportsbetting,3.591856,2,,0.485779821,1.795928,0.09%,,1
2024-11-16,IOS,AL,Sportsbetting,99.427068,8,2,0.565517746,12.4283835,2.44%,49.713534,1
2024-11-16,ANDROID,AL,Sportsbetting,11.24016,2,,1.510368181,5.62008,3.93%,,1
2024-11-16,IOS,AZ,Sportsbetting,1602.13434,67,130,3.981712469,16.78979638,2.91%,24.11275255,2
2024-11-16,ANDROID,AZ,Sportsbetting,263.919288,26,8,5.62823697,10.15074185,6.03%,32.989911,1
2024-11-16,IOS,CA,Sportsbetting,700.344756,110,12,0.618458391,6.366770509,17.20%,58.362063,1
2024-11-16,ANDROID,CA,Sportsbetting,42.107638,6,,1.514009708,7.017939667,14.72%,,1
2024-11-16,IOS,CO,Sportsbetting,2221.19822,104,64,6.825215769,21.35767519,2.92%,34.70622219,1
2024-11-16,ANDROID,CO,Sportsbetting,145.34041,36,4,3.537295804,4.037233611,3.32%,36.3351025,1
2024-11-16,IOS,CT,Sportsbetting,795.509162,34,72,3.64035351,15.31025767,1.43%,21.63995644,2
2024-11-16,IOS,CT,RMG,663.327514,4,,10.09323667,165.8318785,7.03%,,1
2024-11-16,ANDROID,CT,Sportsbetting,355.833145,12,4,9.735068961,29.65276208,2.99%,170.0877685,2
2024-11-16,IOS,DC,Sportsbetting,315.77465,26,4,4.675029758,10.91563428,1.06%,143.9114855,2
2024-11-16,IOS,GA,Sportsbetting,574.741214,32,,0.966568925,17.96066294,14.11%,,1
2024-11-16,ANDROID,GA,Sportsbetting,31.689808,2,,1.979128654,15.844904,11.08%,,1
2024-11-16,ANDROID,IA,Sportsbetting,76.013284,8,4,3.818611675,9.5016605,1.74%,19.003321,1
2024-11-16,IOS,IA,Sportsbetting,1406.87711,64,32,7.548190905,21.98245484,1.85%,43.96490969,1
2024-11-16,IOS,IL,Sportsbetting,2279.695779,134,398,3.433117637,12.91555296,4.87%,11.04873954,2
2024-11-16,ANDROID,IL,Sportsbetting,347.302078,56,18,4.517809376,6.201822821,7.93%,19.29455989,1
2024-11-16,IOS,IN,Sportsbetting,2184.570465,87,52,4.621762403,18.12376338,3.61%,82.79655381,2
2024-11-16,ANDROID,IN,Sportsbetting,185.45862,14,8,4.016516221,13.24704429,4.23%,23.1823275,1
2024-11-16,IOS,KS,Sportsbetting,917.431402,50,74,6.328771692,18.34862804,1.20%,12.39772165,1
2024-11-16,ANDROID,KS,Sportsbetting,104.428154,8,,4.968037774,13.05351925,2.38%,,1
2024-11-16,IOS,KY,Sportsbetting,2441.379638,158,104,8.170341147,15.45176986,3.20%,23.47480421,1
2024-11-16,ANDROID,KY,Sportsbetting,172.102724,16,12,6.11681561,10.75642025,3.93%,14.34189367,1
2024-11-16,IOS,LA,Sportsbetting,3014.936584,94,200,9.413969138,32.07379345,3.96%,15.07468292,1
2024-11-16,ANDROID,LA,Sportsbetting,182.454248,16,4,5.440548903,11.4033905,4.17%,45.613562,1
2024-11-16,IOS,MA,Sportsbetting,1477.480892,69,112,3.571289745,15.13943679,2.69%,25.80906055,2
2024-11-16,ANDROID,MA,Sportsbetting,74.576522,16,8,3.315396195,4.661032625,1.70%,9.32206525,1
2024-11-16,IOS,MD,Sportsbetting,2813.688654,126,176,7.155507487,22.33086233,3.69%,15.98686735,1
2024-11-16,ANDROID,MD,Sportsbetting,161.003662,12,2,4.599316174,13.41697183,3.68%,80.501831,1
2024-11-16,IOS,ME,Sportsbetting,1175.37888,40,22,10.78962767,29.384472,1.54%,53.42631273,1
2024-11-16,ANDROID,ME,Sportsbetting,19.269086,2,2,3.737216059,9.634543,0.44%,9.634543,1
2024-11-16,ANDROID,MI,Sportsbetting,3236.610433,50,6,12.18707927,50.08891459,27.03%,539.4350722,2
2024-11-16,IOS,MI,RMG,3078.141494,26,2,13.24592697,118.3900575,32.60%,1539.070747,1
2024-11-16,IOS,MI,Sportsbetting,4786.505688,152,146,7.846859273,31.490169,6.28%,32.78428553,1
