date,os,grouped_category,MAU,DAU,country
2024-08-16,ANDROID,Sportsbetting,3089751,649365,U.S.
2024-08-17,IOS,RMG,4403306,920243,U.S.
2024-08-17,ANDROID,RMG,3592300,544284,U.S.
2024-08-17,IOS,Sportsbetting,14861174,2228282,U.S.
2024-08-17,ANDROID,Sportsbetting,3089751,674776,U.S.
2024-08-18,IOS,RMG,4403306,948694,U.S.
2024-08-18,ANDROID,RMG,3592300,576998,U.S.
2024-08-18,IOS,Sportsbetting,14861174,2315447,U.S.
2024-08-18,ANDROID,Sportsbetting,3089751,695525,U.S.
2024-08-19,IOS,RMG,4403306,781037,U.S.
2024-08-19,ANDROID,RMG,3592300,520415,U.S.
2024-08-19,IOS,Sportsbetting,14861174,2363619,U.S.
2024-08-19,ANDROID,Sportsbetting,3089751,712474,U.S.
2024-08-20,IOS,RMG,4403306,822956,U.S.
2024-08-20,ANDROID,RMG,3592300,540431,U.S.
2024-08-20,IOS,Sportsbetting,14861174,2331956,U.S.
2024-08-20,ANDROID,Sportsbetting,3089751,698284,U.S.
2024-08-21,IOS,RMG,4403306,948656,U.S.
2024-08-21,ANDROID,RMG,3592300,582197,U.S.
2024-08-21,IOS,Sportsbetting,14861174,2522083,U.S.
2024-08-21,ANDROID,Sportsbetting,3089751,717515,U.S.
2024-08-22,IOS,RMG,4403306,936215,U.S.
2024-08-22,ANDROID,RMG,3592300,562412,U.S.
2024-08-22,IOS,Sportsbetting,14861174,2417210,U.S.
2024-08-22,ANDROID,Sportsbetting,3089751,693109,U.S.
2024-08-23,IOS,RMG,4403306,861458,U.S.
2024-08-23,ANDROID,RMG,3592300,554090,U.S.
2024-08-23,IOS,Sportsbetting,14861174,2560656,U.S.
2024-08-23,ANDROID,Sportsbetting,3089751,693491,U.S.
2024-08-24,IOS,RMG,4403306,967660,U.S.
2024-08-24,ANDROID,RMG,3592300,551456,U.S.
2024-08-24,IOS,Sportsbetting,14861174,2613752,U.S.
2024-08-24,ANDROID,Sportsbetting,3089751,739658,U.S.
2024-08-25,IOS,RMG,4403306,1010563,U.S.
2024-08-25,ANDROID,RMG,3592300,603693,U.S.
2024-08-25,IOS,Sportsbetting,14861174,2984673,U.S.
2024-08-25,ANDROID,Sportsbetting,3089751,853579,U.S.
2024-08-26,IOS,RMG,4403306,823028,U.S.
2024-08-26,ANDROID,RMG,3592300,546124,U.S.
2024-08-26,IOS,Sportsbetting,14861174,3052180,U.S.
2024-08-26,ANDROID,Sportsbetting,3089751,866486,U.S.
2024-08-27,IOS,RMG,4403306,878551,U.S.
2024-08-27,ANDROID,RMG,3592300,573819,U.S.
2024-08-27,IOS,Sportsbetting,14861174,3013807,U.S.
2024-08-27,ANDROID,Sportsbetting,3089751,859961,U.S.
2024-08-28,IOS,RMG,4403306,1005988,U.S.
2024-08-28,ANDROID,RMG,3592300,604481,U.S.
2024-08-28,IOS,Sportsbetting,14861174,3096184,U.S.
2024-08-28,ANDROID,Sportsbetting,3089751,887075,U.S.
2024-08-29,IOS,RMG,4403306,990433,U.S.
2024-08-29,ANDROID,RMG,3592300,593585,U.S.
2024-08-29,IOS,Sportsbetting,14861174,3014305,U.S.
2024-08-29,ANDROID,Sportsbetting,3089751,861771,U.S.
2024-08-30,IOS,RMG,4403306,940310,U.S.
2024-08-30,ANDROID,RMG,3592300,586371,U.S.
2024-08-30,IOS,Sportsbetting,14861174,3167626,U.S.
2024-08-30,ANDROID,Sportsbetting,3089751,861398,U.S.
2024-08-31,IOS,RMG,4403306,1040440,U.S.
2024-08-31,ANDROID,RMG,3592300,583211,U.S.
2024-08-31,IOS,Sportsbetting,14861174,3298700,U.S.
2024-08-31,ANDROID,Sportsbetting,3089751,930363,U.S.
2024-09-01,IOS,RMG,4563461,1013843,U.S.
2024-09-01,ANDROID,RMG,3512671,603169,U.S.
2024-09-01,IOS,Sportsbetting,21795497,4119767,U.S.
2024-09-01,ANDROID,Sportsbetting,4404472,1174224,U.S.
2024-09-02,IOS,RMG,4563461,819688,U.S.
2024-09-02,ANDROID,RMG,3512671,548868,U.S.
2024-09-02,IOS,Sportsbetting,21795497,4218038,U.S.
2024-09-02,ANDROID,Sportsbetting,4404472,1193983,U.S.
2024-09-03,IOS,RMG,4563461,870877,U.S.
2024-09-03,ANDROID,RMG,3512671,580644,U.S.
2024-09-03,IOS,Sportsbetting,21795497,4092036,U.S.
2024-09-03,ANDROID,Sportsbetting,4404472,1188580,U.S.
2024-09-04,IOS,RMG,4563461,1009131,U.S.
2024-09-04,ANDROID,RMG,3512671,609737,U.S.
2024-09-04,IOS,Sportsbetting,21795497,4311501,U.S.
2024-09-04,ANDROID,Sportsbetting,4404472,1242016,U.S.
2024-09-05,IOS,RMG,4563461,1243775,U.S.
2024-09-05,ANDROID,RMG,3512671,598350,U.S.
2024-09-05,IOS,Sportsbetting,21795497,4337905,U.S.
2024-09-05,ANDROID,Sportsbetting,4404472,1245337,U.S.
2024-09-06,IOS,RMG,4563461,943941,U.S.
2024-09-06,ANDROID,RMG,3512671,588677,U.S.
2024-09-06,IOS,Sportsbetting,21795497,4678324,U.S.
2024-09-06,ANDROID,Sportsbetting,4404472,1224781,U.S.
2024-09-07,IOS,RMG,4563461,1057966,U.S.
2024-09-07,ANDROID,RMG,3512671,598028,U.S.
2024-09-07,IOS,Sportsbetting,21795497,4542059,U.S.
2024-09-07,ANDROID,Sportsbetting,4404472,1335169,U.S.
2024-09-08,IOS,RMG,4563461,1045619,U.S.
2024-09-08,ANDROID,RMG,3512671,609380,U.S.
2024-09-08,IOS,Sportsbetting,21795497,3817555,U.S.
2024-09-08,ANDROID,Sportsbetting,4404472,1443312,U.S.
2024-09-09,IOS,RMG,4563461,842227,U.S.
2024-09-09,ANDROID,RMG,3512671,556141,U.S.
2024-09-09,IOS,Sportsbetting,21795497,3872044,U.S.
2024-09-09,ANDROID,Sportsbetting,4404472,1447662,U.S.
2024-09-10,IOS,RMG,4563461,927865,U.S.
2024-09-10,ANDROID,RMG,3512671,603549,U.S.
2024-09-10,IOS,Sportsbetting,21795497,3640294,U.S.
2024-09-10,ANDROID,Sportsbetting,4404472,1445916,U.S.
2024-09-11,IOS,RMG,4563461,1048755,U.S.
2024-09-11,ANDROID,RMG,3512671,631037,U.S.
2024-09-11,IOS,Sportsbetting,21795497,3803752,U.S.
2024-09-11,ANDROID,Sportsbetting,4404472,1512298,U.S.
2024-09-12,IOS,RMG,4563461,1308053,U.S.
2024-09-12,ANDROID,RMG,3512671,615668,U.S.
2024-09-12,IOS,Sportsbetting,21795497,4011287,U.S.
2024-09-12,ANDROID,Sportsbetting,4404472,1711272,U.S.
2024-09-13,IOS,RMG,4563461,955051,U.S.
2024-09-13,ANDROID,RMG,3512671,606174,U.S.
2024-09-13,IOS,Sportsbetting,21795497,4313896,U.S.
2024-09-13,ANDROID,Sportsbetting,4404472,1644067,U.S.
2024-09-14,IOS,RMG,4563461,1087647,U.S.
2024-09-14,ANDROID,RMG,3512671,624853,U.S.
2024-09-14,IOS,Sportsbetting,21795497,4096214,U.S.
2024-09-14,ANDROID,Sportsbetting,4404472,1674458,U.S.
2024-09-15,IOS,RMG,4563461,899301,U.S.
2024-09-15,ANDROID,RMG,3512671,575221,U.S.
2024-09-15,IOS,Sportsbetting,21795497,3802718,U.S.
2024-09-15,ANDROID,Sportsbetting,4404472,1565466,U.S.
2024-09-16,IOS,RMG,4563461,727551,U.S.
2024-09-16,ANDROID,RMG,3512671,541490,U.S.
2024-09-16,IOS,Sportsbetting,21795497,3621713,U.S.
2024-09-16,ANDROID,Sportsbetting,4404472,1489464,U.S.
2024-09-17,IOS,RMG,4563461,781423,U.S.
2024-09-17,ANDROID,RMG,3512671,579075,U.S.
2024-09-17,IOS,Sportsbetting,21795497,3278883,U.S.
2024-09-17,ANDROID,Sportsbetting,4404472,1444071,U.S.
2024-09-18,IOS,RMG,4563461,900285,U.S.
2024-09-18,ANDROID,RMG,3512671,608309,U.S.
2024-09-18,IOS,Sportsbetting,21795497,3321303,U.S.
2024-09-18,ANDROID,Sportsbetting,4404472,1480293,U.S.
2024-09-19,IOS,RMG,4563461,1051431,U.S.
2024-09-19,ANDROID,RMG,3512671,584176,U.S.
2024-09-19,IOS,Sportsbetting,21795497,3645475,U.S.
2024-09-19,ANDROID,Sportsbetting,4404472,1697736,U.S.
2024-09-20,IOS,RMG,4563461,792019,U.S.
2024-09-20,ANDROID,RMG,3512671,572203,U.S.
2024-09-20,IOS,Sportsbetting,21795497,3512931,U.S.
2024-09-20,ANDROID,Sportsbetting,4404472,1571946,U.S.
2024-09-21,IOS,RMG,4563461,918675,U.S.
2024-09-21,ANDROID,RMG,3512671,592965,U.S.
2024-09-21,IOS,Sportsbetting,21795497,3553593,U.S.
2024-09-21,ANDROID,Sportsbetting,4404472,1551543,U.S.
2024-09-22,IOS,RMG,4563461,862112,U.S.
2024-09-22,ANDROID,RMG,3512671,614525,U.S.
2024-09-22,IOS,Sportsbetting,21795497,4154050,U.S.
2024-09-22,ANDROID,Sportsbetting,4404472,1671273,U.S.
2024-09-23,IOS,RMG,4563461,681631,U.S.
2024-09-23,ANDROID,RMG,3512671,582020,U.S.
2024-09-23,IOS,Sportsbetting,21795497,3810905,U.S.
2024-09-23,ANDROID,Sportsbetting,4404472,1525825,U.S.
2024-09-24,IOS,RMG,4563461,742737,U.S.
2024-09-24,ANDROID,RMG,3512671,620284,U.S.
2024-09-24,IOS,Sportsbetting,21795497,3517224,U.S.
2024-09-24,ANDROID,Sportsbetting,4404472,1454304,U.S.
2024-09-25,IOS,RMG,4563461,843564,U.S.
2024-09-25,ANDROID,RMG,3512671,644101,U.S.
2024-09-25,IOS,Sportsbetting,21795497,3372513,U.S.
2024-09-25,ANDROID,Sportsbetting,4404472,1451860,U.S.
2024-09-26,IOS,RMG,4563461,1014673,U.S.
2024-09-26,ANDROID,RMG,3512671,629959,U.S.
2024-09-26,IOS,Sportsbetting,21795497,3504590,U.S.
2024-09-26,ANDROID,Sportsbetting,4404472,1698352,U.S.
2024-09-27,IOS,RMG,4563461,747804,U.S.
2024-09-27,ANDROID,RMG,3512671,615481,U.S.
2024-09-27,IOS,Sportsbetting,21795497,3793912,U.S.
2024-09-27,ANDROID,Sportsbetting,4404472,1525756,U.S.
2024-09-28,IOS,RMG,4563461,873906,U.S.
2024-09-28,ANDROID,RMG,3512671,627772,U.S.
2024-09-28,IOS,Sportsbetting,21795497,3600020,U.S.
2024-09-28,ANDROID,Sportsbetting,4404472,1485775,U.S.
2024-09-29,IOS,RMG,4563461,927925,U.S.
2024-09-29,ANDROID,RMG,3512671,655701,U.S.
2024-09-29,IOS,Sportsbetting,21795497,4187535,U.S.
2024-09-29,ANDROID,Sportsbetting,4404472,1752899,U.S.
2024-09-30,IOS,RMG,4563461,731647,U.S.
2024-09-30,ANDROID,RMG,3512671,619918,U.S.
2024-09-30,IOS,Sportsbetting,21795497,3859484,U.S.
2024-09-30,ANDROID,Sportsbetting,4404472,1564605,U.S.
2024-10-01,ANDROID,RMG,3717568,652296,U.S.
2024-10-01,IOS,RMG,3488678,792625,U.S.
2024-10-01,IOS,Sportsbetting,18060723,3543250,U.S.
2024-10-01,ANDROID,Sportsbetting,4637205,1477608,U.S.
2024-10-02,ANDROID,RMG,3717568,678253,U.S.
2024-10-02,IOS,RMG,3488678,895795,U.S.
2024-10-02,IOS,Sportsbetting,18060723,3258990,U.S.
2024-10-02,ANDROID,Sportsbetting,4637205,1435753,U.S.
2024-10-03,ANDROID,RMG,3717568,671247,U.S.
2024-10-03,IOS,RMG,3488678,1061852,U.S.
2024-10-03,IOS,Sportsbetting,18060723,3403087,U.S.
2024-10-03,ANDROID,Sportsbetting,4637205,1709398,U.S.
2024-10-04,ANDROID,RMG,3717568,639276,U.S.
2024-10-04,IOS,RMG,3488678,810930,U.S.
2024-10-04,IOS,Sportsbetting,18060723,3610734,U.S.
2024-10-04,ANDROID,Sportsbetting,4637205,1504958,U.S.
2024-10-05,ANDROID,RMG,3717568,665107,U.S.
2024-10-05,IOS,RMG,3488678,944719,U.S.
2024-10-05,IOS,Sportsbetting,18060723,3556967,U.S.
2024-10-05,ANDROID,Sportsbetting,4637205,1457919,U.S.
2024-10-06,ANDROID,RMG,3717568,645433,U.S.
2024-10-06,IOS,RMG,3488678,763662,U.S.
2024-10-06,IOS,Sportsbetting,18060723,3990235,U.S.
2024-10-06,ANDROID,Sportsbetting,4637205,1784934,U.S.
2024-10-07,ANDROID,RMG,3717568,613961,U.S.
2024-10-07,IOS,RMG,3488678,633912,U.S.
2024-10-07,IOS,Sportsbetting,18060723,3774007,U.S.
2024-10-07,ANDROID,Sportsbetting,4637205,1568836,U.S.
2024-10-08,ANDROID,RMG,3717568,640988,U.S.
2024-10-08,IOS,RMG,3488678,700048,U.S.
2024-10-08,IOS,Sportsbetting,18060723,3488944,U.S.
2024-10-08,ANDROID,Sportsbetting,4637205,1451688,U.S.
2024-10-09,ANDROID,RMG,3717568,669706,U.S.
2024-10-09,IOS,RMG,3488678,735917,U.S.
2024-10-09,IOS,Sportsbetting,18060723,3194702,U.S.
2024-10-09,ANDROID,Sportsbetting,4637205,1399837,U.S.
2024-10-10,ANDROID,RMG,3717568,659769,U.S.
2024-10-10,IOS,RMG,3488678,931446,U.S.
2024-10-10,IOS,Sportsbetting,18060723,3214200,U.S.
2024-10-10,ANDROID,Sportsbetting,4637205,1697798,U.S.
2024-10-11,ANDROID,RMG,3717568,635136,U.S.
2024-10-11,IOS,RMG,3488678,718790,U.S.
2024-10-11,IOS,Sportsbetting,18060723,3405452,U.S.
2024-10-11,ANDROID,Sportsbetting,4637205,1471083,U.S.
2024-10-12,ANDROID,RMG,3717568,661964,U.S.
2024-10-12,IOS,RMG,3488678,799539,U.S.
2024-10-12,IOS,Sportsbetting,18060723,3333029,U.S.
2024-10-12,ANDROID,Sportsbetting,4637205,1416696,U.S.
2024-10-13,ANDROID,RMG,3717568,645111,U.S.
2024-10-13,IOS,RMG,3488678,704918,U.S.
2024-10-13,IOS,Sportsbetting,18060723,4077012,U.S.
2024-10-13,ANDROID,Sportsbetting,4637205,1904483,U.S.
2024-10-14,ANDROID,RMG,3717568,617521,U.S.
2024-10-14,IOS,RMG,3488678,575945,U.S.
2024-10-14,IOS,Sportsbetting,18060723,3895209,U.S.
2024-10-14,ANDROID,Sportsbetting,4637205,1657810,U.S.
2024-10-15,ANDROID,RMG,3717568,644973,U.S.
2024-10-15,IOS,RMG,3488678,626036,U.S.
2024-10-15,IOS,Sportsbetting,18060723,3540183,U.S.
2024-10-15,ANDROID,Sportsbetting,4637205,1526043,U.S.
2024-10-16,ANDROID,RMG,3717568,664619,U.S.
2024-10-16,IOS,RMG,3488678,655998,U.S.
2024-10-16,IOS,Sportsbetting,18060723,3149692,U.S.
2024-10-16,ANDROID,Sportsbetting,4637205,1445984,U.S.
2024-10-17,ANDROID,RMG,3717568,661859,U.S.
2024-10-17,IOS,RMG,3488678,911868,U.S.
2024-10-17,IOS,Sportsbetting,18060723,3335975,U.S.
2024-10-17,ANDROID,Sportsbetting,4637205,1787201,U.S.
2024-10-18,ANDROID,RMG,3717568,640508,U.S.
2024-10-18,IOS,RMG,3488678,638113,U.S.
2024-10-18,IOS,Sportsbetting,18060723,3366916,U.S.
2024-10-18,ANDROID,Sportsbetting,4637205,1517276,U.S.
2024-10-19,ANDROID,RMG,3717568,671514,U.S.
2024-10-19,IOS,RMG,3488678,722045,U.S.
2024-10-19,IOS,Sportsbetting,18060723,3441485,U.S.
2024-10-19,ANDROID,Sportsbetting,4637205,1474296,U.S.
2024-10-20,ANDROID,RMG,3717568,643893,U.S.
2024-10-20,IOS,RMG,3488678,735965,U.S.
2024-10-20,IOS,Sportsbetting,18060723,4258317,U.S.
2024-10-20,ANDROID,Sportsbetting,4637205,2036684,U.S.
2024-10-21,ANDROID,RMG,3717568,614088,U.S.
2024-10-21,IOS,RMG,3488678,628591,U.S.
2024-10-21,IOS,Sportsbetting,18060723,3974269,U.S.
2024-10-21,ANDROID,Sportsbetting,4637205,1734673,U.S.
2024-10-22,ANDROID,RMG,3717568,647919,U.S.
2024-10-22,IOS,RMG,3488678,667253,U.S.
2024-10-22,IOS,Sportsbetting,18060723,3750840,U.S.
2024-10-22,ANDROID,Sportsbetting,4637205,1595391,U.S.
2024-10-23,ANDROID,RMG,3717568,660263,U.S.
2024-10-23,IOS,RMG,3488678,706963,U.S.
2024-10-23,IOS,Sportsbetting,18060723,3623610,U.S.
2024-10-23,ANDROID,Sportsbetting,4637205,1518899,U.S.
2024-10-24,ANDROID,RMG,3717568,656339,U.S.
2024-10-24,IOS,RMG,3488678,980632,U.S.
2024-10-24,IOS,Sportsbetting,18060723,3773523,U.S.
2024-10-24,ANDROID,Sportsbetting,4637205,1879457,U.S.
2024-10-25,ANDROID,RMG,3717568,626060,U.S.
2024-10-25,IOS,RMG,3488678,686654,U.S.
2024-10-25,IOS,Sportsbetting,18060723,3794386,U.S.
2024-10-25,ANDROID,Sportsbetting,4637205,1563320,U.S.
2024-10-26,ANDROID,RMG,3717568,661008,U.S.
2024-10-26,IOS,RMG,3488678,753550,U.S.
2024-10-26,IOS,Sportsbetting,18060723,3714080,U.S.
2024-10-26,ANDROID,Sportsbetting,4637205,1521665,U.S.
2024-10-27,ANDROID,RMG,3717568,610238,U.S.
2024-10-27,IOS,RMG,3488678,630006,U.S.
2024-10-27,IOS,Sportsbetting,18060723,4021762,U.S.
2024-10-27,ANDROID,Sportsbetting,4637205,2013166,U.S.
2024-10-28,ANDROID,RMG,3717568,582117,U.S.
2024-10-28,IOS,RMG,3488678,544731,U.S.
2024-10-28,IOS,Sportsbetting,18060723,3822434,U.S.
2024-10-28,ANDROID,Sportsbetting,4637205,1700747,U.S.
2024-10-29,ANDROID,RMG,3717568,630545,U.S.
2024-10-29,IOS,RMG,3488678,574968,U.S.
2024-10-29,IOS,Sportsbetting,18060723,3646667,U.S.
2024-10-29,ANDROID,Sportsbetting,4637205,1580283,U.S.
2024-10-30,ANDROID,RMG,3717568,627490,U.S.
2024-10-30,IOS,RMG,3488678,612539,U.S.
2024-10-30,IOS,Sportsbetting,18060723,3477807,U.S.
2024-10-30,ANDROID,Sportsbetting,4637205,1482031,U.S.
2024-10-31,ANDROID,RMG,3717568,612606,U.S.
2024-10-31,IOS,RMG,3488678,868102,U.S.
2024-10-31,IOS,Sportsbetting,18060723,3829675,U.S.
2024-10-31,ANDROID,Sportsbetting,4637205,1835083,U.S.
2024-11-01,ANDROID,RMG,3742197,587768,U.S.
2024-11-01,IOS,RMG,3492812,603064,U.S.
2024-11-01,ANDROID,Sportsbetting,4765560,1514199,U.S.
2024-11-01,IOS,Sportsbetting,18618992,3672053,U.S.
2024-11-02,ANDROID,RMG,3742197,629398,U.S.
2024-11-02,IOS,RMG,3492812,658551,U.S.
2024-11-02,ANDROID,Sportsbetting,4765560,1479171,U.S.
2024-11-02,IOS,Sportsbetting,18618992,3819615,U.S.
2024-11-03,ANDROID,RMG,3742197,615490,U.S.
2024-11-03,IOS,RMG,3492812,603797,U.S.
2024-11-03,ANDROID,Sportsbetting,4765560,2189059,U.S.
2024-11-03,IOS,Sportsbetting,18618992,3912232,U.S.
2024-11-04,ANDROID,RMG,3742197,584093,U.S.
2024-11-04,IOS,RMG,3492812,523800,U.S.
2024-11-04,ANDROID,Sportsbetting,4765560,1817634,U.S.
2024-11-04,IOS,Sportsbetting,18618992,3680251,U.S.
2024-11-05,ANDROID,RMG,3742197,645924,U.S.
2024-11-05,IOS,RMG,3492812,556453,U.S.
2024-11-05,ANDROID,Sportsbetting,4765560,1676449,U.S.
2024-11-05,IOS,Sportsbetting,18618992,3563136,U.S.
2024-11-06,ANDROID,RMG,3742197,646146,U.S.
2024-11-06,IOS,RMG,3492812,589655,U.S.
2024-11-06,ANDROID,Sportsbetting,4765560,1566542,U.S.
2024-11-06,IOS,Sportsbetting,18618992,3378764,U.S.
2024-11-07,ANDROID,RMG,3742197,624689,U.S.
2024-11-07,IOS,RMG,3492812,842558,U.S.
2024-11-07,ANDROID,Sportsbetting,4765560,1948499,U.S.
2024-11-07,IOS,Sportsbetting,18618992,3668338,U.S.
2024-11-08,ANDROID,RMG,3742197,599714,U.S.
2024-11-08,IOS,RMG,3492812,587654,U.S.
2024-11-08,ANDROID,Sportsbetting,4765560,1590714,U.S.
2024-11-08,IOS,Sportsbetting,18618992,3603355,U.S.
2024-11-09,ANDROID,RMG,3742197,640516,U.S.
2024-11-09,IOS,RMG,3492812,645656,U.S.
2024-11-09,ANDROID,Sportsbetting,4765560,1544735,U.S.
2024-11-09,IOS,Sportsbetting,18618992,3587803,U.S.
2024-11-10,ANDROID,RMG,3742197,578150,U.S.
2024-11-10,IOS,RMG,3492812,655484,U.S.
2024-11-10,ANDROID,Sportsbetting,4765560,2128690,U.S.
2024-11-10,IOS,Sportsbetting,18618992,4396734,U.S.
2024-11-11,ANDROID,RMG,3742197,553005,U.S.
2024-11-11,IOS,RMG,3492812,587878,U.S.
2024-11-11,ANDROID,Sportsbetting,4765560,1745316,U.S.
2024-11-11,IOS,Sportsbetting,18618992,4127966,U.S.
2024-11-12,ANDROID,RMG,3742197,607641,U.S.
2024-11-12,IOS,RMG,3492812,611894,U.S.
2024-11-12,ANDROID,Sportsbetting,4765560,1587949,U.S.
2024-11-12,IOS,Sportsbetting,18618992,3838541,U.S.
2024-11-13,ANDROID,RMG,3742197,601809,U.S.
2024-11-13,IOS,RMG,3492812,647578,U.S.
2024-11-13,ANDROID,Sportsbetting,4765560,1476150,U.S.
2024-11-13,IOS,Sportsbetting,18618992,3433455,U.S.
2024-11-14,ANDROID,RMG,3742197,592191,U.S.
2024-11-14,IOS,RMG,3492812,903425,U.S.
2024-11-14,ANDROID,Sportsbetting,4765560,1872947,U.S.
2024-11-14,IOS,Sportsbetting,18618992,3877586,U.S.
2024-11-15,ANDROID,RMG,3742197,565111,U.S.
2024-11-15,IOS,RMG,3492812,635631,U.S.
2024-11-15,ANDROID,Sportsbetting,4765560,1523872,U.S.
2024-11-15,IOS,Sportsbetting,18618992,3793953,U.S.
2024-11-16,ANDROID,RMG,3742197,599333,U.S.
2024-11-16,IOS,RMG,3492812,715697,U.S.
2024-11-16,ANDROID,Sportsbetting,4765560,1470800,U.S.
2024-11-16,IOS,Sportsbetting,18618992,4483021,U.S.
2024-11-17,ANDROID,RMG,3742197,615376,U.S.
2024-11-17,IOS,RMG,3492812,742306,U.S.
2024-11-17,ANDROID,Sportsbetting,4765560,2162605,U.S.
2024-11-17,IOS,Sportsbetting,18618992,4591059,U.S.
2024-11-18,ANDROID,RMG,3742197,590077,U.S.
2024-11-18,IOS,RMG,3492812,652741,U.S.
2024-11-18,ANDROID,Sportsbetting,4765560,1766505,U.S.
2024-11-18,IOS,Sportsbetting,18618992,3912764,U.S.
2024-11-19,ANDROID,RMG,3742197,643887,U.S.
2024-11-19,IOS,RMG,3492812,685231,U.S.
2024-11-19,ANDROID,Sportsbetting,4765560,1596585,U.S.
2024-11-19,IOS,Sportsbetting,18618992,3614154,U.S.
2024-11-20,ANDROID,RMG,3742197,640024,U.S.
2024-11-20,IOS,RMG,3492812,714803,U.S.
2024-11-20,ANDROID,Sportsbetting,4765560,1478039,U.S.
2024-11-20,IOS,Sportsbetting,18618992,3254072,U.S.
2024-11-21,ANDROID,RMG,3742197,633834,U.S.
2024-11-21,IOS,RMG,3492812,1005209,U.S.
2024-11-21,ANDROID,Sportsbetting,4765560,1893174,U.S.
2024-11-21,IOS,Sportsbetting,18618992,3670049,U.S.
2024-11-22,ANDROID,RMG,3742197,604214,U.S.
2024-11-22,IOS,RMG,3492812,703082,U.S.
2024-11-22,ANDROID,Sportsbetting,4765560,1546001,U.S.
2024-11-22,IOS,Sportsbetting,18618992,3617390,U.S.
2024-11-23,ANDROID,RMG,3742197,640294,U.S.
2024-11-23,IOS,RMG,3492812,798515,U.S.
2024-11-23,ANDROID,Sportsbetting,4765560,1463619,U.S.
2024-11-23,IOS,Sportsbetting,18618992,4164085,U.S.
2024-11-24,ANDROID,RMG,3742197,622689,U.S.
2024-11-24,IOS,RMG,3492812,771414,U.S.
2024-11-24,ANDROID,Sportsbetting,4765560,2395425,U.S.
2024-11-24,IOS,Sportsbetting,18618992,4622252,U.S.
2024-11-25,ANDROID,RMG,3742197,596764,U.S.
2024-11-25,IOS,RMG,3492812,677311,U.S.
2024-11-25,ANDROID,Sportsbetting,4765560,1920552,U.S.
2024-11-25,IOS,Sportsbetting,18618992,4079779,U.S.
2024-11-26,ANDROID,RMG,3742197,652078,U.S.
2024-11-26,IOS,RMG,3492812,711161,U.S.
2024-11-26,ANDROID,Sportsbetting,4765560,1728046,U.S.
2024-11-26,IOS,Sportsbetting,18618992,3670415,U.S.
2024-11-27,ANDROID,RMG,3742197,649606,U.S.
2024-11-27,IOS,RMG,3492812,761925,U.S.
2024-11-27,ANDROID,Sportsbetting,4765560,1580475,U.S.
2024-11-27,IOS,Sportsbetting,18618992,3420724,U.S.
2024-11-28,ANDROID,RMG,3742197,632466,U.S.
2024-11-28,IOS,RMG,3492812,1037640,U.S.
2024-11-28,ANDROID,Sportsbetting,4765560,2044926,U.S.
2024-11-28,IOS,Sportsbetting,18618992,3970663,U.S.
2024-11-29,ANDROID,RMG,3742197,614921,U.S.
2024-11-29,IOS,RMG,3492812,726624,U.S.
2024-11-29,ANDROID,Sportsbetting,4765560,1647106,U.S.
2024-11-29,IOS,Sportsbetting,18618992,3951358,U.S.
2024-11-30,ANDROID,RMG,3742197,644296,U.S.
2024-11-30,IOS,RMG,3492812,810674,U.S.
2024-11-30,ANDROID,Sportsbetting,4765560,1539206,U.S.
2024-11-30,IOS,Sportsbetting,18618992,4287422,U.S.
2024-12-01,ANDROID,RMG,4557050,634974,U.S.
2024-12-01,IOS,RMG,7869468,860915,U.S.
2024-12-01,IOS,Sportsbetting,16818232,4578130,U.S.
2024-12-01,ANDROID,Sportsbetting,4681787,2262090,U.S.
2024-12-02,ANDROID,RMG,4557050,606816,U.S.
2024-12-02,IOS,RMG,7869468,747459,U.S.
2024-12-02,IOS,Sportsbetting,16818232,4031465,U.S.
2024-12-02,ANDROID,Sportsbetting,4681787,1809382,U.S.
2024-12-03,ANDROID,RMG,4557050,661522,U.S.
2024-12-03,IOS,RMG,7869468,794782,U.S.
2024-12-03,IOS,Sportsbetting,16818232,3563571,U.S.
2024-12-03,ANDROID,Sportsbetting,4681787,1613169,U.S.
2024-12-04,ANDROID,RMG,4557050,662746,U.S.
2024-12-04,IOS,RMG,7869468,854887,U.S.
2024-12-04,IOS,Sportsbetting,16818232,3416552,U.S.
2024-12-04,ANDROID,Sportsbetting,4681787,1470755,U.S.
2024-12-05,ANDROID,RMG,4557050,637784,U.S.
2024-12-05,IOS,RMG,7869468,885532,U.S.
2024-12-05,IOS,Sportsbetting,16818232,3786461,U.S.
2024-12-05,ANDROID,Sportsbetting,4681787,1863531,U.S.
2024-12-06,ANDROID,RMG,4557050,624685,U.S.
2024-12-06,IOS,RMG,7869468,812249,U.S.
2024-12-06,IOS,Sportsbetting,16818232,3725765,U.S.
2024-12-06,ANDROID,Sportsbetting,4681787,1487757,U.S.
2024-12-07,ANDROID,RMG,4557050,651001,U.S.
2024-12-07,IOS,RMG,7869468,886439,U.S.
2024-12-07,IOS,Sportsbetting,16818232,3630797,U.S.
2024-12-07,ANDROID,Sportsbetting,4681787,1393748,U.S.
2024-12-08,ANDROID,RMG,4557050,641632,U.S.
2024-12-08,IOS,RMG,7869468,1014098,U.S.
2024-12-08,IOS,Sportsbetting,16818232,4200046,U.S.
2024-12-08,ANDROID,Sportsbetting,4681787,2196817,U.S.
2024-12-09,ANDROID,RMG,4557050,605977,U.S.
