date,os,grouped_category,MAU,DAU,country
2024-04-23,ANDROID,Sportsbetting,2683428,667928,U.S.
2024-04-23,IOS,Sportsbetting,10464489,1812484,U.S.
2024-04-24,ANDROID,RMG,4939002,830872,U.S.
2024-04-24,IOS,RMG,5605965,960342,U.S.
2024-04-24,ANDROID,Sportsbetting,2683428,640394,U.S.
2024-04-24,IOS,Sportsbetting,10464489,1746314,U.S.
2024-04-25,ANDROID,RMG,4939002,826570,U.S.
2024-04-25,IOS,RMG,5605965,954569,U.S.
2024-04-25,ANDROID,Sportsbetting,2683428,661030,U.S.
2024-04-25,IOS,Sportsbetting,10464489,1743415,U.S.
2024-04-26,ANDROID,RMG,4939002,765857,U.S.
2024-04-26,IOS,RMG,5605965,849854,U.S.
2024-04-26,ANDROID,Sportsbetting,2683428,671663,U.S.
2024-04-26,IOS,Sportsbetting,10464489,1903553,U.S.
2024-04-27,ANDROID,RMG,4939002,830170,U.S.
2024-04-27,IOS,RMG,5605965,1013930,U.S.
2024-04-27,ANDROID,Sportsbetting,2683428,723004,U.S.
2024-04-27,IOS,Sportsbetting,10464489,2103503,U.S.
2024-04-28,ANDROID,RMG,4939002,778022,U.S.
2024-04-28,IOS,RMG,5605965,989138,U.S.
2024-04-28,ANDROID,Sportsbetting,2683428,766245,U.S.
2024-04-28,IOS,Sportsbetting,10464489,2322307,U.S.
2024-04-29,ANDROID,RMG,4939002,729868,U.S.
2024-04-29,IOS,RMG,5605965,779793,U.S.
2024-04-29,ANDROID,Sportsbetting,2683428,680460,U.S.
2024-04-29,IOS,Sportsbetting,10464489,1896962,U.S.
2024-04-30,ANDROID,RMG,4939002,794769,U.S.
2024-04-30,IOS,RMG,5605965,870123,U.S.
2024-04-30,ANDROID,Sportsbetting,2683428,677065,U.S.
2024-04-30,IOS,Sportsbetting,10464489,1888445,U.S.
2024-05-01,IOS,RMG,4806228,959657,U.S.
2024-05-01,ANDROID,RMG,4517502,795698,U.S.
2024-05-01,ANDROID,Sportsbetting,2742020,651554,U.S.
2024-05-01,IOS,Sportsbetting,10303785,1972268,U.S.
2024-05-02,IOS,RMG,4806228,954814,U.S.
2024-05-02,ANDROID,RMG,4517502,794583,U.S.
2024-05-02,ANDROID,Sportsbetting,2742020,669719,U.S.
2024-05-02,IOS,Sportsbetting,10303785,1971442,U.S.
2024-05-03,IOS,RMG,4806228,856908,U.S.
2024-05-03,ANDROID,RMG,4517502,732263,U.S.
2024-05-03,ANDROID,Sportsbetting,2742020,671402,U.S.
2024-05-03,IOS,Sportsbetting,10303785,2286954,U.S.
2024-05-04,IOS,RMG,4806228,1032493,U.S.
2024-05-04,ANDROID,RMG,4517502,790361,U.S.
2024-05-04,ANDROID,Sportsbetting,2742020,734875,U.S.
2024-05-04,IOS,Sportsbetting,10303785,2888236,U.S.
2024-05-05,IOS,RMG,4806228,983329,U.S.
2024-05-05,ANDROID,RMG,4517502,770574,U.S.
2024-05-05,ANDROID,Sportsbetting,2742020,753941,U.S.
2024-05-05,IOS,Sportsbetting,10303785,2123028,U.S.
2024-05-06,IOS,RMG,4806228,791957,U.S.
2024-05-06,ANDROID,RMG,4517502,731219,U.S.
2024-05-06,ANDROID,Sportsbetting,2742020,674385,U.S.
2024-05-06,IOS,Sportsbetting,10303785,1660497,U.S.
2024-05-07,IOS,RMG,4806228,879096,U.S.
2024-05-07,ANDROID,RMG,4517502,791321,U.S.
2024-05-07,ANDROID,Sportsbetting,2742020,660735,U.S.
2024-05-07,IOS,Sportsbetting,10303785,1675430,U.S.
2024-05-08,IOS,RMG,4806228,953618,U.S.
2024-05-08,ANDROID,RMG,4517502,790108,U.S.
2024-05-08,ANDROID,Sportsbetting,2742020,641145,U.S.
2024-05-08,IOS,Sportsbetting,10303785,1712486,U.S.
2024-05-09,IOS,RMG,4806228,954590,U.S.
2024-05-09,ANDROID,RMG,4517502,790138,U.S.
2024-05-09,ANDROID,Sportsbetting,2742020,657897,U.S.
2024-05-09,IOS,Sportsbetting,10303785,1726712,U.S.
2024-05-10,IOS,RMG,4806228,871896,U.S.
2024-05-10,ANDROID,RMG,4517502,731285,U.S.
2024-05-10,ANDROID,Sportsbetting,2742020,658826,U.S.
2024-05-10,IOS,Sportsbetting,10303785,1989242,U.S.
2024-05-11,IOS,RMG,4806228,1024426,U.S.
2024-05-11,ANDROID,RMG,4517502,782788,U.S.
2024-05-11,ANDROID,Sportsbetting,2742020,729278,U.S.
2024-05-11,IOS,Sportsbetting,10303785,2355657,U.S.
2024-05-12,IOS,RMG,4806228,1032332,U.S.
2024-05-12,ANDROID,RMG,4517502,792108,U.S.
2024-05-12,ANDROID,Sportsbetting,2742020,699551,U.S.
2024-05-12,IOS,Sportsbetting,10303785,1688208,U.S.
2024-05-13,IOS,RMG,4806228,833902,U.S.
2024-05-13,ANDROID,RMG,4517502,746941,U.S.
2024-05-13,ANDROID,Sportsbetting,2742020,672047,U.S.
2024-05-13,IOS,Sportsbetting,10303785,1442960,U.S.
2024-05-14,IOS,RMG,4806228,915963,U.S.
2024-05-14,ANDROID,RMG,4517502,808235,U.S.
2024-05-14,ANDROID,Sportsbetting,2742020,665727,U.S.
2024-05-14,IOS,Sportsbetting,10303785,1423650,U.S.
2024-05-15,IOS,RMG,4806228,985369,U.S.
2024-05-15,ANDROID,RMG,4517502,803881,U.S.
2024-05-15,ANDROID,Sportsbetting,2742020,654003,U.S.
2024-05-15,IOS,Sportsbetting,10303785,1473395,U.S.
2024-05-16,IOS,RMG,4806228,996506,U.S.
2024-05-16,ANDROID,RMG,4517502,800393,U.S.
2024-05-16,ANDROID,Sportsbetting,2742020,664158,U.S.
2024-05-16,IOS,Sportsbetting,10303785,1528663,U.S.
2024-05-17,IOS,RMG,4806228,904520,U.S.
2024-05-17,ANDROID,RMG,4517502,751084,U.S.
2024-05-17,ANDROID,Sportsbetting,2742020,666201,U.S.
2024-05-17,IOS,Sportsbetting,10303785,1651159,U.S.
2024-05-18,IOS,RMG,4806228,1067923,U.S.
2024-05-18,ANDROID,RMG,4517502,800263,U.S.
2024-05-18,ANDROID,Sportsbetting,2742020,719197,U.S.
2024-05-18,IOS,Sportsbetting,10303785,1794911,U.S.
2024-05-19,IOS,RMG,4806228,923154,U.S.
2024-05-19,ANDROID,RMG,4517502,752598,U.S.
2024-05-19,ANDROID,Sportsbetting,2742020,667844,U.S.
2024-05-19,IOS,Sportsbetting,10303785,1762205,U.S.
2024-05-20,IOS,RMG,4806228,743554,U.S.
2024-05-20,ANDROID,RMG,4517502,700917,U.S.
2024-05-20,ANDROID,Sportsbetting,2742020,639251,U.S.
2024-05-20,IOS,Sportsbetting,10303785,1410457,U.S.
2024-05-21,IOS,RMG,4806228,809514,U.S.
2024-05-21,ANDROID,RMG,4517502,761381,U.S.
2024-05-21,ANDROID,Sportsbetting,2742020,636410,U.S.
2024-05-21,IOS,Sportsbetting,10303785,1447119,U.S.
2024-05-22,IOS,RMG,4806228,878040,U.S.
2024-05-22,ANDROID,RMG,4517502,756024,U.S.
2024-05-22,ANDROID,Sportsbetting,2742020,631269,U.S.
2024-05-22,IOS,Sportsbetting,10303785,1470813,U.S.
2024-05-23,IOS,RMG,4806228,892176,U.S.
2024-05-23,ANDROID,RMG,4517502,757827,U.S.
2024-05-23,ANDROID,Sportsbetting,2742020,642394,U.S.
2024-05-23,IOS,Sportsbetting,10303785,1572373,U.S.
2024-05-24,IOS,RMG,4806228,805288,U.S.
2024-05-24,ANDROID,RMG,4517502,701560,U.S.
2024-05-24,ANDROID,Sportsbetting,2742020,641305,U.S.
2024-05-24,IOS,Sportsbetting,10303785,1614676,U.S.
2024-05-25,IOS,RMG,4806228,945189,U.S.
2024-05-25,ANDROID,RMG,4517502,741642,U.S.
2024-05-25,ANDROID,Sportsbetting,2742020,678174,U.S.
2024-05-25,IOS,Sportsbetting,10303785,1691386,U.S.
2024-05-26,IOS,RMG,4806228,890634,U.S.
2024-05-26,ANDROID,RMG,4517502,711906,U.S.
2024-05-26,ANDROID,Sportsbetting,2742020,670747,U.S.
2024-05-26,IOS,Sportsbetting,10303785,1630586,U.S.
2024-05-27,IOS,RMG,4806228,729568,U.S.
2024-05-27,ANDROID,RMG,4517502,660345,U.S.
2024-05-27,ANDROID,Sportsbetting,2742020,636877,U.S.
2024-05-27,IOS,Sportsbetting,10303785,1376322,U.S.
2024-05-28,IOS,RMG,4806228,787320,U.S.
2024-05-28,ANDROID,RMG,4517502,728635,U.S.
2024-05-28,ANDROID,Sportsbetting,2742020,640106,U.S.
2024-05-28,IOS,Sportsbetting,10303785,1391426,U.S.
2024-05-29,IOS,RMG,4806228,860309,U.S.
2024-05-29,ANDROID,RMG,4517502,716513,U.S.
2024-05-29,ANDROID,Sportsbetting,2742020,627896,U.S.
2024-05-29,IOS,Sportsbetting,10303785,1398000,U.S.
2024-05-30,IOS,RMG,4806228,864702,U.S.
2024-05-30,ANDROID,RMG,4517502,716391,U.S.
2024-05-30,ANDROID,Sportsbetting,2742020,639599,U.S.
2024-05-30,IOS,Sportsbetting,10303785,1491102,U.S.
2024-05-31,IOS,RMG,4806228,779974,U.S.
2024-05-31,ANDROID,RMG,4517502,670603,U.S.
2024-05-31,ANDROID,Sportsbetting,2742020,636412,U.S.
2024-05-31,IOS,Sportsbetting,10303785,1489182,U.S.
2024-06-01,ANDROID,RMG,4151949,704478,U.S.
2024-06-01,IOS,RMG,4419257,925633,U.S.
2024-06-01,IOS,Sportsbetting,7937005,1726319,U.S.
2024-06-01,ANDROID,Sportsbetting,2436555,673334,U.S.
2024-06-02,ANDROID,RMG,4151949,705399,U.S.
2024-06-02,IOS,RMG,4419257,897655,U.S.
2024-06-02,IOS,Sportsbetting,7937005,1689885,U.S.
2024-06-02,ANDROID,Sportsbetting,2436555,652945,U.S.
2024-06-03,ANDROID,RMG,4151949,658905,U.S.
2024-06-03,IOS,RMG,4419257,751485,U.S.
2024-06-03,IOS,Sportsbetting,7937005,1401308,U.S.
2024-06-03,ANDROID,Sportsbetting,2436555,616694,U.S.
2024-06-04,ANDROID,RMG,4151949,712348,U.S.
2024-06-04,IOS,RMG,4419257,806822,U.S.
2024-06-04,IOS,Sportsbetting,7937005,1373352,U.S.
2024-06-04,ANDROID,Sportsbetting,2436555,615680,U.S.
2024-06-05,ANDROID,RMG,4151949,718300,U.S.
2024-06-05,IOS,RMG,4419257,895547,U.S.
2024-06-05,IOS,Sportsbetting,7937005,1401877,U.S.
2024-06-05,ANDROID,Sportsbetting,2436555,614301,U.S.
2024-06-06,ANDROID,RMG,4151949,708656,U.S.
2024-06-06,IOS,RMG,4419257,887983,U.S.
2024-06-06,IOS,Sportsbetting,7937005,1522795,U.S.
2024-06-06,ANDROID,Sportsbetting,2436555,617648,U.S.
2024-06-07,ANDROID,RMG,4151949,655451,U.S.
2024-06-07,IOS,RMG,4419257,792788,U.S.
2024-06-07,IOS,Sportsbetting,7937005,1506734,U.S.
2024-06-07,ANDROID,Sportsbetting,2436555,615304,U.S.
2024-06-08,ANDROID,RMG,4151949,695637,U.S.
2024-06-08,IOS,RMG,4419257,932186,U.S.
2024-06-08,IOS,Sportsbetting,7937005,1823929,U.S.
2024-06-08,ANDROID,Sportsbetting,2436555,642429,U.S.
2024-06-09,ANDROID,RMG,4151949,679033,U.S.
2024-06-09,IOS,RMG,4419257,905357,U.S.
2024-06-09,IOS,Sportsbetting,7937005,1562040,U.S.
2024-06-09,ANDROID,Sportsbetting,2436555,636472,U.S.
2024-06-10,ANDROID,RMG,4151949,625310,U.S.
2024-06-10,IOS,RMG,4419257,751244,U.S.
2024-06-10,IOS,Sportsbetting,7937005,1367642,U.S.
2024-06-10,ANDROID,Sportsbetting,2436555,591927,U.S.
2024-06-11,ANDROID,RMG,4151949,670155,U.S.
2024-06-11,IOS,RMG,4419257,787016,U.S.
2024-06-11,IOS,Sportsbetting,7937005,1324142,U.S.
2024-06-11,ANDROID,Sportsbetting,2436555,597673,U.S.
2024-06-12,ANDROID,RMG,4151949,680533,U.S.
2024-06-12,IOS,RMG,4419257,872941,U.S.
2024-06-12,IOS,Sportsbetting,7937005,1390050,U.S.
2024-06-12,ANDROID,Sportsbetting,2436555,591885,U.S.
2024-06-13,ANDROID,RMG,4151949,673487,U.S.
2024-06-13,IOS,RMG,4419257,874185,U.S.
2024-06-13,IOS,Sportsbetting,7937005,1506476,U.S.
2024-06-13,ANDROID,Sportsbetting,2436555,601100,U.S.
2024-06-14,ANDROID,RMG,4151949,620700,U.S.
2024-06-14,IOS,RMG,4419257,757412,U.S.
2024-06-14,IOS,Sportsbetting,7937005,1554890,U.S.
2024-06-14,ANDROID,Sportsbetting,2436555,598728,U.S.
2024-06-15,ANDROID,RMG,4151949,656411,U.S.
2024-06-15,IOS,RMG,4419257,912530,U.S.
2024-06-15,IOS,Sportsbetting,7937005,1768163,U.S.
2024-06-15,ANDROID,Sportsbetting,2436555,620653,U.S.
2024-06-16,ANDROID,RMG,4151949,693895,U.S.
2024-06-16,IOS,RMG,4419257,925759,U.S.
2024-06-16,IOS,Sportsbetting,7937005,1382804,U.S.
2024-06-16,ANDROID,Sportsbetting,2436555,600591,U.S.
2024-06-17,ANDROID,RMG,4151949,647055,U.S.
2024-06-17,IOS,RMG,4419257,766311,U.S.
2024-06-17,IOS,Sportsbetting,7937005,1228385,U.S.
2024-06-17,ANDROID,Sportsbetting,2436555,560995,U.S.
2024-06-18,ANDROID,RMG,4151949,679468,U.S.
2024-06-18,IOS,RMG,4419257,794133,U.S.
2024-06-18,IOS,Sportsbetting,7937005,1179859,U.S.
2024-06-18,ANDROID,Sportsbetting,2436555,564876,U.S.
2024-06-19,ANDROID,RMG,4151949,689740,U.S.
2024-06-19,IOS,RMG,4419257,885698,U.S.
2024-06-19,IOS,Sportsbetting,7937005,1242538,U.S.
2024-06-19,ANDROID,Sportsbetting,2436555,571551,U.S.
2024-06-20,ANDROID,RMG,4151949,681238,U.S.
2024-06-20,IOS,RMG,4419257,884631,U.S.
2024-06-20,IOS,Sportsbetting,7937005,1315987,U.S.
2024-06-20,ANDROID,Sportsbetting,2436555,558936,U.S.
2024-06-21,ANDROID,RMG,4151949,630105,U.S.
2024-06-21,IOS,RMG,4419257,774630,U.S.
2024-06-21,IOS,Sportsbetting,7937005,1376026,U.S.
2024-06-21,ANDROID,Sportsbetting,2436555,565586,U.S.
2024-06-22,ANDROID,RMG,4151949,650903,U.S.
2024-06-22,IOS,RMG,4419257,901058,U.S.
2024-06-22,IOS,Sportsbetting,7937005,1432178,U.S.
2024-06-22,ANDROID,Sportsbetting,2436555,591072,U.S.
2024-06-23,ANDROID,RMG,4151949,705179,U.S.
2024-06-23,IOS,RMG,4419257,882458,U.S.
2024-06-23,IOS,Sportsbetting,7937005,1319739,U.S.
2024-06-23,ANDROID,Sportsbetting,2436555,605843,U.S.
2024-06-24,ANDROID,RMG,4151949,653137,U.S.
2024-06-24,IOS,RMG,4419257,717972,U.S.
2024-06-24,IOS,Sportsbetting,7937005,1238849,U.S.
2024-06-24,ANDROID,Sportsbetting,2436555,578137,U.S.
2024-06-25,ANDROID,RMG,4151949,684716,U.S.
2024-06-25,IOS,RMG,4419257,736091,U.S.
2024-06-25,IOS,Sportsbetting,7937005,1178624,U.S.
2024-06-25,ANDROID,Sportsbetting,2436555,582063,U.S.
2024-06-26,ANDROID,RMG,4151949,691165,U.S.
2024-06-26,IOS,RMG,4419257,824754,U.S.
2024-06-26,IOS,Sportsbetting,7937005,1224445,U.S.
2024-06-26,ANDROID,Sportsbetting,2436555,583828,U.S.
2024-06-27,ANDROID,RMG,4151949,691303,U.S.
2024-06-27,IOS,RMG,4419257,829464,U.S.
2024-06-27,IOS,Sportsbetting,7937005,1257807,U.S.
2024-06-27,ANDROID,Sportsbetting,2436555,560586,U.S.
2024-06-28,ANDROID,RMG,4151949,656003,U.S.
2024-06-28,IOS,RMG,4419257,737104,U.S.
2024-06-28,IOS,Sportsbetting,7937005,1330111,U.S.
2024-06-28,ANDROID,Sportsbetting,2436555,567969,U.S.
2024-06-29,ANDROID,RMG,4151949,659434,U.S.
2024-06-29,IOS,RMG,4419257,851693,U.S.
2024-06-29,IOS,Sportsbetting,7937005,1356352,U.S.
2024-06-29,ANDROID,Sportsbetting,2436555,592060,U.S.
2024-06-30,ANDROID,RMG,4151949,716966,U.S.
2024-06-30,IOS,RMG,4419257,880286,U.S.
2024-06-30,IOS,Sportsbetting,7937005,1288098,U.S.
2024-06-30,ANDROID,Sportsbetting,2436555,599613,U.S.
2024-07-01,ANDROID,RMG,3871201,657669,U.S.
2024-07-01,IOS,RMG,4252243,707645,U.S.
2024-07-01,IOS,Sportsbetting,7405414,1251392,U.S.
2024-07-01,ANDROID,Sportsbetting,2437169,572617,U.S.
2024-07-02,ANDROID,RMG,3871201,680741,U.S.
2024-07-02,IOS,RMG,4252243,745230,U.S.
2024-07-02,IOS,Sportsbetting,7405414,1229755,U.S.
2024-07-02,ANDROID,Sportsbetting,2437169,579163,U.S.
2024-07-03,ANDROID,RMG,3871201,692462,U.S.
2024-07-03,IOS,RMG,4252243,836209,U.S.
2024-07-03,IOS,Sportsbetting,7405414,1196584,U.S.
2024-07-03,ANDROID,Sportsbetting,2437169,586283,U.S.
2024-07-04,ANDROID,RMG,3871201,680542,U.S.
2024-07-04,IOS,RMG,4252243,834235,U.S.
2024-07-04,IOS,Sportsbetting,7405414,1212881,U.S.
2024-07-04,ANDROID,Sportsbetting,2437169,561575,U.S.
2024-07-05,ANDROID,RMG,3871201,664426,U.S.
2024-07-05,IOS,RMG,4252243,756209,U.S.
2024-07-05,IOS,Sportsbetting,7405414,1285645,U.S.
2024-07-05,ANDROID,Sportsbetting,2437169,562353,U.S.
2024-07-06,ANDROID,RMG,3871201,660416,U.S.
2024-07-06,IOS,RMG,4252243,853136,U.S.
2024-07-06,IOS,Sportsbetting,7405414,1308902,U.S.
2024-07-06,ANDROID,Sportsbetting,2437169,587409,U.S.
2024-07-07,ANDROID,RMG,3871201,644526,U.S.
2024-07-07,IOS,RMG,4252243,801713,U.S.
2024-07-07,IOS,Sportsbetting,7405414,1259372,U.S.
2024-07-07,ANDROID,Sportsbetting,2437169,584528,U.S.
2024-07-08,ANDROID,RMG,3871201,600119,U.S.
2024-07-08,IOS,RMG,4252243,660219,U.S.
2024-07-08,IOS,Sportsbetting,7405414,1226628,U.S.
2024-07-08,ANDROID,Sportsbetting,2437169,558015,U.S.
2024-07-09,ANDROID,RMG,3871201,622318,U.S.
2024-07-09,IOS,RMG,4252243,703000,U.S.
2024-07-09,IOS,Sportsbetting,7405414,1236817,U.S.
2024-07-09,ANDROID,Sportsbetting,2437169,557122,U.S.
2024-07-10,ANDROID,RMG,3871201,643961,U.S.
2024-07-10,IOS,RMG,4252243,795380,U.S.
2024-07-10,IOS,Sportsbetting,7405414,1256879,U.S.
2024-07-10,ANDROID,Sportsbetting,2437169,573507,U.S.
2024-07-11,ANDROID,RMG,3871201,627766,U.S.
2024-07-11,IOS,RMG,4252243,790740,U.S.
2024-07-11,IOS,Sportsbetting,7405414,1226373,U.S.
2024-07-11,ANDROID,Sportsbetting,2437169,554477,U.S.
2024-07-12,ANDROID,RMG,3871201,624513,U.S.
2024-07-12,IOS,RMG,4252243,729389,U.S.
2024-07-12,IOS,Sportsbetting,7405414,1295444,U.S.
2024-07-12,ANDROID,Sportsbetting,2437169,551340,U.S.
2024-07-13,ANDROID,RMG,3871201,613830,U.S.
2024-07-13,IOS,RMG,4252243,808601,U.S.
2024-07-13,IOS,Sportsbetting,7405414,1346045,U.S.
2024-07-13,ANDROID,Sportsbetting,2437169,574615,U.S.
2024-07-14,ANDROID,RMG,3871201,645056,U.S.
2024-07-14,IOS,RMG,4252243,870888,U.S.
2024-07-14,IOS,Sportsbetting,7405414,1355106,U.S.
2024-07-14,ANDROID,Sportsbetting,2437169,574885,U.S.
2024-07-15,ANDROID,RMG,3871201,590151,U.S.
2024-07-15,IOS,RMG,4252243,721905,U.S.
2024-07-15,IOS,Sportsbetting,7405414,1270387,U.S.
2024-07-15,ANDROID,Sportsbetting,2437169,559505,U.S.
2024-07-16,ANDROID,RMG,3871201,612988,U.S.
2024-07-16,IOS,RMG,4252243,770281,U.S.
2024-07-16,IOS,Sportsbetting,7405414,1264584,U.S.
2024-07-16,ANDROID,Sportsbetting,2437169,553771,U.S.
2024-07-17,ANDROID,RMG,3871201,641685,U.S.
2024-07-17,IOS,RMG,4252243,867615,U.S.
2024-07-17,IOS,Sportsbetting,7405414,1307105,U.S.
2024-07-17,ANDROID,Sportsbetting,2437169,573410,U.S.
2024-07-18,ANDROID,RMG,3871201,626252,U.S.
2024-07-18,IOS,RMG,4252243,868653,U.S.
2024-07-18,IOS,Sportsbetting,7405414,1250262,U.S.
2024-07-18,ANDROID,Sportsbetting,2437169,552268,U.S.
2024-07-19,ANDROID,RMG,3871201,612951,U.S.
2024-07-19,IOS,RMG,4252243,791324,U.S.
2024-07-19,IOS,Sportsbetting,7405414,1332049,U.S.
2024-07-19,ANDROID,Sportsbetting,2437169,552792,U.S.
2024-07-20,ANDROID,RMG,3871201,609992,U.S.
2024-07-20,IOS,RMG,4252243,873523,U.S.
2024-07-20,IOS,Sportsbetting,7405414,1382672,U.S.
2024-07-20,ANDROID,Sportsbetting,2437169,566193,U.S.
2024-07-21,ANDROID,RMG,3871201,619219,U.S.
2024-07-21,IOS,RMG,4252243,886769,U.S.
2024-07-21,IOS,Sportsbetting,7405414,1371386,U.S.
2024-07-21,ANDROID,Sportsbetting,2437169,585612,U.S.
2024-07-22,ANDROID,RMG,3871201,567457,U.S.
2024-07-22,IOS,RMG,4252243,741628,U.S.
2024-07-22,IOS,Sportsbetting,7405414,1286363,U.S.
2024-07-22,ANDROID,Sportsbetting,2437169,563194,U.S.
2024-07-23,ANDROID,RMG,3871201,593207,U.S.
2024-07-23,IOS,RMG,4252243,781186,U.S.
2024-07-23,IOS,Sportsbetting,7405414,1248646,U.S.
2024-07-23,ANDROID,Sportsbetting,2437169,552197,U.S.
2024-07-24,ANDROID,RMG,3871201,623535,U.S.
2024-07-24,IOS,RMG,4252243,886595,U.S.
2024-07-24,IOS,Sportsbetting,7405414,1359115,U.S.
2024-07-24,ANDROID,Sportsbetting,2437169,572379,U.S.
2024-07-25,ANDROID,RMG,3871201,598457,U.S.
2024-07-25,IOS,RMG,4252243,887873,U.S.
2024-07-25,IOS,Sportsbetting,7405414,1299876,U.S.
2024-07-25,ANDROID,Sportsbetting,2437169,547792,U.S.
2024-07-26,ANDROID,RMG,3871201,597210,U.S.
2024-07-26,IOS,RMG,4252243,810985,U.S.
2024-07-26,IOS,Sportsbetting,7405414,1378098,U.S.
2024-07-26,ANDROID,Sportsbetting,2437169,562226,U.S.
2024-07-27,ANDROID,RMG,3871201,586431,U.S.
2024-07-27,IOS,RMG,4252243,887277,U.S.
2024-07-27,IOS,Sportsbetting,7405414,1437019,U.S.
2024-07-27,ANDROID,Sportsbetting,2437169,576643,U.S.
2024-07-28,ANDROID,RMG,3871201,571220,U.S.
2024-07-28,IOS,RMG,4252243,864999,U.S.
2024-07-28,IOS,Sportsbetting,7405414,1551444,U.S.
2024-07-28,ANDROID,Sportsbetting,2437169,590499,U.S.
2024-07-29,ANDROID,RMG,3871201,518875,U.S.
2024-07-29,IOS,RMG,4252243,708832,U.S.
2024-07-29,IOS,Sportsbetting,7405414,1432537,U.S.
2024-07-29,ANDROID,Sportsbetting,2437169,568792,U.S.
2024-07-30,ANDROID,RMG,3871201,543263,U.S.
2024-07-30,IOS,RMG,4252243,752324,U.S.
2024-07-30,IOS,Sportsbetting,7405414,1390262,U.S.
2024-07-30,ANDROID,Sportsbetting,2437169,558305,U.S.
2024-07-31,ANDROID,RMG,3871201,581936,U.S.
2024-07-31,IOS,RMG,4252243,864734,U.S.
2024-07-31,IOS,Sportsbetting,7405414,1487975,U.S.
2024-07-31,ANDROID,Sportsbetting,2437169,576499,U.S.
2024-08-01,IOS,RMG,4403306,868258,U.S.
2024-08-01,ANDROID,RMG,3592300,551997,U.S.
2024-08-01,IOS,Sportsbetting,14861174,1444865,U.S.
2024-08-01,ANDROID,Sportsbetting,3089751,547122,U.S.
2024-08-02,IOS,RMG,4403306,780573,U.S.
2024-08-02,ANDROID,RMG,3592300,548071,U.S.
2024-08-02,IOS,Sportsbetting,14861174,1562708,U.S.
2024-08-02,ANDROID,Sportsbetting,3089751,564706,U.S.
2024-08-03,IOS,RMG,4403306,870421,U.S.
2024-08-03,ANDROID,RMG,3592300,546075,U.S.
2024-08-03,IOS,Sportsbetting,14861174,1635996,U.S.
2024-08-03,ANDROID,Sportsbetting,3089751,577555,U.S.
2024-08-04,IOS,RMG,4403306,846303,U.S.
2024-08-04,ANDROID,RMG,3592300,590974,U.S.
2024-08-04,IOS,Sportsbetting,14861174,1642285,U.S.
2024-08-04,ANDROID,Sportsbetting,3089751,618052,U.S.
2024-08-05,IOS,RMG,4403306,697245,U.S.
2024-08-05,ANDROID,RMG,3592300,539386,U.S.
2024-08-05,IOS,Sportsbetting,14861174,1545570,U.S.
2024-08-05,ANDROID,Sportsbetting,3089751,600919,U.S.
2024-08-06,IOS,RMG,4403306,745167,U.S.
2024-08-06,ANDROID,RMG,3592300,563651,U.S.
2024-08-06,IOS,Sportsbetting,14861174,1549991,U.S.
2024-08-06,ANDROID,Sportsbetting,3089751,583510,U.S.
2024-08-07,IOS,RMG,4403306,853796,U.S.
2024-08-07,ANDROID,RMG,3592300,603172,U.S.
2024-08-07,IOS,Sportsbetting,14861174,1701025,U.S.
2024-08-07,ANDROID,Sportsbetting,3089751,608643,U.S.
2024-08-08,IOS,RMG,4403306,852673,U.S.
2024-08-08,ANDROID,RMG,3592300,585276,U.S.
2024-08-08,IOS,Sportsbetting,14861174,1649909,U.S.
2024-08-08,ANDROID,Sportsbetting,3089751,587673,U.S.
2024-08-09,IOS,RMG,4403306,763935,U.S.
2024-08-09,ANDROID,RMG,3592300,574166,U.S.
2024-08-09,IOS,Sportsbetting,14861174,1783132,U.S.
2024-08-09,ANDROID,Sportsbetting,3089751,601474,U.S.
2024-08-10,IOS,RMG,4403306,864507,U.S.
2024-08-10,ANDROID,RMG,3592300,571403,U.S.
2024-08-10,IOS,Sportsbetting,14861174,1825219,U.S.
2024-08-10,ANDROID,Sportsbetting,3089751,616863,U.S.
2024-08-11,IOS,RMG,4403306,898575,U.S.
2024-08-11,ANDROID,RMG,3592300,560527,U.S.
2024-08-11,IOS,Sportsbetting,14861174,1969956,U.S.
2024-08-11,ANDROID,Sportsbetting,3089751,659431,U.S.
2024-08-12,IOS,RMG,4403306,746783,U.S.
2024-08-12,ANDROID,RMG,3592300,510380,U.S.
2024-08-12,IOS,Sportsbetting,14861174,1950034,U.S.
2024-08-12,ANDROID,Sportsbetting,3089751,657729,U.S.
2024-08-13,IOS,RMG,4403306,789044,U.S.
2024-08-13,ANDROID,RMG,3592300,533498,U.S.
2024-08-13,IOS,Sportsbetting,14861174,1960770,U.S.
2024-08-13,ANDROID,Sportsbetting,3089751,644242,U.S.
2024-08-14,IOS,RMG,4403306,904534,U.S.
2024-08-14,ANDROID,RMG,3592300,573152,U.S.
2024-08-14,IOS,Sportsbetting,14861174,2117833,U.S.
2024-08-14,ANDROID,Sportsbetting,3089751,661158,U.S.
2024-08-15,IOS,RMG,4403306,902263,U.S.
2024-08-15,ANDROID,RMG,3592300,556766,U.S.
2024-08-15,IOS,Sportsbetting,14861174,2003616,U.S.
2024-08-15,ANDROID,Sportsbetting,3089751,637968,U.S.
2024-08-16,IOS,RMG,4403306,815602,U.S.
2024-08-16,ANDROID,RMG,3592300,548644,U.S.
2024-08-16,IOS,Sportsbetting,14861174,2159828,U.S.
